Cbegsbyvb;Glcr;Vafgehzrag;Haqreylvat;Cbf;CI Fcbg BA/S;Qrygn;Tnzzn;IrtnY;Rkcvel;Fgevxr;VafPhee;P/C;BGP;Vfva;HaqCep;PbagenpgFvmr;-70,00;-60,00;-50,00;-40,00;-30,00;-25,00;-20,00;-15,00;-10,00;-5,00;-4,00;-3,00;-2,00;-1,00;0,00;1,00;2,00;3,00;4,00;5,00;10,00;15,00;20,00;25,00;30,00;40,00;50,00;60,00;70,00;1 Z;6 Z;12 Z;Erfg;-100,00;100,00;-10,00X;10,00X;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1610_C2547.15;FK5R;365.506547;114547.784316;-133.493610;0.139814;6396.417652;31.10.2016 17:50:00;2547.1500;RHE;Chg;gehr;;2888.763;1.00;699429.644838;589908.958079;482478.324291;381620.138563;292460.250904;253374.487958;218195.954196;186906.883398;159365.433893;135341.148157;130933.813121;126653.331043;122497.193899;118462.864714;114547.784316;110749.377681;107065.059879;103492.241644;100028.334550;96670.755802;81388.316379;68386.766684;57370.526288;48068.109453;40235.020340;28136.532995;19653.080208;13729.501968;9602.392027;;;;6396.417652;79740.838730;162428.203470;116014.014983;113097.063591;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1701_C1625.61;FK5R;203.738904;15124.552403;-20.350660;0.028482;1677.986019;03.01.2017 17:50:00;1625.6100;RHE;Chg;gehr;;2888.763;1.00;207887.014171;152216.316591;106839.591933;73105.096975;49391.186593;40516.193666;33225.631704;27253.945677;22371.193605;18382.382149;17677.030676;16999.667683;16349.176359;15724.482335;15124.552403;14548.393155;13995.049685;13463.604333;12953.175406;12462.915923;10286.794779;8505.769848;7046.227039;5848.366765;4863.673560;3383.873674;2373.156932;1677.509552;1194.972276;;;;1677.986019;9902.780877;23267.504823;15352.798271;14899.430878;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1701_C1625.61_QV;FK5R;220800.000000;32575.992466;-40.883487;0.049789;2478.942500;03.01.2017 17:50:00;1625.6100;RHE;Chg;gehr;;2888.763;1.00;212478.839089;194380.919153;161900.606427;125359.428481;92514.612267;78530.560590;66287.847639;55716.839370;46684.401836;39027.676074;37646.362271;36311.873113;35022.864488;33778.007857;32575.992466;31415.527229;30295.342395;29214.190955;28170.849824;27164.120825;22639.553323;18865.875354;15723.695142;13110.138605;10937.572736;7631.232534;5345.394771;3761.220135;2659.441636;;;;2478.942500;21831.387586;48369.838938;33041.388143;32116.338794;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1702_C1573.566;FK5R;297.413645;20583.831710;-27.426151;0.038315;2337.917812;07.02.2017 17:50:00;1573.5660;RHE;Chg;gehr;;2888.763;1.00;289579.051581;209703.858637;145908.712288;99285.404437;66904.554061;54862.700561;44998.353866;36934.559505;30349.645063;24973.882903;24023.422914;23110.680108;22234.132557;21392.317984;20583.831710;19807.324702;19061.501619;18345.118876;17656.982763;16995.947620;14060.331310;11655.034283;9681.090263;8058.295310;6721.688242;4706.543191;3323.260269;2365.857418;1697.739168;;;;2337.917812;13437.956200;31812.410495;20900.703161;20271.395583;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1702_C1573.566_QV;FK5R;312000.000000;43443.268393;-54.336286;0.066772;3450.780062;07.02.2017 17:50:00;1573.5660;RHE;Chg;gehr;;2888.763;1.00;298530.968464;269644.114045;221379.839566;169456.938631;124094.288097;105065.168522;88523.480909;74319.989427;62236.076472;52026.026315;50186.997865;48411.088769;46696.402752;45041.073799;43443.268393;41901.187449;40413.067907;38977.184037;37591.848486;36255.413086;30251.856485;25246.689087;21078.791671;17610.364783;14724.687779;10324.965562;7272.871790;5148.670496;3664.050829;;;;3450.780062;28964.347997;64959.627414;44079.614520;42815.014571;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1704_C1410.825;FK5R;70.880513;3679.948688;-4.863222;0.006879;455.612433;13.04.2017 17:50:00;1410.8250;RHE;Chg;gehr;;2888.763;1.00;58230.956646;40518.511098;27302.252655;18163.228783;12065.804773;9849.099888;8053.188724;6598.011983;5417.917066;4459.578692;4290.574384;4128.390902;3972.740454;3823.347589;3679.948688;3542.291469;3410.134516;3283.246819;3161.407336;3044.404562;2525.156590;2099.917010;1750.808806;1463.481821;1226.402503;867.644118;619.724487;446.705945;324.805689;;;;455.612433;2393.211026;5734.693014;3739.254089;3621.520098;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1704_C1410.825_QV;FK5R;100000.000000;11543.721321;-14.366888;0.018175;1043.444194;13.04.2017 17:50:00;1410.8250;RHE;Chg;gehr;;2888.763;1.00;93611.309001;80930.074200;63565.428750;47029.646227;33659.178986;28274.869132;23685.801795;19806.879687;16547.496038;13819.934370;13331.004656;12859.497454;12404.826154;11966.419431;11543.721321;11136.191240;10743.303949;10364.549461;9999.432924;9647.474449;8069.277729;6756.248263;5663.705267;4754.186653;3996.452725;2836.975892;2026.726822;1457.306173;1054.676516;;;;1043.444194;7663.896717;17432.879052;11721.206376;11368.646282;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1801_C1509.5136;FK5R;241.137278;19568.923227;-23.279276;0.029871;2144.938436;03.01.2018 17:50:00;1509.5136;RHE;Chg;gehr;;2888.763;1.00;233655.604625;169158.421307;118765.753718;82346.457056;56993.151813;47475.486445;39606.281122;33101.007497;27720.119620;23264.291072;22469.098689;21703.065022;20965.069154;20254.033702;19568.923227;18908.742703;18272.536020;17659.384527;17068.405623;16498.751388;13942.937208;11810.792360;10028.149987;8534.337942;7279.682273;5332.250238;3939.700986;2934.970770;2203.743156;;;;2144.938436;12170.606736;32045.022021;19914.395451;19228.948999;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1801_C1509.5136_QV;FK5R;383500.000000;60776.873154;-66.744699;0.074047;4558.619301;03.01.2018 17:50:00;1509.5136;RHE;Chg;gehr;;2888.763;1.00;361241.353995;325052.953184;267337.319603;207250.675906;155321.768907;133466.575964;114336.851257;97750.758772;83468.119396;71229.002235;69003.595542;66847.623205;64759.124944;62736.172835;60776.873154;58879.367909;57041.836114;55262.494798;53539.599806;51871.446389;44294.934209;37854.226830;32380.680729;27728.596674;23773.065192;17541.734002;13014.341621;9709.883749;7285.622910;;;;4558.619301;38949.082451;94989.174588;61786.494409;59781.674456;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1801_P3099.894;FK5R;-241.137278;-76278.657358;-119.056136;-0.095860;-5195.938885;03.01.2018 17:50:00;3099.8940;RHE;Pnyy;gehr;;2888.763;1.00;-0.273848;-40.059079;-588.316320;-3204.773595;-10296.482919;-16252.536180;-24107.341645;-33996.616032;-45989.707335;-60096.739097;-63169.123589;-66324.108716;-69561.120086;-72879.529298;-76278.657358;-79757.778028;-83316.121159;-86952.875861;-90667.193581;-94458.191213;-114530.407494;-136372.100410;-159849.670424;-184825.421661;-211162.372761;-267395.455493;-327574.892183;-390866.666226;-456583.466228;;;;-5195.938885;-132273.812222;-36020.368168;-75276.568095;-77287.500476;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1801_C1443.84;FK5R;133.324699;9682.565280;-11.520449;0.014904;1099.394645;31.01.2018 17:50:00;1443.8400;RHE;Chg;gehr;;2888.763;1.00;121338.571663;86531.709315;60016.831747;41246.736422;28377.737631;23589.186127;19647.652388;16401.328835;13724.266315;11512.904792;11118.770145;10739.229940;10373.711666;10021.665875;9682.565280;9355.903890;9041.196165;8737.976200;8445.796947;8164.229448;6901.731609;5849.383871;4970.005470;4233.307404;3614.578598;2653.899361;1966.259496;1469.349550;1106.977207;;;;1099.394645;5991.006556;15978.945968;9856.419464;9511.535990;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1801_C1443.84_QV;FK5R;199500.000000;29299.572924;-32.362383;0.036610;2328.094298;31.01.2018 17:50:00;1443.8400;RHE;Chg;gehr;;2888.763;1.00;186635.868727;165362.119533;133767.502656;102319.127649;75928.946881;65000.034006;55511.768272;47340.713951;40343.977510;34376.284344;33293.888332;32246.039718;31231.707167;30249.880838;29299.572924;28379.818052;27489.673578;26628.219767;25794.559898;24987.820267;21328.945405;18225.002128;15591.432491;13355.859197;11456.703788;8467.063295;6295.338419;4709.243366;3544.136921;;;;2328.094298;18645.692010;46252.729826;29796.687923;28809.764857;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1801_P2940.19;FK5R;-133.324699;-50640.237327;-73.599020;-0.051782;-2901.945761;31.01.2018 17:50:00;2940.1900;RHE;Pnyy;gehr;;2888.763;1.00;-0.413337;-44.680249;-549.113843;-2660.393987;-7871.866402;-12029.385990;-17350.975901;-23880.794423;-31625.534293;-40561.170458;-42487.360660;-44458.869091;-46475.200005;-48535.835470;-50640.237327;-52787.849042;-54978.097482;-57210.394679;-59484.139444;-61798.718959;-73962.059213;-87050.096386;-100980.914093;-115673.704729;-131050.789506;-163570.231572;-198018.625312;-233965.457211;-271065.320489;;;;-2901.945761;-85090.656565;-24932.829477;-50025.466494;-51258.448621;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1802_C1427.78;FK5R;114.513432;8154.834277;-9.634882;0.012420;933.710021;28.02.2018 17:50:00;1427.7800;RHE;Chg;gehr;;2888.763;1.00;102280.660738;72663.319613;50289.092169;34538.228049;23773.087300;19772.326535;16480.323713;13769.118313;11532.948989;9685.104069;9355.659772;9038.378677;8732.783144;8438.414901;8154.834277;7881.619459;7618.365773;7364.684995;7120.204686;6884.567544;5827.507658;4945.619152;4207.964798;3589.348668;3069.216189;2260.235735;1679.732956;1259.141728;951.590599;;;;933.710021;5061.532004;13424.494706;8302.892378;8009.209507;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1802_C1427.78_QV;FK5R;166500.000000;24173.056777;-26.497747;0.029893;1943.320204;28.02.2018 17:50:00;1427.7800;RHE;Chg;gehr;;2888.763;1.00;155162.857465;136778.795211;110191.570193;84100.309129;62373.361572;53405.866342;45630.560813;38939.993095;33213.207892;28328.971879;27443.006077;26585.271405;25754.918850;24951.117877;24173.056777;23419.942922;22691.002926;21985.482730;21302.647623;20641.782189;17643.295167;15097.543965;12935.549539;11098.344869;9535.801773;7071.493282;5276.423972;3961.503873;2992.555776;;;;1943.320204;15434.528086;38070.043046;24587.637000;23764.643277;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1802_C1637.363;FK5R;323.691302;34261.302019;-39.268213;0.048135;3454.394360;28.02.2018 17:50:00;1637.3630;RHE;Chg;gehr;;2888.763;1.00;352856.649593;262922.508956;189716.782159;134750.350333;95222.257982;80059.819252;67367.357581;56754.886647;47884.373733;40467.554148;39136.505335;37852.008534;36612.381263;35416.000734;34261.302019;33146.776248;32070.968835;31032.477731;30029.951708;29062.088674;24700.380094;21035.409040;17950.514430;15349.102218;13151.209524;9712.450425;7228.979901;5421.189045;4094.985670;;;;3454.394360;21518.530327;55394.975362;34869.074785;33663.140734;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1802_C1637.363_QV;FK5R;318000.000000;59424.236955;-62.381665;0.064677;3905.902838;28.02.2018 17:50:00;1637.3630;RHE;Chg;gehr;;2888.763;1.00;300778.455333;277264.301756;234965.959099;187364.934963;143907.879258;125011.844242;108173.345717;93340.018764;80384.045232;69139.036408;67079.502427;65079.708270;63138.196340;61253.518142;59424.236955;57648.930207;55926.191567;54254.632778;52632.885258;51059.601478;43874.583479;37712.745944;32433.690757;27913.335277;24043.224186;17890.596634;13370.529492;10039.445949;7574.963079;;;;3905.902838;38531.724845;91387.490414;60410.934589;58451.359482;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1802_P2881.758;FK5R;-114.513432;-47028.237031;-66.058607;-0.043598;-2505.278691;28.02.2018 17:50:00;2881.7580;RHE;Pnyy;gehr;;2888.763;1.00;-0.594128;-53.901550;-602.347559;-2749.215920;-7811.666066;-11752.681284;-16727.919482;-22761.657425;-29846.971048;-37952.337283;-39691.705853;-41469.469470;-43285.146426;-45138.239391;-47028.237031;-48954.615535;-50916.840065;-52914.366187;-54946.641168;-57013.105266;-67838.325781;-79432.197278;-91722.930059;-104640.798349;-118119.596171;-146517.766587;-176482.958725;-207660.207094;-239767.229775;;;;-2505.278691;-77740.027508;-23705.193446;-46474.569097;-47584.756631;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1803_C1651.645;FK5R;315.322039;34589.172322;-39.222442;0.047598;3453.652789;28.03.2018 17:50:00;1651.6450;RHE;Chg;gehr;;2888.763;1.00;347676.228097;259797.101497;188087.483147;134073.096674;95093.014487;80098.814808;67524.181904;56990.983201;48170.690069;40782.523622;39455.154761;38173.751577;36936.669009;35742.319710;34589.172322;33475.749760;32400.627522;31362.432024;30359.838953;29391.571664;25023.580043;21346.983227;18247.022248;15628.504787;13412.487770;9937.125554;7419.219577;5580.683571;4227.862820;;;;3453.652789;21781.543443;55777.278601;35208.882225;33979.339903;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1803_C1651.645_QV;FK5R;324200.000000;61750.198708;-64.105652;0.065663;3998.296809;28.03.2018 17:50:00;1651.6450;RHE;Chg;gehr;;2888.763;1.00;306236.256311;282696.747117;240155.460693;192083.462457;148020.211918;128802.827912;111644.575836;96500.496560;83248.021426;71724.186140;69611.202376;67558.757254;65565.401232;63629.692292;61750.198708;59925.501512;58154.196679;56434.897042;54766.233974;53146.858846;45743.643830;39383.562943;33925.279394;29243.534173;25228.567509;18830.424661;14115.037224;10629.303146;8042.698717;;;;3998.296809;40141.621934;94708.483576;62785.572928;60729.424369;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1803_C1447.092;FK5R;179.117845;13441.211048;-15.695294;0.020001;1518.746854;29.03.2018 17:50:00;1447.0920;RHE;Chg;gehr;;2888.763;1.00;163093.821627;116449.692380;81012.924318;55921.786229;38678.104204;32243.693851;26935.953188;22554.083864;18931.527231;15931.277634;15395.649496;14879.572519;14382.287886;13903.067150;13441.211048;12996.048360;12566.934796;12153.251931;11754.406173;11369.827765;9642.555143;8198.627385;6988.499237;5971.726509;5115.241848;3779.641353;2817.946424;2118.876546;1606.080980;;;;1518.746854;8368.808691;22053.038951;13687.574441;13198.925084;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1803_C1447.092_QV;FK5R;268800.000000;40195.601844;-43.536371;0.048456;3170.746748;29.03.2018 17:50:00;1447.0920;RHE;Chg;gehr;;2888.763;1.00;250396.297937;221522.412594;179285.364275;137486.452578;102438.831508;87906.025383;75270.108757;64368.338894;55013.590592;47016.090166;45563.347227;44156.259524;42793.480450;41473.691280;40195.601844;38957.951042;37759.507205;36599.068330;35475.462197;34387.546385;29445.407062;25240.962677;21663.326923;18617.400335;16022.099176;11918.512614;8919.337412;6715.431396;5086.522194;;;;3170.746748;25740.077732;63093.394647;40891.522237;39510.093814;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1803_P2947.78;FK5R;-179.117845;-70087.264000;-100.118695;-0.068561;-3972.753164;29.03.2018 17:50:00;2947.7800;RHE;Pnyy;gehr;;2888.763;1.00;-0.756437;-72.821421;-840.399307;-3918.589468;-11309.049979;-17122.652053;-24508.004589;-33514.605197;-44143.552285;-56356.882084;-58984.160810;-61671.533800;-64418.318896;-67223.806899;-70087.264000;-73007.934185;-75985.041534;-79017.792368;-82105.377394;-85246.973645;-101735.596483;-119446.275859;-138270.539226;-158101.853142;-178838.106528;-222648.141933;-269018.240302;-317384.039585;-367291.979833;;;;-3972.753164;-117123.646647;-34780.185402;-69227.029646;-70952.329907;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1804_C1627.681;FK5R;399.052492;42577.429603;-48.136381;0.058462;4295.013374;18.04.2018 17:50:00;1627.6810;RHE;Chg;gehr;;2888.763;1.00;432409.550378;321778.615360;232180.488471;165132.942329;116979.619105;98506.081724;83033.163800;70084.865878;59250.076637;50179.084043;48549.734940;46976.894627;45458.527392;43992.670033;42577.429603;41210.981187;39891.565704;38617.487748;37387.113475;36198.868535;30838.395369;26325.812511;22520.039661;19304.207818;16581.501099;12308.145734;9208.097359;6941.089785;5270.206975;;;;4295.013374;26701.515320;69027.625049;43346.292459;41820.937230;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1804_C1627.681_QV;FK5R;381470.000000;71615.023071;-74.072591;0.076059;4711.682597;18.04.2018 17:50:00;1627.6810;RHE;Chg;gehr;;2888.763;1.00;359619.196524;330830.426745;279903.440441;223172.706166;171649.792559;149285.983193;129363.446476;111810.144780;96469.460735;83142.394867;80699.834111;78327.526488;76023.755677;73786.817533;71615.023071;69506.701098;67460.200528;65473.892405;63546.171659;61675.458615;53123.644142;45776.411895;39469.526316;34057.878317;29414.608949;22008.122157;16540.717615;12491.239045;9479.725353;;;;4711.682597;46393.456349;110339.984814;72824.790871;70422.491467;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1804_C1521.733;FK5R;33.120138;2944.244290;-3.374857;0.004200;315.403446;26.04.2018 17:50:00;1521.7330;RHE;Chg;gehr;;2888.763;1.00;32787.121812;23866.265031;16885.601021;11819.729836;8269.591775;6928.295380;5814.160976;4888.599875;4119.073508;3478.445472;3363.736370;3253.112235;3146.419626;3043.510956;2944.244290;2848.483132;2756.096229;2666.957379;2580.945239;2497.943147;2124.305952;1810.817761;1547.201117;1325.012022;1137.305993;843.468325;630.891748;475.728451;361.496747;;;;315.403446;1823.370638;4852.033057;2998.258616;2891.119407;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1804_C1521.733_QV;FK5R;48600.000000;8143.091209;-8.591898;0.009196;590.505384;26.04.2018 17:50:00;1521.7330;RHE;Chg;gehr;;2888.763;1.00;45551.116647;41114.517013;33997.163585;26561.244359;20097.932262;17361.854405;14956.391655;12860.820236;11047.140510;9484.718816;9199.680710;8923.231113;8655.135992;8395.164901;8143.091209;7898.692299;7661.749735;7432.049391;7209.381566;6993.541062;6009.887981;5168.787403;4449.739512;3834.935930;3309.025161;2473.161073;1858.420877;1404.235301;1066.960349;;;;590.505384;5202.754428;12776.137455;8283.444053;8004.806639;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1804_P2989.118;FK5R;-33.120138;-12448.120913;-18.047466;-0.012725;-739.222995;26.04.2018 17:50:00;2989.1180;RHE;Pnyy;gehr;;2888.763;1.00;-0.102178;-11.343134;-138.346858;-664.193538;-1951.990595;-2975.488584;-4283.263318;-5886.064568;-7785.726422;-9976.770493;-10449.050172;-10932.444128;-11426.835919;-11932.103746;-12448.120913;-12974.756257;-13511.874576;-14059.337033;-14617.001540;-15184.723138;-18168.955793;-21381.792314;-24803.711343;-28415.378207;-32198.130545;-40207.430859;-48705.213995;-57586.011665;-66764.407032;;;;-739.222995;-21237.302145;-5962.668466;-12290.139984;-12607.045695;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1805_C1726.849;FK5R;192.802057;25286.508902;-28.055001;0.033120;2352.698491;08.05.2018 17:50:00;1726.8490;RHE;Chg;gehr;;2888.763;1.00;232333.948078;176961.123250;130344.771885;94277.757878;67689.146003;57322.376923;48562.477340;41174.413016;34949.293019;29705.316771;28760.102866;27846.690476;26963.986404;26110.933331;25286.508902;24489.724801;23719.625835;22975.289018;22255.822658;21560.365446;18415.085457;15756.771618;13506.802328;11599.469194;9979.909981;7428.509070;5569.625089;4205.467007;3197.145527;;;;2352.698491;15491.699348;41923.399329;25741.757391;24838.501073;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1805_C1726.849_QV;FK5R;204060.000000;43987.486278;-44.176679;0.042962;2531.826037;08.05.2018 17:50:00;1726.8490;RHE;Chg;gehr;;2888.763;1.00;193406.805082;182116.128698;158409.695867;129420.237036;101525.626400;89032.116968;77720.210315;67614.863803;58677.820776;50833.580688;49387.723950;47981.004893;46612.606950;45281.708712;43987.486278;42729.115383;41505.773326;40316.640700;39160.902947;38037.751747;32883.084273;28427.225039;24581.406557;21265.445005;18407.970179;13825.042073;10420.819288;7886.847818;5994.876120;;;;2531.826037;27977.752759;68663.669761;44722.794612;43262.367452;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1805_C1565.2;FK5R;107.334526;10873.005810;-12.319370;0.015111;1107.819213;24.05.2018 17:50:00;1565.2000;RHE;Chg;gehr;;2888.763;1.00;114312.484460;84435.440393;60443.275693;42697.373163;30089.293030;25286.452025;21279.303509;17937.300011;15148.952145;12820.331464;12402.624579;11999.567527;11610.621469;11235.267467;10873.005810;10523.355368;10185.852941;9860.052642;9545.525283;9241.857778;7873.015802;6722.000501;5752.118857;4933.102383;4239.968123;3152.345324;2363.179006;1785.628953;1359.418989;;;;1107.819213;6507.564645;18579.902797;11073.814201;10675.512244;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1805_C1565.2_QV;FK5R;162000.000000;29609.485764;-30.776817;0.032124;1993.045727;24.05.2018 17:50:00;1565.2000;RHE;Chg;gehr;;2888.763;1.00;152699.204482;140440.057365;118248.469029;93698.582944;71659.814818;62174.090937;53765.088631;46388.320801;39966.075228;34405.409901;33388.125255;32400.649770;31442.220069;30512.080804;29609.485764;28733.698850;27883.994912;27059.660470;26259.994325;25484.308071;21942.423137;18904.664084;16300.691181;14068.821400;12155.467458;9105.877374;6855.611926;5188.451541;3947.537562;;;;1993.045727;18332.494022;47833.319602;30122.058488;29104.434924;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1805_P3074.5;FK5R;-107.334526;-35784.814652;-54.473609;-0.041885;-2380.307116;24.05.2018 17:50:00;3074.5000;RHE;Pnyy;gehr;;2888.763;1.00;-0.101767;-19.773513;-299.357261;-1608.885678;-5064.576320;-7915.839975;-11634.836108;-16271.962529;-21848.504636;-28360.728244;-29773.655004;-31222.832115;-32707.964822;-34228.737401;-35784.814652;-37375.843320;-39001.453485;-40661.259947;-42354.863493;-44081.852185;-53202.412199;-63090.473422;-73686.617925;-84930.519706;-96762.799197;-121967.165041;-148883.406783;-177156.751615;-206494.966961;;;;-2380.307116;-65226.630913;-15235.805552;-35293.014597;-36280.019518;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1805_C2795;FK5R;419.677996;219588.978456;-194.168642;0.156259;9205.918465;28.05.2018 17:50:00;2795.0000;RHE;Chg;gehr;;2888.763;1.00;937867.324184;809016.439615;682289.834226;562226.567931;453838.988481;405117.558713;360322.269849;319486.794973;282534.743391;249307.326291;243090.568226;237012.353426;231070.703711;225263.598108;219588.978456;214044.754620;208628.809570;203339.004081;198173.181206;193129.170506;169659.866464;148908.787866;130608.996157;114505.433258;100359.059537;77074.342111;59220.267816;45558.168488;35110.893182;;;;9205.918465;144870.027566;327738.686601;222975.975738;216243.622527;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1806_C1767.61;FK5R;401.191439;57761.936940;-63.210602;0.073399;5173.655470;06.06.2018 17:50:00;1767.6100;RHE;Chg;gehr;;2888.763;1.00;505308.087081;388571.393005;288799.621112;210543.150501;152200.774780;129286.992747;109844.226226;93383.770563;79465.709959;67703.292431;65579.161988;63525.283473;61539.297570;59618.919428;57761.936940;55966.209009;54229.663811;52550.297043;50926.170157;49355.408585;42240.728010;36212.739280;31098.849253;26754.198673;23057.372925;17216.922403;12946.344147;9801.970748;7470.705801;;;;5173.655470;34927.609572;97028.610848;58807.662501;56732.866089;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1806_C1767.61_QV;FK5R;381850.000000;87156.509405;-86.090471;0.081492;4715.840554;06.06.2018 17:50:00;1767.6100;RHE;Chg;gehr;;2888.763;1.00;361992.119747;343784.843673;302353.222863;249556.495203;197472.983728;173829.296953;152269.976285;132892.659847;115664.324458;100471.566834;97663.865973;94929.937998;92268.363457;89677.704416;87156.509405;84703.317927;82316.664556;79995.082668;77737.107805;75541.280713;65443.973785;56688.516725;49110.339134;42559.223351;36900.330921;27795.428998;21005.981606;15934.985308;12137.387329;;;;4715.840554;54797.332961;137274.912117;88618.941344;85714.250771;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1806_C1508.007;FK5R;41.942790;3903.443458;-4.419770;0.005459;409.653114;27.06.2018 17:50:00;1508.0070;RHE;Chg;gehr;;2888.763;1.00;42634.039630;31122.382082;22060.598991;15472.314107;10851.417323;9104.275994;7652.086434;6444.724342;5439.952406;4602.569703;4452.520271;4307.778006;4168.144057;4033.427180;3903.443458;3778.016035;3656.974858;3540.156421;3427.403522;3318.565024;2828.194975;2416.120284;2069.024992;1775.965479;1527.937498;1138.591784;855.795685;648.517896;495.262898;;;;409.653114;2318.352835;6743.174022;3976.779849;3831.342798;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1806_C1508.007_QV;FK5R;57750.000000;10087.364705;-10.465037;0.011049;709.575584;27.06.2018 17:50:00;1508.0070;RHE;Chg;gehr;;2888.763;1.00;54208.767772;49386.045149;41118.925356;32290.713190;24544.617150;21250.921673;18348.459222;15814.476713;13616.820213;11719.733350;11373.204834;11036.978304;10710.777130;10394.328697;10087.364705;9789.621421;9500.839893;9220.766123;8949.151216;8685.751485;7483.825088;6453.810325;5571.263943;4814.910912;4166.378149;3131.938745;2367.319624;1799.464725;1375.535640;;;;709.575584;6206.636782;16451.445895;10264.852846;9912.541299;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1806_C2622.62;FK5R;810.639742;357490.120761;-327.792714;0.283492;17311.442955;27.06.2018 17:50:00;2622.6200;RHE;Chg;gehr;;2888.763;1.00;1681125.767942;1432301.468436;1189921.331691;964825.073885;766704.027522;679391.951770;600113.034471;528692.585524;464775.988989;407889.440765;397308.708609;386983.007727;376907.752795;367078.332989;357490.120761;348138.480363;339018.775570;330126.377040;321456.668822;313005.054855;273859.593482;239497.143637;209391.946020;183056.563669;160045.500807;122427.586099;93806.257487;72038.366578;55470.572866;;;;17311.442955;231129.974489;546860.833431;363240.745328;351814.612939;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1806_P2884.882;FK5R;-41.942790;-17100.241491;-24.057854;-0.015870;-934.759466;27.06.2018 17:50:00;2884.8820;RHE;Pnyy;gehr;;2888.763;1.00;-0.117089;-16.491021;-206.167580;-977.008425;-2815.578966;-4250.549416;-6063.024677;-8261.302497;-10842.451042;-13794.777643;-14428.283191;-15075.759282;-15737.031642;-16411.920564;-17100.241491;-17801.805548;-18516.420058;-19243.889048;-19984.013699;-20736.592810;-24679.146637;-28902.177762;-33379.966600;-38087.545670;-43001.201884;-53359.885534;-64299.891549;-75693.091146;-87436.986242;;;;-934.759466;-30064.374067;-7641.512473;-16885.517476;-17316.159070;
RDG_QRE1_RZ;Bcgvba;FK5R_BGP_1807_C1590.51;FK5R;324.424241;35179.059976;-39.259846;0.047443;3507.657842;04.07.2018 17:50:00;1590.5100;RHE;Chg;gehr;;2888.763;1.00;355046.356758;263928.785775;190155.835380;135162.953191;95813.977742;80748.477954;68139.820375;57592.594630;48767.266810;41376.425491;40048.440551;38766.342897;37528.471275;36333.224594;35179.059976;34064.490832;32988.084976;31948.462785;30944.295387;29974.302906;25595.385753;21904.157666;18786.295245;16147.211898;13908.616947;10384.510668;7816.443417;5929.243967;4531.033681;;;;3507.657842;21003.832501;60277.056551;35835.245978;34533.782890;
