form,kind,meaning,name,original,rating,sex,source
form,Pet,"""man of God"" or ""warrior of God""",GABY,Gabriela,meaning,female,English
spelling,Variant,"""happy""",GAE,Gay,meaning,female,English
form,Short,"""father rejoices""",GAIL,Abigail,meaning,female,English
form,Elaborated,"""father rejoices""",GAILA,Gail,meaning,female,English
form,Feminine,"""garnet (the gem)""",GARNETTE,"unisex Garnet",meaning,female,English
spelling,Variant,"""happy""",GAYE,Gay,meaning,female,English
form,Variant,"""father rejoices""",GAYLA,Gayle,meaning,female,English
spelling,Variant,"""father rejoices""",GAYLE,Gail,meaning,female,English
form,"Medieval English","""white and smooth""",GAYNOR,Guinevere,"possibly meaning",female,French
spelling,Variant,"""earth-worker, farmer""",GEENA,Gina,meaning,female,English
form,Pet,"""well born""",GENA,Eugenia,meaning,female,English
"variant spelling",English,"""God is gracious""",GENETTE,Jeanette,meaning,female,French
form,Pet,"""race of women""",GENEVA,"Geneviève, probably",meaning,female,French
form,English,"""race of women""",GENEVIEVE,"Geneviève, probably",meaning,female,French
form,Pet,"""well born""",GENIA,Eugenia,meaning,female,English
form,Pet,"""well born."" This is also a pet form of English Genevieve, probably meaning ""race of women""",GENIE,Eugenia,meaning,female,English
form,Pet,"""race of women""",GENNA,"Genevieve, probably",meaning,female,English
spelling,Variant,"""race of women""",GENNIE,"Genny, probably",meaning,female,English
form,Pet,"""race of women""",GENNY,"Genevieve, probably",meaning,female,English
spelling,Variant,"""well born""",GENYA,Genia,meaning,female,English
"variant spelling",English,"""earth-worker, farmer""",GEORGENE,Georgine,meaning,female,French
form,Feminine,"""earth-worker, farmer""",GEORGETTE,Georges,meaning,female,French
form,Feminine,"""earth-worker, farmer""",GEORGIA,George,meaning,female,English
form,Feminine,"""earth-worker, farmer""",GEORGIANA,George,meaning,female,English
"pet form",Unisex,"""earth-worker, farmer""",GEORGIE,"George and Georgia",meaning,female,English
form,Feminine,"""earth-worker, farmer""",GEORGINA,George,meaning,female,English
form,Feminine,"""earth-worker, farmer""",GEORGINE,Georges,meaning,female,French
form,Feminine,"""spear ruler""",GERALDINE,Gerald,meaning,female,English
"pet form",Unisex,"""spear ruler."" Also used as a pet form of other names beginning with Ger-, meaning ""spear""",GERRY,"Gerald and Geraldine",meaning,female,English
form,Pet,"""spear strength""",GERTIE,Gertrude,meaning,female,German
spelling,Variant,"""pledge, hostage, noble offspring""",GHISLAINE,Ghislain,meaning,female,English
"variant spelling",English,"""descended from Jupiter (Jove)""",GILLIAN,"Latin Jillian",meaning,female,Roman
form,Pet,"""earth-worker, farmer""",GINA,Georgina,meaning,female,English
"pet form",English,"""maiden, virgin""",GINGER,Virginia,meaning,female,Latin
"pet form",English,"""maiden, virgin""",GINNIE,Virginia,meaning,female,Latin
spelling,Variant,"""maiden, virgin""",GINNY,Ginnie,meaning,female,English
spelling,Variant,"""strife, war""",GITHA,"English Gytha",meaning,female,Middle
form,Modern,"""ruler""",GLADYS,"Welsh Gwladus",meaning,female,Old
spelling,Variant,"""holy, pure""",GLENICE,Glenys,meaning,female,Welsh
form,Feminine,"""valley""",GLENNA,Glen,meaning,female,Scottish
form,Pet,"""pleasing, agreeable""",GRACIE,Grace,meaning,female,English
form,Short,"""pearl""",GRETA,Margareta,meaning,female,Danish/Swedish
form,Diminutive,"""little pearl""",GRETCHEN,"Gretta (""pearl"")",meaning,female,English
form,Pet,"""pearl""",GRETEL,Grete,meaning,female,German
"variant spelling",English,"""pearl""",GRETTA,Greta,meaning,female,Danish/Swedish
spelling,Variant,"""white ring""",GUENDOLEN,Gwendolen,meaning,female,Welsh
form,French,"""white and smooth""",GUINEVERE,Gwenhwyvar,"possibly meaning",female,Welsh
form,Pet,"""venerable""",GUSSIE,Augusta,meaning,female,English
spelling,Variant,"""luck, happiness""",GWENETH,Gwyneth,meaning,female,Welsh
spelling,Variant,"""fair, holy, white""",GWENN,Gwen,meaning,female,Welsh
spelling,Variant,"""luck, happiness""",GWENNETH,Gwyneth,meaning,female,Welsh
spelling,Variant,"""wheat""",GWENYTH,Gwenith,meaning,female,Welsh
form,Anglicized,"""luck, happiness""",GYNETH,Gwyneth,meaning,female,Welsh
form,"Middle English","""strife, war""",GYTHA,Gyða,meaning,female,Anglo-Saxon
spelling,Variant,"""myrtle tree""",HADASSA,Hadassah,meaning,female,English
form,Anglicized,"""myrtle tree""",HADASSAH,Hadaccah,meaning,female,Hebrew
spelling,Variant,"""hay field""",HAILEE,Hayley,meaning,female,English
spelling,Variant,"""hay field""",HAILEY,Hayley,meaning,female,English
spelling,Variant,"""hay field""",HALEIGH,Hayley,meaning,female,English
spelling,Variant,"""hay field""",HALEY,Hayley,meaning,female,English
spelling,Variant,"""hay field""",HALLIE,Hayley,meaning,female,English
form,Greek,"""favor; grace."" In the New Testament bible, this is the name of a prophetess in Jerusalem.Short form of Latin Johanna, meaning ""God is gracious.""Variant spelling of English Hannah, meaning ""favor; grace""",HANNA,Channah,meaning,female,Hebrew
form,Anglicized,"""favor; grace""",HANNAH,Channah,meaning,female,Hebrew
form,Pet,"""favor; grace""",HANNIE,Hannah,meaning,female,English
form,Pet,"""favor; grace""",HANNY,Hannah,meaning,female,English
spelling,Variant,"""concord, harmony""",HARMONIE,Harmony,meaning,female,English
"diminutive form",Feminine,"""little home-ruler""",HARRIET,Harry,meaning,female,English
"diminutive form",Feminine,"""little home-ruler""",HARRIET,Harry,meaning,female,English
spelling,Variant,"""little home-ruler""",HARRIETT,Harriet,meaning,female,English
spelling,Variant,"""little home-ruler""",HARRIETT,Harriet,meaning,female,English
form,Elaborated,"""little home-ruler""",HARRIETTA,Harriet,meaning,female,English
form,Elaborated,"""little home-ruler""",HARRIETTA,Harriet,meaning,female,English
form,Elaborated,"""little home-ruler""",HARRIETTE,Harriet,meaning,female,English
form,Elaborated,"""little home-ruler""",HARRIETTE,Harriet,meaning,female,English
form,Pet,"""little home-ruler""",HATTIE,Harriet,meaning,female,English
spelling,Variant,"""little home-ruler""",HATTY,Hattie,meaning,female,English
"variant form",English,"""noble sort""",HAYDEE,Heidi,meaning,female,Swiss
spelling,Variant,"""hay field""",HAYLEE,Hayley,meaning,female,English
spelling,Variant,"""hay field""",HAYLEIGH,Hayley,meaning,female,English
spelling,Variant,"""hay field""",HAYLIE,Hayley,meaning,female,English
form,Short,"""reddish-brown"" or ""hazel tree""",HAZE,"English Hazel",meaning,female,Old
form,Latin,"""young""",HEBE,Hêbê,meaning,female,Greek
form,Anglicized,"""depraved"" or ""rust""",HELAH,Chel'ah,meaning,female,Hebrew
spelling,Variant,"""torch""",HELAINE,"French Elaine","possibly meaning",female,Old
form,Dutch,"""torch""",HELEEN,"Helénē, probably",meaning,female,Greek
form,English,"""torch""",HELEN,"Hélène, probably",meaning,female,French
form,Latin,"""torch""",HELENA,"Helénē, probably",meaning,female,Greek
spelling,Variant,"""torch""",HELLEN,"Helen, probably",meaning,female,English
form,Latin,"""little home-ruler""",HENRIETTA,Henriette,meaning,female,French
form,Anglicized,"""she is my desire""",HEPHZI-BAH,Chephtsiy-bahh,meaning,female,Hebrew
form,Variant,"""she is my desire""",HEPHZIBAH,Hephzi-bah,meaning,female,English
form,Pet,"""she is my desire""",HEPSIE,Hephzibah,meaning,female,English
form,"Medieval Latin","""star""",HESTER,Esther,meaning,female,Persian
"unisex form",English,"""joyful; happy""",HILARY,"Hilarius and Hilaria",meaning,female,Latin
spelling,Variant,"""joyful; happy""",HILLARY,"unisex Hilary",meaning,female,English
spelling,Variant,"""holly""",HOLLIE,Holly,meaning,female,English
form,"American English","""honor, valor""",HONOR,Honora,meaning,female,Latin
form,"British English","""honor, valor""",HONOUR,Honora,meaning,female,Latin
form,French,"""garden""",HORTENSE,Hortensia,meaning,female,Latin
form,Anglicized,"""deliver us""",HOSANNA,"Hōsanna",meaning,female,Greek
spelling,Variant,"""deliver us""",HOSANNAH,Hosanna,meaning,female,English
form,Anglicized,"""mole"" or ""weasel""",HULDAH,Chuldah,meaning,female,Hebrew
form,English,"""hyacinth flower""",HYACINTH,Hyacintha,meaning,female,Latin
"variant spelling",English,"""battle""",HYLDA,Hilda,meaning,female,German
"pet form",French,"""work""",IDELLE,"Germanic Ida",meaning,female,Norman
form,Anglicized,"""again to love""",IDONY,Idonea,meaning,female,Latin
"variant spelling",English,"""alive""",IESHA,Aisha,meaning,female,Arabic
spelling,Variant,"""beauty, radiance""",ILEAN,Eileen,meaning,female,English
spelling,Variant,"""beauty, radiance""",ILEEN,Eileen,meaning,female,English
spelling,Variant,"""beauty, radiance""",ILENE,Eileen,meaning,female,English
spelling,Variant,"""girl, maiden""",IMOGENE,Imogen,meaning,female,English
form,Pet,"""land of the Indians""",INDY,"unisex Indiana",meaning,female,English
"unisex form",Anglicized,"""excellent valor""",INNES,"Gaelic Aonghas",meaning,female,Scottish
form,Latin,"""peace""",IRENE,Eirênê,meaning,female,Greek
form,Short,"""entire, whole""",IRMA,"German names beginning with Irm-",meaning,female,longer
form,French,"""God is my oath""",ISABELLE,Isabella,meaning,female,Latin
spelling,Variant,"""gift of Isis""",ISADORA,Isidora,meaning,female,Latin
form,Anglicized,"""one who beholds"" or ""one who looks out."" In the bible, this is the name of the sister of Lot.Contracted form of English Isaaca, meaning ""he will laugh""",ISCAH,Yickah,meaning,female,Hebrew
form,Feminine,"""gift of Isis.""Feminine form of Latin Isidorus, meaning ""gift of Isis.""Feminine form of Russian Isidor, meaning ""gift of Isis""",ISIDORA,Isidoros,meaning,female,Greek
form,Anglicized,"""dream; vision""",ISLEEN,"Gaelic Aisling",meaning,female,Irish
form,English,"""ice battle""",ISOLDE,"Iseult, derived from Germanic Ishild",meaning,female,French
spelling,Variant,"""God is my oath""",ISSY,Izzy,meaning,female,English
spelling,Variant,"""overthrow, overturn""",IVA,Ivah,meaning,female,English
spelling,Variant,"""overthrow, overturn""",IVVAH,Ivah,meaning,female,English
spelling,Variant,"""God is my oath""",IZZIE,Izzy,meaning,female,English
form,Pet,"""God is my oath""",IZZY,Elizabeth,meaning,female,English
"variant form",English,"""hyacinth flower""",JACINDA,Jacintha,meaning,female,Latin
form,English,"""hyacinth flower""",JACINTH,Jacinthe,meaning,female,French
form,English,"""supplanter""",JACKALINE,Jacqueline,meaning,female,French
spelling,Variant,"""supplanter""",JACKALYN,Jacquelyn,meaning,female,English
form,Pet,"""supplanter""",JACKI,Jackalyn,meaning,female,English
form,Pet,"""supplanter""",JACKIE,Jackalyn,meaning,female,English
form,Contracted,"""supplanter""",JACKLYN,Jackalyn,meaning,female,English
spelling,Variant,"""supplanter""",JACLYN,Jacklyn,meaning,female,English
form,Feminine,"""supplanter""",JACOBINA,Jacob,meaning,female,English
form,Feminine,"""supplanter""",JACQUELINE,Jacques,meaning,female,French
form,English,"""supplanter""",JACQUELYN,Jacqueline,meaning,female,French
form,Elaborated,"""jade""",JADEN,"unisex Jade",meaning,female,English
spelling,Variant,"""jade""",JADYN,"unisex Jaden",meaning,female,English
form,Anglicized,"""chamois,"" ""ibex,"" or ""mountain goat""",JAEL,Yael,meaning,female,Hebrew
"feminine form",Elaborated,"""jade""",JAIDA,"unisex Jade",meaning,female,English
spelling,Variant,"""jade""",JAIDEN,"unisex Jaden",meaning,female,English
spelling,Variant,"""supplanter""",JAIME,Jamie,meaning,female,English
spelling,Variant,"""supplanter""",JAIMEE,Jamie,meaning,female,English
spelling,Variant,"""supplanter""",JAIMIE,Jamie,meaning,female,English
form,Pet,"""supplanter""",JAKI,Jackalyn,meaning,female,English
form,Pet,"""supplanter""",JAKKI,Jackalyn,meaning,female,English
"feminine form",Scottish,"""supplanter""",JAMESINA,James,meaning,female,English
spelling,Variant,"""supplanter""",JAMI,Jamie,meaning,female,English
form,Feminine,"""supplanter""",JAMIE,James,meaning,female,English
"short form",English,"""God is gracious""",JAN,"beginning with Jan-, most of which are feminine forms of John",meaning,female,names
"elaborated form",Modern,"""God is gracious""",JANCIS,Jan,meaning,female,English
form,English,"""God is gracious""",JANE,Jehanne,meaning,female,French
spelling,Variant,"""God is gracious""",JANEL,Janelle,meaning,female,English
spelling,Variant,"""God is gracious""",JANELE,Janelle,meaning,female,English
form,Pet,"""God is gracious""",JANELLA,Jane,meaning,female,English
form,Pet,"""God is gracious""",JANELLE,Jane,meaning,female,English
spelling,Variant,"""God is gracious""",JANENE,Janine,meaning,female,English
form,Elaborated,"""God is gracious""",JANESSA,Jane,meaning,female,English
form,Anglicized,"""God is gracious""",JANET,Jennet,meaning,female,Scottish
form,Elaborated,"""God is gracious""",JANETTA,Janet,meaning,female,English
form,Elaborated,"""God is gracious""",JANETTE,Janet,meaning,female,English
spelling,Variant,"""God is gracious""",JANEY,Janie,meaning,female,English
form,Elaborated,"""God is gracious""",JANICE,Jane,meaning,female,English
form,Pet,"""God is gracious""",JANIE,Jane,meaning,female,English
form,English,"""God is gracious""",JANINE,Jeannine,meaning,female,French
spelling,Variant,"""God is gracious""",JANIS,Janice,meaning,female,English
form,Elaborated,"""God is gracious""",JANNA,Jan,meaning,female,English
spelling,Variant,"""God is gracious""",JANNAH,Janna,meaning,female,English
spelling,Variant,"""God is gracious""",JANNETTE,Janette,meaning,female,English
spelling,Variant,"""God is gracious""",JANNINE,Janine,meaning,female,English
"variant spelling",English,"""supplanter""",JAQUALINA,Jacquelina,meaning,female,Latin
spelling,Variant,"""supplanter""",JAQUALINE,Jacquelyn,meaning,female,English
spelling,Variant,"""supplanter""",JAQUELINE,Jacquelyn,meaning,female,English
spelling,Variant,"""supplanter""",JAQUELYN,Jacquelyn,meaning,female,English
form,Anglicized,"""to shout and sing""",JARONA,Yarona,meaning,female,Hebrew
spelling,Variant,"""jasmine flower""",JASMINE,Jasmin,meaning,female,English
spelling,Variant,"""jasmine flower""",JASMYN,Jasmin,meaning,female,English
"feminine form",Elaborated,"""jade""",JAYDA,"unisex Jade",meaning,female,English
"feminine form",Elaborated,"""jade""",JAYDE,"unisex Jade",meaning,female,English
spelling,Variant,"""jade""",JAYDEN,"unisex Jaden",meaning,female,English
spelling,Variant,"""jade""",JAYDON,"unisex Jaden",meaning,female,English
form,Variant,"""supplanter""",JAYMA,Jamie,meaning,female,English
spelling,Variant,"""supplanter""",JAYME,Jamie,meaning,female,English
form,Pet,"""God is gracious""",JAYNA,Jane,meaning,female,English
spelling,Variant,"""God is gracious""",JAYNE,Jane,meaning,female,English
spelling,Variant,"""God is gracious""",JAYNIE,Janie,meaning,female,English
spelling,Variant,"""jasmine flower""",JAZMIN,Jasmin,meaning,female,English
spelling,Variant,"""jasmine flower""",JAZMINE,Jasmin,meaning,female,English
form,Scottish,"""God is gracious""",JEAN,Jeanne,meaning,female,French
spelling,Variant,"""well born""",JEANA,Gena,meaning,female,English
form,English,"""God is gracious""",JEANETTA,Jeanette,meaning,female,French
form,Pet,"""God is gracious""",JEANETTE,Jeanne,meaning,female,French
form,Pet,"""God is gracious""",JEANIE,Jean,meaning,female,Scottish
"variant spelling",English,"""God is gracious""",JEANINE,Jeannine,meaning,female,French
"elaborated form",English,"""God is gracious""",JEANNA,Jean,meaning,female,Scottish
spelling,Variant,"""God is gracious""",JEANNETTE,Jeanette,meaning,female,French
spelling,Variant,"""God is gracious""",JEANNIE,Jeanie,meaning,female,Scottish
form,Pet,"""God is gracious""",JEANNINE,Jeanne,meaning,female,French
spelling,Variant,"""friend"" or ""beloved""",JEDIDA,Jedidah,meaning,female,English
form,Anglicized,"""friend"" or ""beloved""",JEDIDAH,Yediydah,meaning,female,Hebrew
form,Anglicized,"""dove""",JEMIMA,Yemiymah,meaning,female,Hebrew
spelling,Variant,"""precious stone""",JEMMA,Gemma,meaning,female,Italian
form,Short,"""white and smooth""",JEN,Jennifer,meaning,female,English
spelling,Variant,"""well born""",JENA,Gena,meaning,female,English
form,Pet,"""white and smooth""",JENAE,Jennifer,meaning,female,English
form,Elaborated,"""white and smooth""",JENELLE,Jen,meaning,female,English
form,Elaborated,"""white and smooth""",JENESSA,Jen,meaning,female,English
spelling,Variant,"""white and smooth""",JENI,Jenny,meaning,female,English
spelling,Variant,"""white and smooth""",JENIFER,Jennifer,meaning,female,English
spelling,Variant,"""white and smooth""",JENN,Jen,meaning,female,English
form,Pet,"""white and smooth""",JENNA,Jennifer,meaning,female,English
spelling,Variant,"""white and smooth""",JENNI,Jenny,meaning,female,English
form,Elaborated,"""white and smooth""",JENNICA,Jen,meaning,female,English
spelling,Variant,"""white and smooth""",JENNIE,Jenny,meaning,female,English
form,English,"""white and smooth""",JENNIFER,Guinevere,meaning,female,French
form,Pet,"""white and smooth""",JENNY,Jennifer,meaning,female,English
spelling,Variant,"""spear ruler""",JERI,Jerri,meaning,female,English
spelling,Variant,"""spear ruler""",JERRI,Jerry,meaning,female,English
spelling,Variant,"""spear ruler""",JERRIE,Jerry,meaning,female,English
"variant spelling",Feminine,"""spear ruler""",JERRY,"unisex Gerry",meaning,female,English
form,Anglicized,"""dispossessor"" or ""possessed (by a husband)""",JERUSHA,Yeruwsha,meaning,female,Hebrew
form,Contracted,"""one who beholds"" or ""one who looks out""",JESCA,Jessica,meaning,female,English
form,Short,"""one who beholds"" or ""one who looks out""",JESS,Jessica,meaning,female,English
form,Pet,"""one who beholds"" or ""one who looks out""",JESSA,Jessica,meaning,female,English
form,Elaborated,"""one who beholds"" or ""one who looks out""",JESSALYN,Jessa,meaning,female,English
form,English,"""jasmine flower""",JESSAMYN,Jessamine,meaning,female,Latin
spelling,Variant,"""one who beholds"" or ""one who looks out,"" and also ""gift""",JESSI,Jessie,meaning,female,English
form,Feminine,"""gift."" Pet form of English Jessica, meaning ""one who beholds"" or ""one who looks out.""Pet form of Scottish Jean, meaning ""God is gracious""",JESSIE,Jesse,meaning,female,English
spelling,Variant,"""one who beholds"" or ""one who looks out""",JESSIKA,Jessica,meaning,female,English
spelling,Variant,"""one who beholds"" or ""one who looks out,"" and also ""gift""",JESSYE,Jessie,meaning,female,English
form,Feminine,"""jet (the mineral)""",JETTA,Jett,meaning,female,English
spelling,Variant,"""jewel""",JEWELL,Jewel,meaning,female,English
"short form",English,"""descended from Jupiter (Jove)""",JILL,"Latin Jillian",meaning,female,Roman
form,Pet,"""descended from Jupiter (Jove)""",JILLIE,Jill,meaning,female,English
spelling,Variant,"""descended from Jupiter (Jove)""",JILLY,Jillie,meaning,female,English
spelling,Variant,"""maiden, virgin""",JINNY,Ginny,meaning,female,English
form,Short,"""God is gracious""",JO,Joanne,meaning,female,English
"contracted form","Medieval English","""God is gracious""",JOAN,"French Johanne",meaning,female,Old
form,Elaborated,"""God is gracious""",JOANDRA,Joanne,meaning,female,English
spelling,Variant,"""God is gracious""",JOANN,Joanne,meaning,female,English
form,English,"""God is gracious""",JOANNE,"Johanne (Latin Joanna)",meaning,female,French
form,Feminine,"""Gaut""",JOCELIN,"unisex Jocelyn",meaning,female,English
form,Feminine,"""Gaut""",JOCELINE,"unisex Jocelyn",meaning,female,English
"feminine form","Middle English","""lady""",JOCOSA,"unisex Joyce",meaning,female,English
form,Elaborated,"""Jewess"" or ""praised""",JODENE,Jody,meaning,female,English
spelling,Variant,"""Jewess"" or ""praised""",JODI,Jody,meaning,female,English
spelling,Variant,"""Jewess"" or ""praised""",JODIE,Jody,meaning,female,English
form,Pet,"""Jewess"" or ""praised""",JODY,Judith,meaning,female,English
form,English,"""Jehovah is God"" or ""to whom Jehovah is God""",JOELLE,Joëlle,meaning,female,French
form,Pet,"""God is gracious""",JOETTA,Jo,meaning,female,English
spelling,Variant,"""God is gracious""",JOHNA,Johnna,meaning,female,English
form,Feminine,"""God is gracious""",JOHNNA,John,meaning,female,English
spelling,Variant,"""joy""",JOI,Joy,meaning,female,English
spelling,Variant,"""lady""",JOISSE,Joyce,meaning,female,English
"variant spelling",English,"""pretty""",JOLEEN,Jolene,meaning,female,French
form,Pet,"""God is gracious""",JONELLE,Jonie,meaning,female,English
form,Diminutive,"""God is gracious""",JONETTE,Jonie,meaning,female,English
spelling,Variant,"""God is gracious""",JONI,Jonie,meaning,female,English
form,Feminine,"""God is gracious""",JONIE,John,meaning,female,English
spelling,Variant,"""God is gracious""",JONNA,Johnna,meaning,female,English
spelling,Variant,"""descended from Jupiter (Jove)""",JOOLS,Jules,meaning,female,English
form,Anglicized,"""flowing down""",JORDAN,"Iordanes and Hebrew unisex Yarden",meaning,female,Greek
form,Feminine,"""flowing down""",JORDANA,"unisex Jordan",meaning,female,English
spelling,Variant,"""flowing down""",JORDI,"unisex Jordie",meaning,female,English
form,Pet,"""flowing down""",JORDIE,"unisex Jordan",meaning,female,English
spelling,Variant,"""flowing down""",JORDON,"unisex Jordan",meaning,female,English
spelling,Variant,"""flowing down""",JORDYN,"unisex Jordan",meaning,female,English
form,Short,"""pearl""",JORIE,Marjorie,meaning,female,English
spelling,Modern,"""earth-worker, farmer""",JORJA,Georgia,meaning,female,English
form,Feminine,"""(God) shall add (another son)""",JOSEPHA,Joseph,meaning,female,English
form,English,"""(God) shall add (another son)""",JOSEPHINE,Joséphine,meaning,female,French
form,Pet,"""(God) shall add (another son)""",JOSETTE,Joséphine,meaning,female,French
form,Pet,"""(God) shall add (another son)""",JOSIE,Josephine,meaning,female,English
form,Pet,"""Gaut""",JOSS,"unisex Jocelyn",meaning,female,English
form,Feminine,"""Gaut""",JOSSLYN,"unisex Jocelyn",meaning,female,English
"unisex form",English,"""lord""",JOYCE,"French Josce",meaning,female,Norman
spelling,Variant,"""joy""",JOYE,Joy,meaning,female,English
form,Pet,"""God is gracious""",JUANITA,Juana,meaning,female,Spanish
spelling,Variant,"""Jewess"" or ""praised""",JUDI,Judy,meaning,female,English
spelling,Variant,"""Jewess"" or ""praised""",JUDIE,Judy,meaning,female,English
form,Anglicized,"""Jewess"" or ""praised""",JUDITH,Yehuwdiyth,meaning,female,Hebrew
form,Pet,"""Jewess"" or ""praised""",JUDY,Judith,meaning,female,English
form,Pet,"""descended from Jupiter (Jove)""",JULES,"Latin Julia",meaning,female,Roman
"variant spelling",English,"""descended from Jupiter (Jove)""",JULI,Julie,meaning,female,French
form,Feminine,"""descended from Jupiter (Jove)""",JULIA,"Latin Julius",meaning,female,Roman
form,Feminine,"""descended from Jupiter (Jove)""",JULIANA,"Latin Julianus",meaning,female,Roman
"feminine form",Hungarian,"""descended from Jupiter (Jove).""Polish feminine form of Roman Latin Julianus, meaning ""descended from Jupiter (Jove)""",JULIANNA,"Latin Julianus",meaning,female,Roman
"feminine form",English,"""descended from Jupiter (Jove)""",JULIANNE,"Latin Julianus",meaning,female,Roman
form,French,"""descended from Jupiter (Jove)""",JULIE,"Latin Julia",meaning,female,Roman
form,Pet,"""descended from Jupiter (Jove)""",JULIET,Julie,meaning,female,French
form,Pet,"""descended from Jupiter (Jove)""",JULIETTE,Julie,meaning,female,French
form,Feminine,"""fair, just""",JUSTINA,"Latin Justinus",meaning,female,Roman
form,Feminine,"""fair, just""",JUSTINE,Justin,meaning,female,English
"pet form",Unisex,"""fair, just""",JUSTY,"Justin and Justine, both",meaning,female,English
spelling,Variant,"""she who entangles men""",KACEY,Casey,meaning,female,English
spelling,Variant,"""she who entangles men""",KACIE,Kacey,meaning,female,English
"variant spelling",Feminine,"""flow of rhythm""",KADENCE,"unisex Cadence",meaning,female,English
spelling,Variant,"""slender""",KAELEA,Kayley,meaning,female,English
spelling,Variant,"""slender""",KAELEE,Kayley,meaning,female,English
spelling,Variant,"""pure""",KAETY,Katie,meaning,female,English
spelling,Variant,"""slender""",KAILEE,Kayley,meaning,female,English
spelling,Variant,"""slender""",KAILEY,Kayley,meaning,female,English
spelling,Variant,"""girl""",KAILYN,Kaylyn,meaning,female,English
form,Anglicized,"""pure""",KAITLIN,"Gaelic Caitlín",meaning,female,Irish
spelling,Variant,"""pure""",KAITLYN,Kaitlin,meaning,female,English
spelling,Variant,"""pure""",KAITLYNN,Kaitlin,meaning,female,English
spelling,Variant,"""slender""",KALEIGH,Kayley,meaning,female,English
spelling,Variant,"""slender""",KALEY,Kayley,meaning,female,English
spelling,Variant,"""slender""",KALIE,Kayley,meaning,female,English
spelling,Variant,"""beauty""",KALLA,Calla,meaning,female,English
spelling,Variant,"""girl""",KALYN,Kaylyn,meaning,female,English
"variant spelling",English,"""most beautiful""",KALYSTA,Callista,meaning,female,Latin
"feminine form",English,"""crooked nose""",KAMRYN,"unisex Cameron",meaning,female,Scottish
"variant spelling",English,"""prince of servants""",KANDACE,Kandake,meaning,female,Greek
form,Pet,"""prince of servants""",KANDI,Kandace,meaning,female,English
spelling,Variant,"""beloved"" or ""friend""",KARA,Cara,"meaning either",female,English
spelling,Variant,"""beloved"" or ""friend""",KARAUGH,Kara,"meaning either",female,English
spelling,Variant,"""beloved""",KARENA,Carina,meaning,female,English
spelling,Variant,"""love""",KARENZA,Kerensa,meaning,female,English
spelling,Variant,"""man""",KARI,Carrie,meaning,female,English
spelling,Variant,"""beloved""",KARINA,Carina,meaning,female,English
spelling,Variant,"""grace""",KARISSA,Charissa,meaning,female,English
form,Feminine,"""man""",KARLA,Karl,meaning,female,German
spelling,Variant,"""man""",KARLEE,Carlie,meaning,female,English
form,Pet,"""man""",KARLENE,Karla,meaning,female,German
spelling,Variant,"""man""",KARLY,Carly,meaning,female,English
"variant form",English,"""man""",KAROLYN,Caroline,meaning,female,French
"variant spelling",English,"""pure""",KARON,Karen,meaning,female,Danish
spelling,Variant,"""man""",KARRIE,Carrie,meaning,female,English
"variant spelling",English,"""pure""",KARYN,Karen,meaning,female,Danish
"variant spelling",English,"""she who entangles men""",KASANDRA,Cassandra,meaning,female,Latin
spelling,Variant,"""vigilant, wakeful""",KASEY,"unisex Casey",meaning,female,English
"variant spelling",English,"""cassia""",KASSIA,Cassia,meaning,female,Latin
spelling,Variant,"""curly(-headed)""",KASSIDY,"unisex Cassidy",meaning,female,English
form,Pet,"""cassia""",KASSY,Kassia,meaning,female,English
form,Pet,"""pure""",KAT,Katherine,meaning,female,English
form,Pet,"""pure""",KATE,Katherine,meaning,female,English
spelling,Variant,"""pure""",KATEE,Katie,meaning,female,English
spelling,Variant,"""pure""",KATELIN,Kaitlin,meaning,female,English
spelling,Variant,"""pure""",KATELYN,Katelin,meaning,female,English
spelling,Variant,"""pure""",KATELYNN,Katelyn,meaning,female,English
spelling,Variant,"""pure""",KATEY,Katie,meaning,female,English
form,Short,"""pure""",KATH,Katherine,meaning,female,English
spelling,Variant,"""pure""",KATHARINE,Katherine,meaning,female,English
spelling,Variant,"""pure""",KATHARYN,Katherine,meaning,female,English
form,English,"""pure""",KATHERINE,Katherina,meaning,female,Latin
spelling,Variant,"""pure""",KATHERYN,Katherine,meaning,female,English
spelling,Variant,"""pure""",KATHERYNE,Katherine,meaning,female,English
spelling,Variant,"""pure""",KATHI,Kathy,meaning,female,English
spelling,Variant,"""pure""",KATHIE,Kathy,meaning,female,English
form,Anglicized,"""pure""",KATHLEEN,"Gaelic Caitlín",meaning,female,Irish
spelling,Variant,"""pure""",KATHLYN,Kathleen,meaning,female,English
spelling,Variant,"""pure""",KATHRYN,Katherine,meaning,female,English
form,Pet,"""pure""",KATHY,Katherine,meaning,female,English
form,Pet,"""pure""",KATIE,Katherine,meaning,female,English
spelling,Variant,"""pure""",KATLYN,Kaitlin,meaning,female,English
spelling,Variant,"""pure""",KATRINA,Catrina,meaning,female,English
form,Anglicized,"""pure""",KATRIONA,"Gaelic Catríona and Scottish Gaelic Catrìona, both",meaning,female,Irish
spelling,Variant,"""pure""",KATRYNA,Katrina,meaning,female,English
spelling,Variant,"""pure""",KATY,Katie,meaning,female,English
form,Variant,"""slender""",KAYLA,Kayley,meaning,female,English
spelling,Variant,"""slender""",KAYLEAH,Kayley,meaning,female,English
spelling,Variant,"""slender""",KAYLEE,Kayley,meaning,female,English
