"id","name","derivation","form","kind","meaning","rating","original","sex","source"
"752","Cass","English short form of Latin Cassandra, meaning "she who entangles men"","short form","English",""she who entangles men"","Cassandra","meaning","female","Latin"
"753","Cassandra","Latin form of Greek Kassandra, meaning "she who entangles men"","form","Latin",""she who entangles men"","Kassandra","meaning","female","Greek"
"754","Cassia","Latin form of Hebrew Qetsiyah, meaning "cassia"","form","Latin",""cassia"","Qetsiyah","meaning","female","Hebrew"
"755","Cassiah","Variant spelling of Latin Cassia, meaning "cassia"","spelling","Variant",""cassia"","Cassia","meaning","female","Latin"
"756","Cassie","Pet form of English Cass, meaning "she who entangles men"","form","Pet",""she who entangles men"","Cass","meaning","female","English"
"757","Cate","Variant spelling of English Kate, meaning "pure"","spelling","Variant",""pure"","Kate","meaning","female","English"
"758","Cateline","Variant form of Old French Caterine, meaning "pure"","form","Variant",""pure"","French Caterine","meaning","female","Old"
"759","Cath","English short form of French Catherine, meaning "pure"","short form","English",""pure"","Catherine","meaning","female","French"
"760","Catharine","Variant spelling of French Catherine, meaning "pure"","spelling","Variant",""pure"","Catherine","meaning","female","French"
"761","Cathleen","Anglicized form of Irish Gaelic CaitlÃ­n, meaning "pure"","form","Anglicized",""pure"","Gaelic CaitlÃ­n","meaning","female","Irish"
"762","Cathryn","English variant spelling of French Catharine, meaning "pure"","variant spelling","English",""pure"","Catharine","meaning","female","French"
"763","Cathy","English pet form of French Catharine, meaning "pure"","pet form","English",""pure"","Catharine","meaning","female","French"
"764","Catrina","Contracted form of English Catriona, meaning "pure"","form","Contracted",""pure"","Catriona","meaning","female","English"
"765","Catriona","Anglicized form of Irish Gaelic CatrÃ­ona and Scottish Gaelic CatrÃ¬ona, both, meaning "pure"","form","Anglicized",""pure"","Gaelic CatrÃ­ona and Scottish Gaelic CatrÃ¬ona, both","meaning","female","Irish"
"766","Cayley","Variant spelling of English Kayley, meaning "slender"","spelling","Variant",""slender"","Kayley","meaning","female","English"
"767","Caylin","Variant spelling of English Kaylin, meaning "girl"","spelling","Variant",""girl"","Kaylin","meaning","female","English"
"768","Ceara","Anglicized form of Irish Gaelic Ciara, meaning "little black one"","form","Anglicized",""little black one"","Gaelic Ciara","meaning","female","Irish"
"769","Cearra","Variant spelling of English Ceara, meaning "little black one"","spelling","Variant",""little black one"","Ceara","meaning","female","English"
"770","Cecelia","Variant spelling of English Cecilia, meaning "blind"","spelling","Variant",""blind"","Cecilia","meaning","female","English"
"771","Cecil","Anglicized form of Welsh Seissylt, meaning "sixth." English name derived from Latin CÃ¦cilius, meaning "","form","Anglicized",""sixth." English name derived from Latin CÃ¦cilius, meaning "","Seissylt","meaning","male","Welsh"
"772","Cecilia","English form of Latin CÃ¦cilia, meaning "blind"","form","English",""blind"","CÃ¦cilia","meaning","female","Latin"
"773","Cecily","Medieval form of English Cecilia, meaning "blind"","form","Medieval",""blind"","Cecilia","meaning","female","English"
"774","Celeste","English form of French CÃ©leste, meaning "heavenly"","form","English",""heavenly"","CÃ©leste","meaning","female","French"
"775","Celestine","English form of French CÃ©lestine, meaning "heavenly"","form","English",""heavenly"","CÃ©lestine","meaning","female","French"
"776","Celia","Contracted form of English English Cecilia, meaning "blind"","form","Contracted",""blind"","English Cecilia","meaning","female","English"
"777","Cenric","Middle English form of Anglo-Saxon Ceneric, meaning "keen power"","form","Middle English",""keen power"","Ceneric","meaning","male","Anglo-Saxon"
"778","Chad","Modern English form of Anglo-Saxon Ceadda, possibly meaning "battle"","form","Modern English",""battle"","Ceadda","possibly meaning","male","Anglo-Saxon"
"779","Chanelle","Variant spelling of English Chanel, meaning "pipe"","spelling","Variant",""pipe"","Chanel","meaning","female","English"
"780","Chantale","English variant spelling of French Chantal, meaning "stony place"","variant spelling","English",""stony place"","Chantal","meaning","female","French"
"781","Chantel","English variant spelling of French Chantal, meaning "stony place"","variant spelling","English",""stony place"","Chantal","meaning","female","French"
"782","Chantelle","Elaborated form of English Chantel, meaning "stony place"","form","Elaborated",""stony place"","Chantel","meaning","female","English"
"783","Charis","Latin form of Greek Kharis, meaning "charm, grace, kindness"","form","Latin",""charm, grace, kindness"","Kharis","meaning","female","Greek"
"784","Charissa","English elaborated form of Latin Charis, meaning "grace"","elaborated form","English",""grace"","Charis","meaning","female","Latin"
"785","Charita","Variant form of English Charity, meaning "dear"","form","Variant",""dear"","Charity","meaning","female","English"
"786","Charla","Pet form of English Charlene, meaning "man"","form","Pet",""man"","Charlene","meaning","female","English"
"787","Charleen","Variant spelling of English Charlene, meaning "man"","spelling","Variant",""man"","Charlene","meaning","female","English"
"788","Charlene","English form of French Charline, meaning "man"","form","English",""man"","Charline","meaning","female","French"
"789","Charles","English and French form of German Karl, meaning "man"","form","English and French",""man"","Karl","meaning","male","German"
"791","Charley","Variant spelling of English unisex Charlie, meaning "man"","spelling","Variant",""man"","unisex Charlie","meaning","male","English"
"790","Charley","Variant spelling of English unisex Charlie, meaning "man"","spelling","Variant",""man"","unisex Charlie","meaning","female","English"
"793","Charlie","Unisex pet form of English Charles and Charlene, meaning "man"","pet form","Unisex",""man"","Charles and Charlene","meaning","male","English"
"792","Charlie","Unisex pet form of English Charles and Charlene, meaning "man"","pet form","Unisex",""man"","Charles and Charlene","meaning","female","English"
"794","Charlotte","Feminine form of French Charlot, meaning "man"","form","Feminine",""man"","Charlot","meaning","female","French"
"795","Chas","Pet form of English Charles, meaning "man"","form","Pet",""man"","Charles","meaning","male","English"
"796","Chasity","Variant spelling of English Chastity, meaning "purity"","spelling","Variant",""purity"","Chastity","meaning","female","English"
"797","Chastity","English name, meaning "purity"","name","English",""purity"","-","meaning","female","-"
"798","Chauncy","Variant spelling of English Chauncey, meaning "good fortune"","spelling","Variant",""good fortune"","Chauncey","meaning","male","English"
"799","Chaz","Pet form of English Charles, meaning "man"","form","Pet",""man"","Charles","meaning","male","English"
"800","Chelle","English short form of French Michelle, meaning "who is like God?"","short form","English",""who is like God?"","Michelle","meaning","female","French"
"801","Chelsey","Variant spelling of English Chelsea, meaning "landing place" or "landing port"","spelling","Variant",""landing place" or "landing port"","Chelsea","meaning","female","English"
"802","Chelsie","Variant spelling of English Chelsea, meaning "landing place" or "landing port"","spelling","Variant",""landing place" or "landing port"","Chelsea","meaning","female","English"
"803","Chenaniah","Anglicized form of Hebrew Kenanyah, meaning "Jehovah establishes" or "whom Jehovah defends"","form","Anglicized",""Jehovah establishes" or "whom Jehovah defends"","Kenanyah","meaning","male","Hebrew"
"804","Cher","Short form of English Cheryl, probably, meaning "darling beryl"","form","Short",""darling beryl"","Cheryl, probably","meaning","female","English"
"805","Cherette","Pet form of English Cherie, meaning "darling"","form","Pet",""darling"","Cherie","meaning","female","English"
"806","Cheri","Variant spelling of English Cherie, meaning "darling"","spelling","Variant",""darling"","Cherie","meaning","female","English"
"807","Cherice","Variant spelling of English Cherise, meaning "cherry"","spelling","Variant",""cherry"","Cherise","meaning","female","English"
"808","Cherise","English variant spelling of French Cerise, meaning "cherry"","variant spelling","English",""cherry"","Cerise","meaning","female","French"
"809","Chesed","Anglicized form of Hebrew Kesed, meaning "increase"","form","Anglicized",""increase"","Kesed","meaning","male","Hebrew"
"810","Chet","Pet form of English Chester, meaning "soldier's camp"","form","Pet",""soldier's camp"","Chester","meaning","male","English"
"811","Chip","Pet form of English Charles, meaning "man" and Christopher "Christ-bearer"","form","Pet",""man" and Christopher "Christ-bearer"","Charles","meaning","male","English"
"812","Chita","Middle English name, meaning "kitten"","name","Middle English",""kitten"","-","meaning","female","-"
"813","Chloe","Latin form of Greek ChloÄ, meaning "green shoot"","form","Latin",""green shoot"","ChloÄ","meaning","female","Greek"
"814","Chloris","Latin form of Greek Khloris, meaning "green buds"","form","Latin",""green buds"","Khloris","meaning","female","Greek"
"815","Chonsie","Feminine form of English Chauncey, meaning "good fortune"","form","Feminine",""good fortune"","Chauncey","meaning","female","English"
"816","Chrissie","English pet form of French Christine, meaning "believer" or "follower of Christ"","pet form","English",""believer" or "follower of Christ"","Christine","meaning","female","French"
"817","Chrissy","Variant spelling of English Chrissie, meaning "believer" or "follower of Christ"","spelling","Variant",""believer" or "follower of Christ"","Chrissie","meaning","female","English"
"818","Christa","Contracted form of Latin Christina, meaning "believer" or "follower of Christ"","form","Contracted",""believer" or "follower of Christ"","Christina","meaning","female","Latin"
"819","Christabel","Variant spelling of English Christabelle, meaning "believer" or "follower of Christ" and Belle, "beautiful"","spelling","Variant",""believer" or "follower of Christ" and Belle, "beautiful"","Christabelle","meaning","female","English"
"820","Christal","Variant spelling of English Crystal, meaning "crystal, ice"","spelling","Variant",""crystal, ice"","Crystal","meaning","female","English"
"821","Christel","Variant spelling of English Crystal, meaning "crystal, ice"","spelling","Variant",""crystal, ice"","Crystal","meaning","female","English"
"822","Christelle","Pet form of French Christine, meaning "believer" or "follower of Christ"","form","Pet",""believer" or "follower of Christ"","Christine","meaning","female","French"
"823","Christen","English variant spelling of German Kristen, meaning "believer" or "follower of Christ"","variant spelling","English",""believer" or "follower of Christ"","Kristen","meaning","female","German"
"824","Christi","Variant spelling of English Christie, meaning "believer" or "follower of Christ"","spelling","Variant",""believer" or "follower of Christ"","Christie","meaning","female","English"
"825","Christiana","Feminine form of Latin Christianus, meaning "believer" or "follower of Christ"","form","Feminine",""believer" or "follower of Christ"","Christianus","meaning","female","Latin"
"826","Christianne","Feminine form of English Christian, meaning "believer" or "follower of Christ"","form","Feminine",""believer" or "follower of Christ"","Christian","meaning","female","English"
"827","Christie","English pet form of Latin Christina, meaning "believer" or "follower of Christ"","pet form","English",""believer" or "follower of Christ"","Christina","meaning","female","Latin"
"828","Christina","Variant spelling of Latin Christiana, meaning "believer" or "follower of Christ"","spelling","Variant",""believer" or "follower of Christ"","Christiana","meaning","female","Latin"
"829","Christine","French from of Latin Christina, meaning "believer" or "follower of Christ"","from","French",""believer" or "follower of Christ"","Christina","meaning","female","Latin"
"830","Christobel","Variant spelling of English Christabel, meaning "believer" or "follower of Christ" and "beautiful"","spelling","Variant",""believer" or "follower of Christ" and "beautiful"","Christabel","meaning","female","English"
"831","Christopher","English form of Latin Christophorus, meaning "Christ-bearer"","form","English",""Christ-bearer"","Christophorus","meaning","male","Latin"
"832","Christy","Variant spelling of English Christie, meaning "believer" or "follower of Christ"","spelling","Variant",""believer" or "follower of Christ"","Christie","meaning","female","English"
"833","Chrysanta","Latin form of Greek Chrysanthe, meaning "golden flower"","form","Latin",""golden flower"","Chrysanthe","meaning","female","Greek"
"834","Chryssa","English pet form of Latin Chrysanta, meaning "golden flower"","pet form","English",""golden flower"","Chrysanta","meaning","female","Latin"
"835","Chrystal","Variant spelling of English Crystal, meaning "crystal, ice"","spelling","Variant",""crystal, ice"","Crystal","meaning","female","English"
"836","Chuck","Pet form of English Charles, meaning "man"","form","Pet",""man"","Charles","meaning","male","English"
"837","Chuckie","Pet form of English Charles, meaning "man"","form","Pet",""man"","Charles","meaning","male","English"
"838","Cicely","Variant spelling of English Cecily, meaning "blind"","spelling","Variant",""blind"","Cecily","meaning","female","English"
"839","Ciera","Variant spelling of English Sierra, meaning "mountain range"","spelling","Variant",""mountain range"","Sierra","meaning","female","English"
"840","Cierra","Variant spelling of English Sierra, meaning "mountain range"","spelling","Variant",""mountain range"","Sierra","meaning","female","English"
"841","Cilla","Pet form of English Cecilia, meaning "blind"","form","Pet",""blind"","Cecilia","meaning","female","English"
"842","Cimone","English variant spelling of French Simone, meaning "hearkening"","variant spelling","English",""hearkening"","Simone","meaning","female","French"
"843","Cinderella","English form of French Cendrillon, meaning "little ashes"","form","English",""little ashes"","Cendrillon","meaning","female","French"
"844","Cindy","English pet form of Latin Cynthia, meaning "woman from Kynthos"","pet form","English",""woman from Kynthos"","Cynthia","meaning","female","Latin"
"845","Cis","Short form of English Cissy, meaning "blind"","form","Short",""blind"","Cissy","meaning","female","English"
"846","Ciss","Short form of English Cissy, meaning "blind"","form","Short",""blind"","Cissy","meaning","female","English"
"847","Cissy","Pet form of English Cecilia, meaning "blind"","form","Pet",""blind"","Cecilia","meaning","female","English"
"848","Clair","English variant spelling of French Claire, meaning "clear, bright"","variant spelling","English",""clear, bright"","Claire","meaning","female","French"
"849","Claire","French form of Latin Clara, meaning "clear, bright"","form","French",""clear, bright"","Clara","meaning","female","Latin"
"850","Clairene","Pet form of French Claire, meaning "clear, bright"","form","Pet",""clear, bright"","Claire","meaning","female","French"
"851","Clancey","Variant spelling of English Clancy, meaning "red warrior"","spelling","Variant",""red warrior"","Clancy","meaning","male","English"
"852","Clara","Feminine form of Latin Clarus, meaning "clear, bright"","form","Feminine",""clear, bright"","Clarus","meaning","female","Latin"
"853","Clarabelle","Variant spelling of English Clarabella, meaning "bright beauty"","spelling","Variant",""bright beauty"","Clarabella","meaning","female","English"
"854","Claramay","Variant spelling of English Claramae, meaning "bright pearl" or "bright rebel"","spelling","Variant",""bright pearl" or "bright rebel"","Claramae","meaning","female","English"
"856","Clare","Short form of English Clarence, meaning "illustrious"","form","Short",""illustrious"","Clarence","meaning","male","English"
"855","Clare","English form of Latin Clara, meaning "clear, bright"","form","English",""clear, bright"","Clara","meaning","female","Latin"
"857","Claretta","Pet form of Latin Clara, meaning "clear, bright"","form","Pet",""clear, bright"","Clara","meaning","female","Latin"
"858","Clarette","Pet form of English Clare, meaning "clear, bright"","form","Pet",""clear, bright"","Clare","meaning","female","English"
"859","Claribel","Variant spelling of English Clarabelle, meaning "bright and beautiful"","spelling","Variant",""bright and beautiful"","Clarabelle","meaning","female","English"
"860","Clarice","Medieval French form of Latin Clarissa, meaning "fame"","form","Medieval French",""fame"","Clarissa","meaning","female","Latin"
"861","Clarissa","Diminutive form of Latin Clara, meaning "fame"","form","Diminutive",""fame"","Clara","meaning","female","Latin"
"862","Clarke","Variant spelling of English Clark, meaning "clerk, secretary"","spelling","Variant",""clerk, secretary"","Clark","meaning","male","English"
"863","Claud","English form of French Claude, meaning "lame"","form","English",""lame"","Claude","meaning","male","French"
"864","Claudette","Diminutive form of French Claudia, meaning "little lame one"","form","Diminutive",""little lame one"","Claudia","meaning","female","French"
"865","Claudia","Feminine form of French Claude, meaning "lame"","form","Feminine",""lame"","Claude","meaning","female","French"
"866","Claudie","Pet form of French Claudia, meaning "lame"","form","Pet",""lame"","Claudia","meaning","female","French"
"867","Claudine","Diminutive form of French Claudia, meaning "little lame one"","form","Diminutive",""little lame one"","Claudia","meaning","female","French"
"868","Clay","Short form of English Clayton, meaning "clay settlement"","form","Short",""clay settlement"","Clayton","meaning","male","English"
"869","Clem","English short form of Latin Clement, meaning "gentle and merciful"","short form","English",""gentle and merciful"","Clement","meaning","male","Latin"
"870","Clemency","Feminine form of Latin Clement, meaning "gentle and merciful"","form","Feminine",""gentle and merciful"","Clement","meaning","female","Latin"
"871","Clement","Short form of Latin Clementius, meaning "gentle and merciful." meaning "gentle and merciful"","form","Short",""gentle and merciful." meaning "gentle and merciful"","Clementius","meaning","male","Latin"
"872","Clementine","French form of Latin Clementina, meaning "of Clementius"","form","French",""of Clementius"","Clementina","meaning","female","Latin"
"873","Clemmie","Pet form of English Clem, meaning "gentle and merciful"","form","Pet",""gentle and merciful"","Clem","meaning","male","English"
"874","Cleo","Short form of Latin Cleopatra, meaning "glory of the father"","form","Short",""glory of the father"","Cleopatra","meaning","female","Latin"
"875","Cleopatra","Latin form of Greek Kleopatra, meaning "glory of the father"","form","Latin",""glory of the father"","Kleopatra","meaning","female","Greek"
"876","Cleve","Short form of English Cleveland, meaning "sloped land"","form","Short",""sloped land"","Cleveland","meaning","male","English"
"877","Clint","Short form of English Clinton, meaning "settlement near the headland"","form","Short",""settlement near the headland"","Clinton","meaning","male","English"
"878","Codie","Variant spelling of English unisex Cody, meaning "helper"","spelling","Variant",""helper"","unisex Cody","meaning","female","English"
"879","Codie","Variant spelling of English unisex Cody, meaning "helper"","spelling","Variant",""helper"","unisex Cody","meaning","male","English"
"880","Coleen","Variant spelling of English Colleen, meaning "girl"","spelling","Variant",""girl"","Colleen","meaning","female","English"
"881","Coleman","Middle English contracted form of Latin Columbanus, meaning "dove"","contracted form","Middle English",""dove"","Columbanus","meaning","male","Latin"
"882","Colena","Variant spelling of English Colleen, meaning "girl"","spelling","Variant",""girl"","Colleen","meaning","female","English"
"883","Colene","Variant spelling of English Colleen, meaning "girl"","spelling","Variant",""girl"","Colleen","meaning","female","English"
"884","Colette","Short form of French Nicolette, meaning "victor of the people"","form","Short",""victor of the people"","Nicolette","meaning","female","French"
"885","Colin","Anglicized form of Scottish Gaelic Cailean, meaning "whelp; young pup." Diminutive form of English Nicholas, meaning "victor of the people"","form","Anglicized",""whelp; young pup." Diminutive form of English Nicholas, meaning "victor of the people"","Gaelic Cailean","meaning","male","Scottish"
"886","Coline","Variant spelling of English Colleen, meaning "girl"","spelling","Variant",""girl"","Colleen","meaning","female","English"
"887","Colleen","Anglicized form of Irish Gaelic CailÃ­n, meaning "girl"","form","Anglicized",""girl"","Gaelic CailÃ­n","meaning","female","Irish"
"888","Collin","Variant spelling of English Colin, meaning "whelp; young pup"","spelling","Variant",""whelp; young pup"","Colin","meaning","male","English"
"889","Collyn","Variant spelling of English Colleen, meaning "girl"","spelling","Variant",""girl"","Colleen","meaning","female","English"
"890","Colm","Short form of English Malcolm, meaning "devotee of St Columb"","form","Short",""devotee of St Columb"","Malcolm","meaning","male","English"
"891","Colman","English form of Irish ColmÃ¡n, meaning "dove"","form","English",""dove"","ColmÃ¡n","meaning","male","Irish"
"892","Colten","Variant spelling of English Colton, meaning "Cola's settlement"","spelling","Variant",""Cola's settlement"","Colton","meaning","male","English"
"893","Conan","Anglicized form of Irish Gaelic CÃ³nÃ¡n, meaning "little hound"","form","Anglicized",""little hound"","Gaelic CÃ³nÃ¡n","meaning","male","Irish"
"894","Concordia","Latin name, meaning "harmony; peace; with (one) heart"","name","Latin",""harmony; peace; with (one) heart"","-","meaning","female","-"
"895","Conley","Anglicized form of Irish Gaelic ConlÃ¡ed, meaning "purifying fire"","form","Anglicized",""purifying fire"","Gaelic ConlÃ¡ed","meaning","male","Irish"
"896","Connell","Anglicized form of Irish Gaelic Conall, meaning "hound of valor"","form","Anglicized",""hound of valor"","Gaelic Conall","meaning","male","Irish"
"897","Conner","Variant spelling of English Connor, meaning "hound-lover"","spelling","Variant",""hound-lover"","Connor","meaning","male","English"
"898","Connie","Pet form of English/French Constance, meaning "steadfast"","form","Pet",""steadfast"","Constance","meaning","female","English/French"
"899","Connor","Anglicized form of Irish Conchobhar, meaning "hound-lover"","form","Anglicized",""hound-lover"","Conchobhar","meaning","male","Irish"
"900","Conor","Variant spelling of English Connor, meaning "hound-lover"","spelling","Variant",""hound-lover"","Connor","meaning","male","English"
"901","Conrad","Variant spelling of German Konrad, meaning "bold counsel"","spelling","Variant",""bold counsel"","Konrad","meaning","male","German"
"902","Conradine","Feminine form of German Conrad, meaning "bold counsel"","form","Feminine",""bold counsel"","Conrad","meaning","female","German"
"903","Constance","English form of Latin Constantia, meaning "steadfast"","form","English",""steadfast"","Constantia","meaning","female","Latin"
"904","Constantine","Anglicized form of Irish Gaelic Conn, having several possible meanings including, meaning "chief, freeman, head, hound, intelligence, strength"","form","Anglicized",""chief, freeman, head, hound, intelligence, strength"","Gaelic Conn, having several possible meanings including","meaning","male","Irish"
"905","Cora","Latin form of Greek Kore, meaning "maiden"","form","Latin",""maiden"","Kore","meaning","female","Greek"
"906","Coralie","Pet form of English Coral, meaning "coral" or "small pebble"","form","Pet",""coral" or "small pebble"","Coral","meaning","female","English"
"907","Cori","Variant spelling of English Corey, possibly meaning "deep hollow, ravine"","spelling","Variant",""deep hollow, ravine"","Corey","possibly meaning","male","English"
"908","Corie","Variant spelling of English Corey, possibly meaning "deep hollow, ravine"","spelling","Variant",""deep hollow, ravine"","Corey","possibly meaning","male","English"
"909","Cornelia","Feminine form of Roman Latin Cornelius, meaning "of a horn"","form","Feminine",""of a horn"","Latin Cornelius","meaning","female","Roman"
"910","Cornelius","Anglicized form of Irish Gaelic Conn, having several possible meanings including, meaning "chief, freeman, head, hound, intelligence, strength"","form","Anglicized",""chief, freeman, head, hound, intelligence, strength"","Gaelic Conn, having several possible meanings including","meaning","male","Irish"
"911","Corrina","English variant spelling of Latin Corinna, meaning "maiden"","variant spelling","English",""maiden"","Corinna","meaning","female","Latin"
"912","Corrine","English variant spelling of French Corinne, meaning "maiden"","variant spelling","English",""maiden"","Corinne","meaning","female","French"
"913","Cortney","Variant spelling of English unisex Courtney, meaning "short nose"","spelling","Variant",""short nose"","unisex Courtney","meaning","female","English"
"914","Cortney","Variant spelling of English unisex Courtney, meaning "short nose"","spelling","Variant",""short nose"","unisex Courtney","meaning","male","English"
"915","Cory","Variant spelling of English Corey, possibly meaning "deep hollow, ravine"","spelling","Variant",""deep hollow, ravine"","Corey","possibly meaning","male","English"
"916","Corynn","English variant spelling of French Corinne, meaning "maiden"","variant spelling","English",""maiden"","Corinne","meaning","female","French"
"917","Coty","Variant spelling of English Cody, meaning "helper"","spelling","Variant",""helper"","Cody","meaning","male","English"
"918","Cowal","Anglicized form of Irish Gaelic Comhghall, meaning "joint pledge"","form","Anglicized",""joint pledge"","Gaelic Comhghall","meaning","male","Irish"
"919","Crispian","Variant spelling of English Crispin, meaning "curly(-headed)"","spelling","Variant",""curly(-headed)"","Crispin","meaning","male","English"
"920","Cristal","Variant spelling of English Crystal, meaning "crystal, ice"","spelling","Variant",""crystal, ice"","Crystal","meaning","female","English"
"921","Cristen","English variant spelling of Scandinavian Kristin, meaning "believer" or "follower of Christ"","variant spelling","English",""believer" or "follower of Christ"","Kristin","meaning","female","Scandinavian"
"922","Cristina","Variant spelling of Latin Christina, meaning "believer" or "follower of Christ"","spelling","Variant",""believer" or "follower of Christ"","Christina","meaning","female","Latin"
"923","Curt","Short form of English Curtis, meaning "courteous"","form","Short",""courteous"","Curtis","meaning","male","English"
"924","Cush","Anglicized form of Hebrew Kuwsh, meaning "black," i.e. "Ethiopian"","form","Anglicized",""black," i.e. "Ethiopian"","Kuwsh","meaning","male","Hebrew"
"925","Cuthbert","Modern English form of Anglo-Saxon Cuthbeorht, meaning "bright fame"","form","Modern English",""bright fame"","Cuthbeorht","meaning","male","Anglo-Saxon"
"926","Cy","English short form of Latin Cyrus, meaning "like the sun"","short form","English",""like the sun"","Cyrus","meaning","male","Latin"
"927","Cybill","English variant spelling of Greek Sybil, meaning "prophetess"","variant spelling","English",""prophetess"","Sybil","meaning","female","Greek"
"928","Cymbeline","Anglicized form of Celtic Cunobelinus, meaning "hound of Belenus"","form","Anglicized",""hound of Belenus"","Cunobelinus","meaning","male","Celtic"
"929","Cymone","English variant spelling of French Simone, meaning "hearkening"","variant spelling","English",""hearkening"","Simone","meaning","female","French"
"930","Cyndi","Variant spelling of English Cindy, meaning "woman from Kynthos"","spelling","Variant",""woman from Kynthos"","Cindy","meaning","female","English"
"931","Cynthia","Latin form of Greek Kynthia, meaning "woman from Kynthos"","form","Latin",""woman from Kynthos"","Kynthia","meaning","female","Greek"
"932","Cyrilla","Feminine form of English Cyril, meaning "lord"","form","Feminine",""lord"","Cyril","meaning","female","English"
"933","Cyrus","Latin form of Greek Kyros, meaning "like the sun"","form","Latin",""like the sun"","Kyros","meaning","male","Greek"
"934","Dalia","Variant spelling of English Dahlia, meaning "dahlia flower" or "valley flower"","spelling","Variant",""dahlia flower" or "valley flower"","Dahlia","meaning","female","English"
"935","Dalilah","Variant spelling of English Delilah, meaning "delicate, weak"","spelling","Variant",""delicate, weak"","Delilah","meaning","female","English"
"936","Dalinda","Variant spelling of English Delinda, meaning "noble serpent"","spelling","Variant",""noble serpent"","Delinda","meaning","female","English"
"937","Daly","Variant spelling of English Daley, meaning "assembly, gathering"","spelling","Variant",""assembly, gathering"","Daley","meaning","male","English"
"938","Dalya","Variant spelling of English Dahlia, meaning "dahlia flower"","spelling","Variant",""dahlia flower"","Dahlia","meaning","female","English"
"939","Damia","Feminine form of English Damian, meaning "to tame, to subdue" and euphemistically "to kill"","form","Feminine",""to tame, to subdue" and euphemistically "to kill"","Damian","meaning","female","English"
"940","Damiana","Feminine form of English Damian, meaning "to tame, to subdue" and euphemistically "to kill"","form","Feminine",""to tame, to subdue" and euphemistically "to kill"","Damian","meaning","female","English"
"941","Damion","Variant spelling of English Damian, meaning "to tame, to subdue" and euphemistically "to kill"","spelling","Variant",""to tame, to subdue" and euphemistically "to kill"","Damian","meaning","male","English"
"942","Dan","Short form of Hebrew Daniy, meaning "judge"","form","Short",""judge"","Daniy","meaning","male","Hebrew"
"943","Dandrane","English form of Welsh Danbrann, the Arthurian legend name of the sister of Percival, sometimes known as the, meaning "Grail heroine"","form","English",""Grail heroine"","Danbrann, the Arthurian legend name of the sister of Percival, sometimes known as the","meaning","female","Welsh"
"944","Dani","English pet form of French Danielle, meaning "God is my judge"","pet form","English",""God is my judge"","Danielle","meaning","female","French"
"945","Daniel","Anglicized form of Greek DaniÄl (Hebrew Daniyel), meaning "God is my judge." In the bible, this is the name of the hero of the Book of Daniel, who was cast into a den of lions but saved by God. Anglicized form of Scottish Gaelic Domhnall, meaning "world ruler"","form","Anglicized",""God is my judge." In the bible, this is the name of the hero of the Book of Daniel, who was cast into a den of lions but saved by God. Anglicized form of Scottish Gaelic Domhnall, meaning "world ruler"","DaniÄl (Hebrew Daniyel)","meaning","male","Greek"
"946","Danielle","French feminine form of Hebrew Daniyel, meaning "God is my judge"","feminine form","French",""God is my judge"","Daniyel","meaning","female","Hebrew"
"948","Danni","Variant spelling of English Danny, meaning "God is my judge"","spelling","Variant",""God is my judge"","Danny","meaning","male","English"
"947","Danni","English pet form of French Danielle, meaning "God is my judge"","pet form","English",""God is my judge"","Danielle","meaning","female","French"
"949","Dannie","Variant spelling of English Danny, meaning "God is my judge"","spelling","Variant",""God is my judge"","Danny","meaning","male","English"
"950","Danny","Pet form of English Daniel, meaning "God is my judge"","form","Pet",""God is my judge"","Daniel","meaning","male","English"
"951","Daphne","Greek name, meaning "laurel"","name","Greek",""laurel"","-","meaning","female","-"
"952","Dara","Middle English name, meaning "brave, daring"","name","Middle English",""brave, daring"","-","meaning","female","-"
"953","Darcey","Feminine form of English unisex Darcy, meaning "from Arcy"","form","Feminine",""from Arcy"","unisex Darcy","meaning","female","English"
"954","Darcie","Variant spelling of English unisex Darcy, meaning "from Arcy"","spelling","Variant",""from Arcy"","unisex Darcy","meaning","female","English"
"955","Darcie","Variant spelling of English unisex Darcy, meaning "from Arcy"","spelling","Variant",""from Arcy"","unisex Darcy","meaning","male","English"
"956","Darell","Variant spelling of English Darrell, meaning "from Airelle"","spelling","Variant",""from Airelle"","Darrell","meaning","male","English"
"957","Darien","Variant spelling of English unisex Darian, meaning "possesses a lot, wealthy"","spelling","Variant",""possesses a lot, wealthy"","unisex Darian","meaning","female","English"
"958","Darien","Variant spelling of English unisex Darian, meaning "possesses a lot, wealthy"","spelling","Variant",""possesses a lot, wealthy"","unisex Darian","meaning","male","English"
"959","Darin","Variant spelling of English Daren, meaning "from Araines"","spelling","Variant",""from Araines"","Daren","meaning","male","English"
"961","Darina","Anglicized form of Irish Gaelic DÃ¡irÃ­ne, meaning "fertile, fruitful"","form","Anglicized",""fertile, fruitful"","Gaelic DÃ¡irÃ­ne","meaning","female","Irish"
"960","Darina","Anglicized form of Irish Gaelic DÃ¡irÃ­ne, meaning "fertile, fruitful"","form","Anglicized",""fertile, fruitful"","Gaelic DÃ¡irÃ­ne","meaning","female","Irish"
"962","Darla","Middle English name, meaning "dear, darling"","name","Middle English",""dear, darling"","-","meaning","female","-"
"963","Darleen","Variant spelling of English Darlene, meaning "darling"","spelling","Variant",""darling"","Darlene","meaning","female","English"
