dayhour,state,somehead,key,value
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,122870
2011-05-19d 00h,中国,test,cnt,13560
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,135600
2011-05-19d 00h,中国,test,cnt,12725
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,127250
2011-05-19d 00h,中国,test,cnt,16320
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,163200
2011-05-19d 00h,中国,test,cnt,18633
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,186330
2011-05-19d 00h,中国,test,cnt,18289
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,182890
2011-05-19d 00h,中国,test,cnt,22061
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,220610
2011-05-19d 00h,中国,test,cnt,19420
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,194200
2011-05-19d 00h,中国,test,cnt,24768
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,247680
2011-05-19d 00h,中国,test,cnt,24886
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,248860
2011-05-19d 00h,中国,test,cnt,25848
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,258480
2011-05-19d 00h,中国,test,cnt,26908
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,269080
2011-05-19d 00h,中国,test,cnt,28321
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,283210
2011-05-19d 00h,中国,test,cnt,29519
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,295190
2011-05-19d 00h,中国,test,cnt,30003
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,300030
2011-05-19d 00h,中国,test,cnt,23901
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,239010
2011-05-19d 00h,中国,test,cnt,20824
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,208240
2011-05-19d 00h,中国,test,cnt,19871
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,198710
2011-05-19d 00h,中国,test,cnt,18675
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,186750
2011-05-19d 00h,中国,test,cnt,13874
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,138740
2011-05-19d 00h,中国,test,cnt,4278
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,42780
2011-05-19d 00h,中国,test,cnt,7038
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,70380
2011-05-19d 00h,中国,test,cnt,15057
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,150570
2011-05-19d 00h,中国,test,cnt,20175
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,201750
2011-05-19d 00h,中国,test,cnt,22244
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,222440
2011-05-19d 00h,中国,test,cnt,30000
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,300000
2011-05-19d 00h,中国,test,cnt,29723
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,297230
2011-05-19d 00h,中国,test,cnt,28042
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,280420
2011-05-19d 00h,中国,test,cnt,26574
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,265740
2011-05-19d 00h,中国,test,cnt,25289
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,252890
2011-05-19d 00h,中国,test,cnt,24248
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,242480
2011-05-19d 00h,中国,test,cnt,18498
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,184980
2011-05-19d 00h,中国,test,cnt,15228
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,152280
2011-05-19d 00h,中国,test,cnt,12894
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,128940
2011-05-19d 00h,中国,test,cnt,10227
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,102270
2011-05-19d 00h,中国,test,cnt,5714
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,57140
2011-05-19d 00h,中国,test,cnt,5432
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,54320
2011-05-19d 00h,中国,test,cnt,3761
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,37610
2011-05-19d 00h,中国,test,cnt,3695
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,36950
2011-05-19d 00h,中国,test,cnt,3908
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,39080
2011-05-19d 00h,中国,test,cnt,4866
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,48660
2011-05-19d 00h,中国,test,cnt,5011
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,50110
2011-05-19d 00h,中国,test,cnt,12846
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,128460
2011-05-19d 00h,中国,test,cnt,21690
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,216900
2011-05-19d 00h,中国,test,cnt,17151
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,171510
2011-05-19d 00h,中国,test,cnt,22831
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,228310
2011-05-19d 00h,中国,test,cnt,24292
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,242920
2011-05-19d 00h,中国,test,cnt,24985
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,249850
2011-05-19d 00h,中国,test,cnt,25063
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,250630
2011-05-19d 00h,中国,test,cnt,29572
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,295720
2011-05-19d 00h,中国,test,cnt,16720
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,167200
2011-05-19d 00h,中国,test,cnt,14729
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,147290
2011-05-19d 00h,中国,test,cnt,9598
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,95980
2011-05-19d 00h,中国,test,cnt,5403
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,54030
2011-05-19d 00h,中国,test,cnt,730
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,7300
2011-05-19d 00h,中国,test,cnt,4398
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,43980
2011-05-19d 00h,中国,test,cnt,6723
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,67230
2011-05-19d 00h,中国,test,cnt,10139
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,101390
2011-05-19d 00h,中国,test,cnt,16811
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,168110
2011-05-19d 00h,中国,test,cnt,11953
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,119530
2011-05-19d 00h,中国,test,cnt,30000
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,300000
2011-05-19d 00h,中国,test,cnt,29532
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,295320
2011-05-19d 00h,中国,test,cnt,28013
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,280130
2011-05-19d 00h,中国,test,cnt,25458
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,254580
2011-05-19d 00h,中国,test,cnt,24715
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,247150
2011-05-19d 00h,中国,test,cnt,22894
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,228940
2011-05-19d 00h,中国,test,cnt,18638
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,186380
2011-05-19d 00h,中国,test,cnt,11919
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,119190
2011-05-19d 00h,中国,test,cnt,6181
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,61810
2011-05-19d 00h,中国,test,cnt,1437
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,14370
2011-05-19d 00h,中国,test,cnt,54
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,540
2011-05-19d 00h,中国,test,cnt,540
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,5400
2011-05-19d 00h,中国,test,cnt,4101
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,41010
2011-05-19d 00h,中国,test,cnt,6721
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,67210
2011-05-19d 00h,中国,test,cnt,6822
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,68220
2011-05-19d 00h,中国,test,cnt,9171
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,91710
2011-05-19d 00h,中国,test,cnt,20475
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,204750
2011-05-19d 00h,中国,test,cnt,25760
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,257600
2011-05-19d 00h,中国,test,cnt,24772
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,247720
2011-05-19d 00h,中国,test,cnt,27508
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,275080
2011-05-19d 00h,中国,test,cnt,28179
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,281790
2011-05-19d 00h,中国,test,cnt,16868
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,168680
2011-05-19d 00h,中国,test,cnt,15588
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,155880
2011-05-19d 00h,中国,test,cnt,15010
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,150100
2011-05-19d 00h,中国,test,cnt,13246
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,132460
2011-05-19d 00h,中国,test,cnt,10231
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,102310
2011-05-19d 00h,中国,test,cnt,7737
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,77370
2011-05-19d 00h,中国,test,cnt,7369
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,73690
2011-05-19d 00h,中国,test,cnt,4853
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,48530
2011-05-19d 00h,中国,test,cnt,4245
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,42450
2011-05-19d 00h,中国,test,cnt,4112
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,41120
2011-05-19d 00h,中国,test,cnt,1630
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,16300
2011-05-19d 00h,中国,test,cnt,1596
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,15960
2011-05-19d 00h,中国,test,cnt,4166
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,41660
2011-05-19d 00h,中国,test,cnt,15673
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,156730
2011-05-19d 00h,中国,test,cnt,76
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,760
2011-05-19d 00h,中国,test,cnt,7
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,70
2011-05-19d 00h,中国,test,cnt,13
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,130
2011-05-19d 00h,中国,test,cnt,7
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,70
2011-05-19d 00h,中国,test,cnt,15
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,150
2011-05-19d 00h,中国,test,cnt,6
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,60
2011-05-19d 00h,中国,test,cnt,9
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,90
2011-05-19d 00h,中国,test,cnt,10
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,100
2011-05-19d 00h,中国,test,cnt,6
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,60
2011-05-19d 00h,中国,test,cnt,5
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,50
2011-05-19d 00h,中国,test,cnt,11
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,110
2011-05-19d 00h,中国,test,cnt,13
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,130
2011-05-19d 00h,中国,test,cnt,4
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,40
2011-05-19d 00h,中国,test,cnt,8
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,80
2011-05-19d 00h,中国,test,cnt,7
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,70
2011-05-19d 00h,中国,test,cnt,10
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,100
2011-05-19d 00h,中国,test,cnt,12
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,120
2011-05-19d 00h,中国,test,cnt,11
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,110
2011-05-19d 00h,中国,test,cnt,9
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,90
2011-05-19d 00h,中国,test,cnt,7
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,70
2011-05-19d 00h,中国,test,cnt,30018
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,300180
2011-05-19d 00h,中国,test,cnt,29699
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,296990
2011-05-19d 00h,中国,test,cnt,28806
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,288060
2011-05-19d 00h,中国,test,cnt,27459
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,274590
2011-05-19d 00h,中国,test,cnt,26436
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,264360
2011-05-19d 00h,中国,test,cnt,26560
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,265600
2011-05-19d 00h,中国,test,cnt,26391
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,263910
2011-05-19d 00h,中国,test,cnt,27294
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,272940
2011-05-19d 00h,中国,test,cnt,23000
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,230000
2011-05-19d 00h,中国,test,cnt,24406
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,244060
2011-05-19d 00h,中国,test,cnt,20084
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,200840
2011-05-19d 00h,中国,test,cnt,19596
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,195960
2011-05-19d 00h,中国,test,cnt,17500
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,175000
2011-05-19d 00h,中国,test,cnt,14540
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,145400
2011-05-19d 00h,中国,test,cnt,14450
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,144500
2011-05-19d 00h,中国,test,cnt,13559
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,135590
2011-05-19d 00h,中国,test,cnt,8831
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,88310
2011-05-19d 00h,中国,test,cnt,5907
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,59070
2011-05-19d 00h,中国,test,cnt,4814
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,48140
2011-05-19d 00h,中国,test,cnt,10215
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,102150
2011-05-19d 00h,中国,test,cnt,3863
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,38630
2011-05-19d 00h,中国,test,cnt,4627
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,46270
2011-05-19d 00h,中国,test,cnt,2910
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,29100
2011-05-19d 00h,中国,test,cnt,9991
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,99910
2011-05-19d 00h,中国,test,cnt,13
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,130
2011-05-19d 00h,中国,test,cnt,8
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,80
2011-05-19d 00h,中国,test,cnt,7
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,70
2011-05-19d 00h,中国,test,cnt,12
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,120
2011-05-19d 00h,中国,test,cnt,7
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,70
2011-05-19d 00h,中国,test,cnt,9
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,90
2011-05-19d 00h,中国,test,cnt,8
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,80
2011-05-19d 00h,中国,test,cnt,10
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,100
2011-05-19d 00h,中国,test,cnt,8
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,80
2011-05-19d 00h,中国,test,cnt,7
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,70
2011-05-19d 00h,中国,test,cnt,8
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,80
2011-05-19d 00h,中国,test,cnt,16
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,160
2011-05-19d 00h,中国,test,cnt,1
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,10
2011-05-19d 00h,中国,test,cnt,30000
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,300000
2011-05-19d 00h,中国,test,cnt,28390
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,283900
2011-05-19d 00h,中国,test,cnt,26570
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,265700
2011-05-19d 00h,中国,test,cnt,25541
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,255410
2011-05-19d 00h,中国,test,cnt,24786
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,247860
2011-05-19d 00h,中国,test,cnt,24760
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,247600
2011-05-19d 00h,中国,test,cnt,22708
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,227080
2011-05-19d 00h,中国,test,cnt,18229
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,182290
2011-05-19d 00h,中国,test,cnt,15042
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,150420
2011-05-19d 00h,中国,test,cnt,3625
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,36250
2011-05-19d 00h,中国,test,cnt,7319
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,73190
2011-05-19d 00h,中国,test,cnt,6660
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,66600
2011-05-19d 00h,中国,test,cnt,18553
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,185530
2011-05-19d 00h,中国,test,cnt,17309
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,173090
2011-05-19d 00h,中国,test,cnt,25344
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,253440
2011-05-19d 00h,中国,test,cnt,25947
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,259470
2011-05-19d 00h,中国,test,cnt,27763
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,277630
2011-05-19d 00h,中国,test,cnt,27070
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,270700
2011-05-19d 00h,中国,test,cnt,11
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,110
2011-05-19d 00h,中国,test,cnt,8
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,80
2011-05-19d 00h,中国,test,cnt,74
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,740
2011-05-19d 00h,中国,test,cnt,6
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,60
2011-05-19d 00h,中国,test,cnt,9
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,90
2011-05-19d 00h,中国,test,cnt,8
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,80
2011-05-19d 00h,中国,test,cnt,6
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,60
2011-05-19d 00h,中国,test,cnt,11
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,110
2011-05-19d 00h,中国,test,cnt,7
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,70
2011-05-19d 00h,中国,test,cnt,4
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,40
2011-05-19d 00h,中国,test,cnt,5
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,50
2011-05-19d 00h,中国,test,cnt,9
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,90
2011-05-19d 00h,中国,test,cnt,4
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,40
2011-05-19d 00h,中国,test,cnt,8
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,80
2011-05-19d 00h,中国,test,cnt,11
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,110
2011-05-19d 00h,中国,test,cnt,9
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,90
2011-05-19d 00h,中国,test,cnt,5
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,50
2011-05-19d 00h,中国,test,cnt,7
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,70
2011-05-19d 00h,中国,test,cnt,12
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,120
2011-05-19d 00h,中国,test,cnt,82
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,820
2011-05-19d 00h,中国,test,cnt,10
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,100
2011-05-19d 00h,中国,test,cnt,8
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,80
2011-05-19d 00h,中国,test,cnt,11
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,110
2011-05-19d 00h,中国,test,cnt,7
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,70
2011-05-19d 00h,中国,test,cnt,6
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,60
2011-05-19d 00h,中国,test,cnt,17
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,170
2011-05-19d 00h,中国,test,cnt,12
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,120
2011-05-19d 00h,中国,test,cnt,28973
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,289730
2011-05-19d 00h,中国,test,cnt,28090
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,280900
2011-05-19d 00h,中国,test,cnt,13676
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,136760
2011-05-19d 00h,中国,test,cnt,30013
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,300130
2011-05-19d 00h,中国,test,cnt,12842
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,128420
2011-05-19d 00h,中国,test,cnt,24173
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,241730
2011-05-19d 00h,中国,test,cnt,9
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,90
2011-05-19d 00h,中国,test,cnt,8
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,80
2011-05-19d 00h,中国,test,cnt,10
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,100
2011-05-19d 00h,中国,test,cnt,7
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,70
2011-05-19d 00h,中国,test,cnt,10
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,100
2011-05-19d 00h,中国,test,cnt,13
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,130
2011-05-19d 00h,中国,test,cnt,6
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,60
2011-05-19d 00h,中国,test,cnt,9
2011-05-19d 00h,中国,test,rank,10
2011-05-19d 00h,中国,test,cxr,90
