node,neighbor,weight,is_directed
up2372,kd7521,71896,1
ur5459,yf3798,33569,1
ur5459,he1801,38104,1
us3230,cf9413,46911,1
us5074,jw7759,40041,1
us5074,ip1487,89208,1
us7924,dp2791,75712,1
uu5155,ci7077,27881,1
uu7931,qt1721,49235,1
uv9827,ip9817,30390,1
ux5763,es5549,80475,1
ux8934,qv4635,55555,1
uy5386,ej4624,21518,1
uz468,to320,65883,1
uz9723,px219,8080,1
va5990,bs7299,68023,1
va7307,ot9145,58404,1
vb1049,ot5795,79499,1
vb1049,kg8666,97303,1
vb3377,fp186,36149,1
vb6410,br2750,79461,1
vc3882,sm5072,29346,1
vd789,po8445,25633,1
vf4374,er6254,84509,1
vf5037,oc1962,93265,1
vf5544,yt4224,66578,1
vh2022,pv9108,25914,1
vh6272,oj907,9511,1
vh8895,li2941,43045,1
vi1095,an1433,49906,1
vj5828,wz2858,29545,1
vl9260,dl3326,85822,1
vl9260,hq6417,50944,1
vm2544,pc3078,87670,1
vm2544,gl6569,66627,1
vn4554,jx8544,61355,1
vn8495,ow7183,2150,1
vn8495,uz468,81054,1
vp286,qz4262,86753,1
vp9205,sf7630,19144,1
vq654,rg4527,74493,1
vq8313,iu5747,24290,1
vr6674,nt850,76420,1
vr6674,xu9116,425,1
vr6674,zh4249,34664,1
vr6674,tw5071,64191,1
vr6674,lg2733,54476,1
vs6382,ot9145,93225,1
vs7884,sl9557,49934,1
vu5837,cc107,65140,1
vu8310,ae6629,69863,1
vv6420,xu3105,55253,1
vv6528,il5903,41597,1
vv8639,oz1542,43798,1
vw8603,pe986,4694,1
vw9220,ng5897,28906,1
vw9220,iz5137,3661,1
vy6258,mw3710,74553,1
vy6258,hf5622,17047,1
vz7562,kp2930,37931,1
wa2692,eo4645,54528,1
wa6211,ge9248,73985,1
wb6513,ae8708,8002,1
wb8531,ud2185,68826,1
wc5695,cy9963,85211,1
wd4790,rr312,68259,1
wd9969,jg8756,94980,1
wg3181,mn8067,64284,1
wg664,dk9026,74439,1
wh8909,xi1273,36367,1
wh8909,re8329,16365,1
wj7583,ec6325,51675,1
wk6094,cr2559,93918,1
wk6094,ha6468,41896,1
wk6094,ag6541,48764,1
wl775,gf1051,60066,1
wl775,mw3710,3595,1
wl9487,mc1454,81416,1
wm7966,ms7665,50940,1
wm8672,dg8767,74716,1
wm8975,pu5223,57353,1
wm8975,al4834,9875,1
wn7225,mg99,78804,1
wn7282,qj4166,10098,1
wo3072,td7793,23235,1
wq6165,ad1933,92845,1
wq8539,ln6645,67819,1
wq8712,da9126,13388,1
wr5785,xh579,39405,1
ws151,ev9478,61653,1
ws5662,bu9408,90810,1
ws947,ec6325,97614,1
wv6537,gt770,45844,1
ww1224,az9452,93280,1
ww6257,us7924,80134,1
ww6257,bp6310,40426,1
wy2318,ae7762,29334,1
wy3029,wg664,18862,1
wz2338,cb5019,18804,1
wz2338,gx8707,28283,1
wz2858,cx7736,47880,1
wz2858,lk3965,62230,1
xa2926,vp9205,77536,1
xb358,hi7862,23667,1
xd1956,fp186,55690,1
xe1941,hu2570,56664,1
xf2556,wd4790,57180,1
xg4705,ev2673,1644,1
xh128,ox6987,84321,1
xh579,jc7295,24842,1
xh8473,ik8246,77279,1
xi1273,lw1790,87997,1
xi481,ui2431,93695,1
xi5174,zs315,56370,1
xi9334,hq6417,23092,1
xj8449,ju5146,11662,1
xj8449,en6739,75786,1
xl3520,ey6806,3744,1
xl5148,td1460,87857,1
xm5396,uu5155,79379,1
xp4977,gx8707,8417,1
xp4977,dz5430,13702,1
xp7163,zr6207,56855,1
xp7163,vu8310,73693,1
xs769,lu8047,21086,1
xu118,gp6219,13956,1
xu118,qx5035,86589,1
xu118,eb1392,67063,1
xu118,yu3271,4895,1
xu3105,jr2704,56378,1
xu9116,bj4573,69441,1
xv431,lj5340,65893,1
xv7256,wz2338,75438,1
xv7256,nd2174,4170,1
xw5352,ht6599,78259,1
xw5352,hj2220,53233,1
xw5352,fp186,49867,1
xy1975,tb937,52478,1
xy1975,no1593,60865,1
xy1975,iv3701,38700,1
xy9333,oz1542,46357,1
xz3172,wm8975,5260,1
xz7144,kq6912,29055,1
ya1993,qj8715,32853,1
ya438,vw9220,74774,1
ya6667,sh8228,81593,1
ya6667,rg4527,23886,1
ya8421,pq4051,972,1
ya8954,fi3717,12105,1
ya919,un2664,50490,1
yf6187,tg3317,89081,1
yf7664,zw4850,42817,1
yg1357,sb2755,35125,1
yg1357,xv431,26403,1
yg1357,om407,32645,1
yh2200,et9672,39602,1
yh7346,ww1224,39333,1
yh7891,ay8436,16515,1
yj120,gi6177,53976,1
yk338,je9993,40269,1
yk5522,zx7896,28337,1
yl9044,df291,48406,1
ym1704,zy3395,8007,1
ym2258,no7744,40440,1
ym4642,zo6288,89322,1
yn4159,tu2542,96338,1
yn6402,gq7277,55557,1
yn897,vp286,6897,1
yo970,xh128,178,1
yo970,zw552,42166,1
yo970,di1116,46667,1
yp36,wh8909,54485,1
yp4296,ip9817,68398,1
yq2293,yv1997,17877,1
yr3971,ax3262,71653,1
yr4303,kt6611,73167,1
yt4224,ee5887,13590,1
yt9710,ab2663,61527,1
yu1185,ab6138,10191,1
yu3271,rl8498,8676,1
yv1997,lf2235,10313,1
yv3288,jn9139,9976,1
yv9186,lk3965,87011,1
yw4404,tq1915,75164,1
yw8734,aq2197,89296,1
yx487,gt644,14368,1
yx7459,ir8690,82366,1
yy5441,bu9408,35983,1
yy5441,kg8666,79971,1
yy5441,ph2543,82061,1
yz3731,to4725,55054,1
za7130,rh4631,65500,1
ze5150,ws151,29673,1
ze730,hc1778,20844,1
zf5119,sp6830,68318,1
zf5119,lg5228,89195,1
zf7472,ff3628,90038,1
zf8177,lt8283,46212,1
zf8823,ev2673,19481,1
zf8823,bq3355,5740,1
zf8823,dh6292,84218,1
zg3474,wz2858,63587,1
zg8383,su651,13360,1
zh4249,os841,35700,1
zi27,fw5915,67785,1
zi27,rf4561,62153,1
zi27,xz3172,18207,1
zi5460,cm7972,54927,1
zk1291,vm2544,5529,1
zk1291,il7963,85729,1
zl1094,yk5522,80825,1
zl6735,xu9116,95897,1
zm5856,vv6420,28651,1
zo6288,vj5828,22746,1
zp1150,bq3355,92133,1
zp9578,nd2174,88732,1
zq6514,ej2264,27787,1
zr6207,oj4290,49245,1
zs2857,kd7521,90238,1
zs2857,fa6667,59036,1
zs315,jb6258,72994,1
zs315,ss71,63817,1
zv4489,qx5035,32983,1
zw1249,og7458,81188,1
zw4850,jl481,72084,1
zw552,jx8544,37546,1
zx4514,fm2896,35095,1
zx7896,om407,35760,1
zy1581,kd3099,79418,1
zy3395,jf1200,61999,1
zy4553,co8370,9144,1
zy5145,mc7857,46580,1
zy843,er2269,52675,1
zy843,yt4224,16302,1
zz552,ac1508,32426,1
zz6714,ee866,86843,1
