node,neighbor,weight
yk9063,ku8275,46443
kk980,li5410,69734
kk980,hg1391,32856
kk980,va4590,75311
li5410,kk980,69734
li5410,mq4474,2299
li5410,kj2060,49935
jj2841,le9485,34559
jj2841,bt2471,97567
kg2975,dg8088,85888
kg2975,sc7374,19098
dg8088,kg2975,85888
dg8088,rh3442,81491
fm5578,wo625,72665
dl9449,ui8456,43106
dl9449,qy2565,88135
ui8456,dl9449,43106
ui8456,dm1507,44324
ui8456,ow9375,39643
pf6298,ya1255,87303
pf6298,pe8756,82864
pf6298,yw3614,53275
vh1751,wr499,85220
vh1751,xf1009,30153
ef2349,vx1027,62913
pq8657,qk1043,27418
pq8657,cg485,84160
qk1043,pq8657,27418
qk1043,na5286,46419
ag2078,pw1793,88330
ag2078,mj7848,92058
pw1793,ag2078,88330
pw1793,kf1761,52486
pw1793,qe3087,89078
wm3419,gh9179,20611
wm3419,wb9235,76786
wm3419,pa6852,97382
gh9179,wm3419,20611
gh9179,nq5829,87061
en7082,au5087,60891
en7082,wb1230,30867
en7082,yz2943,70518
gt6433,ps7928,45078
ps7928,gt6433,45078
ps7928,qw4997,63606
ps7928,by1854,78806
ps7928,eb2388,69125
ps7928,lq3483,12266
yk8690,ya1255,68663
mj7848,ag2078,92058
mj7848,xn4215,2231
uh9023,dy8557,18812
uh9023,mh8356,77848
uh9023,iz9412,99219
uh9023,ny8976,68700
dy8557,uh9023,18812
dy8557,ub3602,91201
dy8557,vy8156,13320
dy8557,oq4896,8941
mh8356,uh9023,77848
mh8356,fz8453,67679
mh8356,eo4979,32008
mh8356,qo2599,17540
iz9412,uh9023,99219
iz9412,nv7536,25914
zp1111,et7643,65589
zp1111,pw8838,65441
zp1111,hm2591,93210
rn6163,sw335,31235
rn6163,ee5518,55680
rn6163,be6258,36242
rn6163,bk7493,95951
sw335,rn6163,31235
sw335,yb7225,86757
xl1992,yt9303,78953
xl1992,ww864,53819
yt9303,xl1992,78953
yt9303,iw1561,46679
zy5020,jj8979,5385
zy5020,lc3510,28544
fm257,nl1706,14003
fm257,xb1968,65886
fm257,ly7413,97755
fm257,kx1029,40891
fm257,ql3669,48670
nl1706,fm257,14003
nl1706,nh4410,96400
nl1706,gb6562,20836
pw8838,zp1111,65441
pw8838,wr499,81464
pw8838,py3683,90996
lj6915,lx2659,14350
lj6915,ou9102,27602
um915,hz8571,2851
um915,sh208,10365
bz9238,tq1274,46543
bz9238,bz6510,68051
bz9238,ym4208,84265
tq1274,bz9238,46543
tq1274,tb1080,85219
tq1274,ur9978,93648
bz6510,bz9238,68051
bz6510,ul4520,13284
kq8620,ye3769,95414
ye3769,kq8620,95414
ye3769,dk4181,76053
ye3769,rr8521,22373
ye3769,ed3979,95060
ye3769,fz7254,83766
pe188,wj7232,68246
pe188,gp1807,3888
wj7232,pe188,68246
wj7232,tu2561,5741
wj7232,dj3584,26183
wj7232,ik1095,99829
bt7226,fe1273,46092
bt7226,ir4194,92539
bt7226,lq3483,46298
fe1273,bt7226,46092
fe1273,al7883,53861
fe1273,ic4993,42434
zr2770,hd8317,31620
zr2770,fa7388,23771
zr2770,hu6485,57726
hd8317,zr2770,31620
hd8317,up485,35442
hd8317,vq3826,46299
zb50,ya7001,90448
zb50,tn2328,42320
zb50,ek3272,19567
rx4670,vx7144,49258
vx7144,rx4670,49258
vx7144,it962,50692
rg4805,tv1827,38263
tv1827,rg4805,38263
tv1827,eo4979,321
fv6049,ye4780,27613
fv6049,av5039,85581
nt7054,by4783,29343
nt7054,ze628,85253
nt7054,eg4410,10282
by4783,nt7054,29343
by4783,nj661,94631
by4783,tw1797,94189
gu2635,wq2662,86255
gu2635,vy1674,14804
ly5063,xp1960,53509
xp1960,ly5063,53509
xp1960,hz1421,24162
fl8821,nf8626,68155
nf8626,fl8821,68155
nf8626,vd5488,65291
nf8626,iv8948,67200
nf8626,ta6070,48168
hz5214,iq5516,14064
iq5516,hz5214,14064
iq5516,yb7225,57376
iq5516,pe5698,73395
iq5516,dr5159,82333
iq5516,zk6241,39270
yx4349,ak2756,41348
yx4349,qb4571,14251
yx4349,kg9762,44608
ak2756,yx4349,41348
ak2756,ic5992,18020
ak2756,kg1314,63868
ak2756,vq4571,99471
ak2756,gm6897,68764
ak2756,qb3774,81900
du5626,wx4282,37476
du5626,vz5109,28879
du5626,lp2431,15868
wx4282,du5626,37476
wx4282,fu778,51154
wx4282,ab3419,87328
pc5190,jn2928,89170
jn2928,pc5190,89170
jn2928,lv9559,67602
jn2928,mf2208,19626
pj7016,lu4590,24318
pe8756,pf6298,82864
pe8756,al7883,76016
pe8756,wb1230,34964
kp5139,qo8007,10215
qo8007,kp5139,10215
qo8007,xd4620,89645
qo8007,xd4620,89645
qo8007,be2778,54918
uw6991,nh9728,69317
uw6991,qg1008,60560
nh9728,uw6991,69317
nh9728,mu6132,53374
hn2010,yk9063,75389
hn2010,bt2991,69481
hn6572,ms7775,3700
hn6572,te5981,29244
hn6572,cb5562,30933
cn4278,cx8066,97203
tu2561,vd5488,64534
tu2561,wj7232,5741
rh3442,hm2591,31906
rh3442,dg8088,81491
nf8765,vt3165,60408
vt3165,nf8765,60408
vy8156,no9845,45332
vy8156,dy8557,13320
vy8156,ke3104,13685
vy8156,nt3600,98984
no9845,vy8156,45332
no9845,ow4375,97387
no9845,yu8992,78631
no9845,sa1364,546
kz1233,fx3240,74907
kz1233,wf7705,90011
fx3240,kz1233,74907
fx3240,pp2127,7599
fx3240,qs3678,95716
fx3240,ix9841,6777
fu778,ri8387,93415
fu778,wx4282,51154
qj4951,vr2922,53103
qj4951,gv1846,84437
ra5080,yo2821,32586
ra5080,ph1258,78229
yo2821,ra5080,32586
yo2821,py3910,63373
tv3267,tp2216,13769
cq4204,fs8290,50908
cq4204,tq2044,89268
fs8290,cq4204,50908
fs8290,kx3927,37295
fl6963,sn8163,42931
fl6963,dq6134,20200
sn8163,fl6963,42931
sn8163,st7010,79422
vq4571,ak2756,99471
vy1674,ia9227,78385
vy1674,gu2635,14804
ia9227,vy1674,78385
ia9227,fx5756,63976
dh2630,lj2823,19560
lj2823,dh2630,19560
ly794,bq7478,94568
ly794,yl5791,24982
lv5707,id9588,73268
tn4428,dq4918,46230
dq4918,tn4428,46230
dq4918,kr7674,85916
nv7536,yo8715,25382
nv7536,qw4997,74079
nv7536,iz9412,25914
yo8715,nv7536,25382
yo8715,ba5965,6763
qw4997,nv7536,74079
qw4997,ps7928,63606
qw4997,vd307,69132
ud8495,hd5927,4109
ud8495,sx2083,49177
gc9479,lj9338,65454
gc9479,fu6446,30432
lj9338,gc9479,65454
lj9338,ol4264,22924
fu6446,gc9479,30432
fu6446,la6634,2089
fu6446,ou5345,8523
dq6134,qz7851,68251
dq6134,fl6963,20200
dq6134,oo5301,39922
qz7851,dq6134,68251
qz7851,qr3689,26619
qz7851,jd6930,21431
ih1531,el7904,16263
zk9456,zp4246,37810
zk9456,or2701,90376
zp4246,zk9456,37810
zp4246,hv6587,4965
jq1968,qj3284,92866
jq1968,wd7809,95938
jq1968,qy2565,44801
gl4045,sw6276,30526
gl4045,gk768,57252
gl4045,ra8851,13859
gq1425,gz197,86069
gq1425,gi8551,56643
gz197,gq1425,86069
gz197,qi1754,37080
gz197,dj1754,89258
ql8667,db3649,86423
ql8667,kr6732,38166
te5981,hn6572,29244
te5981,rz9324,9780
np1579,or7772,33404
in3111,ux7514,68847
ma8824,vq6703,85273
bf3137,ww4930,92530
bf3137,me5980,82589
me5980,bf3137,82589
me5980,ml5556,80479
me5980,gq5140,45365
kx7793,xf6947,23589
xf6947,kx7793,23589
xf6947,vb6075,34017
xf6947,ty4338,73971
vk7534,vb2250,15088
vk7534,kt8493,21327
vb2250,vk7534,15088
vb2250,bq7478,34535
vb2250,xd4620,30805
vb2250,jj213,69888
ub3602,dy8557,91201
ub3602,fl6028,13
fl6028,ub3602,13
fl6028,xt688,97184
bt2991,sr405,13777
bt2991,nw3870,44349
bt2991,ok1563,16528
bt2991,hn2010,69481
sr405,bt2991,13777
sr405,fa7388,53479
sr405,hg3643,91831
ty4338,cw8844,34083
ty4338,xf6947,73971
fn3664,cf9205,60725
cf9205,fn3664,60725
cf9205,pt8036,65389
qr3689,qz7851,26619
qr3689,aw3674,26606
tj3671,nv2923,78777
ac7358,zn3418,30906
zn3418,ac7358,30906
zn3418,fk6703,53598
zn3418,mc2732,74104
dj3584,wj7232,26183
kn6945,zk2743,85321
kn6945,pi8281,73366
kn6945,ll9820,71402
kn6945,bh6518,52695
rs5926,qu695,36906
rs5926,vd4663,29674
xd4620,qo8007,89645
xd4620,qo8007,89645
xd4620,vb2250,30805
xd4620,nz7270,42549
xd4620,bh6162,41073
ha4560,fx5756,47782
ha4560,xb5652,70658
ym4208,bz9238,84265
ym4208,hw1807,90925
ri2850,au6261,9125
ri2850,va2473,17677
xv125,wl601,58158
xe1097,hq3789,51506
fj3902,sa9337,14481
fj3902,we6815,93150
we6815,fj3902,93150
fa7388,sr405,53479
fa7388,zr2770,23771
fa7388,rh2574,19213
rh2574,fa7388,19213
rh2574,lb6880,80643
eo4979,vd5377,17072
eo4979,ci7861,22297
eo4979,mh8356,32008
eo4979,tv1827,321
tt3569,sc528,35746
aw3674,yn1555,67603
aw3674,qr3689,26606
yn1555,aw3674,67603
yn1555,qc2621,6260
pr193,gu5129,76680
gu5129,pr193,76680
ir4194,bt7226,92539
ht9930,bb597,99740
hb4910,lu4590,22043
hb4910,kf1761,91604
pl2113,ck9831,30979
pl2113,vu8901,76538
pl2113,bd5164,31381
hf9585,yd3256,65679
yd3256,hf9585,65679
yd3256,dy4898,56423
za3776,iz7076,15099
za3776,pm5474,47653
ec4116,ke3104,7169
ec4116,nt9684,92110
ec4116,kx6242,31074
ke3104,ec4116,7169
ke3104,vy8156,13685
ke3104,ln9855,86905
qm6387,bd229,11328
bd229,qm6387,11328
bd229,nk4815,8115
bd229,bi7356,94623
bd229,kj7196,46456
qx5851,el7904,46007
qx5851,tz4921,24310
qx5851,dj1754,78097
vk9711,ux3772,73529
vk9711,ze7523,78981
ux3772,vk9711,73529
ux3772,ao2453,10588
ux3772,jy4521,26293
em7908,su559,63601
su559,em7908,63601
su559,lx2659,89493
ky5387,ij6854,57491
ky5387,bu3038,43055
ij6854,ky5387,57491
ij6854,kt8493,21223
ij6854,ki6105,24006
bu3038,ky5387,43055
bu3038,ra8851,27006
ow4375,no9845,97387
ow4375,mj5047,2396
ow4375,up1194,59723
ow4375,nm9144,74573
mg6928,ll9820,74182
mg6928,yj8352,2330
ll9820,mg6928,74182
ll9820,kn6945,71402
vu8693,ug768,47913
qb5606,tj3099,28581
qb5606,qv4191,41150
qb5606,eu2400,86296
qb5606,nr2870,55084
qn1154,sx2083,51631
qn1154,zp3042,67857
qn1154,uh181,1574
sx2083,qn1154,51631
sx2083,ud8495,49177
wg9253,fv9649,8097
wg9253,vn2604,91135
iv8948,gv6153,45194
iv8948,nf9889,62034
iv8948,nf8626,67200
gv6153,iv8948,45194
gv6153,nz1160,86677
am8166,se1614,98042
se1614,am8166,98042
se1614,rr2141,42452
ok1563,bt2991,16528
ok1563,cz1817,83416
mj5047,ow4375,2396
mj5047,qj3284,85073
mj5047,yf3600,37834
yf3600,mj5047,37834
yf3600,pt6581,71191
oj2013,wb1059,35712
oj2013,qm394,56438
oj2013,rc1355,70128
oj2013,vb3047,83288
rz7240,bb597,47069
rz7240,sa1364,5702
rz7240,qg1008,97582
rz7240,jy6804,78470
qg1008,rz7240,97582
qg1008,uw6991,60560
rx2511,yk1690,84975
fi5724,mw4543,79814
fi5724,mn2567,99527
fi5724,rn2441,35073
mw4543,fi5724,79814
mw4543,mc2732,54530
mn2567,fi5724,99527
mn2567,to4772,11580
qx2511,qr2246,94416
qr2246,qx2511,94416
qr2246,jf3648,16853
zr7057,xj7567,8706
xj7567,zr7057,8706
xj7567,sw6276,55376
gi8551,gq1425,56643
pp2127,fx3240,7599
pp2127,sl2604,93934
pp2127,qm394,89671
sl2604,pp2127,93934
gm6897,ak2756,68764
gm6897,gc9801,48035
gm6897,ic5992,91445
gm6897,ld9805,56161
gc9801,gm6897,48035
gc9801,bc4084,27738
os6251,vb5653,90080
os6251,fw843,79382
jv5447,vx7915,39062
jv5447,vu8901,71738
jv5447,ux1630,75063
jv5447,hu6485,83023
mq4474,li5410,2299
mq4474,im7226,58557
mq4474,bd5164,68230
mq4474,nx5290,24374
aa8812,eu2400,82087
aa8812,ph1258,91619
aa8812,nx5290,42846
ja6726,hv6587,59356
ja6726,xn4425,5395
gl7861,ln9855,17233
gl7861,mm7145,42532
nj7372,nm262,86734
nj7372,qn8362,70955
nm262,nj7372,86734
nm262,fq3955,72840
nm262,ir5898,74494
nn846,by5842,76932
nn846,rl105,93644
cb5562,hn6572,30933
oj8382,xa6187,48668
xa6187,oj8382,48668
xa6187,wr499,82751
hv3503,qo2414,9762
ou2096,sc528,28787
ou2096,xm2955,35898
xm2955,ou2096,35898
xm2955,uw9441,69255
xm2955,fs5782,33335
pz1388,mc1836,21003
pz1388,ot6151,87589
mc1836,pz1388,21003
mc1836,gg8025,32549
sq1639,vd5377,96412
rc1355,du5873,64238
rc1355,oj2013,70128
du5873,rc1355,64238
du5873,pw3237,19936
vb6075,xf6947,34017
as9122,gd8782,56240
gd8782,as9122,56240
gd8782,vu1265,12054
gs9219,iy7396,88239
iy7396,gs9219,88239
iy7396,fz7254,24614
iy7396,uv2483,41807
qn8362,nj7372,70955
qn8362,if5315,3476
rn2441,fi5724,35073
rn2441,hr3869,88803
hf7327,ug768,82660
hf7327,wl6549,12681
hf7327,ir127,96660
hw1807,ug768,70941
hw1807,ym4208,90925
al7883,zb6244,11189
al7883,pe5698,74720
al7883,fe1273,53861
al7883,pe8756,76016
pe5698,al7883,74720
pe5698,iq5516,73395
pe5698,up4448,16632
dy3484,sv2672,87949
sv2672,dy3484,87949
sv2672,ra8851,94503
em2937,rb2461,11056
em2937,rz2345,65842
em2937,pd2929,8652
xb1968,sa1364,18813
xb1968,fm257,65886
dk4181,ye3769,76053
dk4181,mx9612,978
dk4181,rf2710,88027
ez9046,lz8171,1631
ez9046,jd6930,95780
wz1254,re814,45282
wz1254,yt3116,60760
re814,wz1254,45282
re814,bh6518,37908
re814,kw4904,9297
re814,pj5678,55890
yt7155,pm4365,32296
yt7155,qe5473,11731
fj6560,ek9782,97747
ub2776,pw9636,67746
wt3731,zk6241,1411
wt3731,vx3601,74833
zk6241,wt3731,1411
zk6241,iq5516,39270
fq3955,nm262,72840
so2930,hl78,35017
so2930,kf9338,80754
so2930,hk8145,16478
py3683,pw8838,90996
id1124,iw1561,14190
iw1561,id1124,14190
iw1561,yt9303,46679
je1358,aq3467,28378
je1358,rd8305,30859
eh4677,hq3789,14605
eh4677,zh6226,70568
eh4677,gh2056,20502
pa6852,ya1255,30875
pa6852,wm3419,97382
qs922,aw9103,42687
qs922,ej6736,51112
mv335,hu6485,24380
fz8453,mh8356,67679
da4007,mj8862,33508
zy1857,uz7271,27643
uz7271,zy1857,27643
uz7271,va924,73542
bd5164,mq4474,68230
bd5164,br1646,5304
bd5164,pl2113,31381
ob8419,gi1956,39312
ob8419,ms5206,6138
ob8419,kd5520,9200
rr2348,kk4306,94408
rr2348,an4692,52381
mu7094,dj1731,48294
dj1731,mu7094,48294
dj1731,au5087,89676
dj1731,lf4301,21591
ta6070,xk3207,34599
ta6070,nf8626,48168
mu7673,nh4410,13039
nh4410,mu7673,13039
nh4410,nl1706,96400
fd1906,jo508,42584
fd1906,mv4074,70075
fd1906,nl417,9318
fd1906,ju1757,33724
jo508,fd1906,42584
jo508,dp3933,18279
jo508,kx5077,99082
nq5829,xi4769,1013
nq5829,nt9684,42210
nq5829,gh9179,87061
ik2620,yy6751,11393
ik2620,vq6703,26366
yy6751,ik2620,11393
yy6751,kr6732,39246
pt8036,cf9205,65389
pt8036,bx5218,77953
pt8036,re1828,1721
pt8036,qs3678,49410
uw9441,xm2955,69255
uw9441,np6160,73053
uw9441,vr2922,57449
sh208,mv4074,18921
sh208,um915,10365
ts1825,ku9550,25998
ts1825,hd5927,51045
qm394,oj2013,56438
qm394,pp2127,89671
jd6930,ez9046,95780
jd6930,qz7851,21431
jd6930,ze7523,52957
be2778,qo8007,54918
be2778,pi2874,56680
so6765,dp9643,96470
ug4167,qh8529,29418
ug4167,vc7317,95378
qh8529,ug4167,29418
qh8529,nt9684,14618
qh8529,pf9555,19835
ul4520,bz6510,13284
ul4520,pw9636,3289
vu1265,nt9684,38714
vu1265,gd8782,12054
nl417,fd1906,9318
dw9978,hb3529,52126
hb3529,dw9978,52126
hb3529,jo8766,524
oy6252,xe2237,4216
oy6252,wc365,4628
up485,hz1421,15338
up485,hd8317,35442
up485,uz3350,23855
hz1421,up485,15338
hz1421,xp1960,24162
uz3350,up485,23855
uz3350,ld9805,19677
uz3350,iu7963,25003
al3877,be8825,1399
vu8901,pl2113,76538
vu8901,jv5447,71738
vu8901,de665,4223
vu8901,yg9936,87790
xb5652,kf1761,48554
xb5652,ha4560,70658
ob6455,vx7915,51155
sf8066,rt8310,9040
sf8066,wt2261,51196
sf8066,fi2048,84729
ot6151,pz1388,87589
ot6151,dm1507,32921
ot6151,as1067,98550
to4772,mn2567,11580
to4772,ye4726,4150
bx5218,pt8036,77953
bx5218,bq4915,50430
pv436,bn7018,10652
bn7018,pv436,10652
bn7018,nk4815,68168
oy6846,zb3201,46855
oy6846,tu8292,92687
oy6846,kw4904,14754
rr8521,ye3769,22373
cr6298,sp3184,45893
cr6298,hp6792,736
sp3184,cr6298,45893
sp3184,tc9225,61429
sp3184,ms5206,48273
py3910,cm3836,9376
py3910,sm1912,55449
py3910,yo2821,63373
hr3869,ol4264,31845
hr3869,rn2441,88803
cq4335,id9588,67912
tu8292,oy6846,92687
vz5109,du5626,28879
fb1773,ze628,76899
ze628,fb1773,76899
ze628,nt7054,85253
ze628,kf6163,10711
xt688,fl6028,97184
xt688,zf9266,15935
lz8456,cg7395,53187
tc9225,sp3184,61429
tc9225,kd5520,50171
tc9225,no915,80921
tc9225,fk6703,18672
lm304,ik1095,47257
kr6732,yy6751,39246
kr6732,ql8667,38166
ao2453,ux3772,10588
gh3961,ky3183,66656
gh3961,ks2053,79483
eg4410,nt7054,10282
vc7317,ug4167,95378
up4448,oo4571,32421
up4448,ks2053,21253
up4448,pe5698,16632
up4448,rq7973,42581
oo4571,up4448,32421
oo4571,li6485,11343
kj7196,yq9716,60466
kj7196,zq540,78705
kj7196,re2510,27793
kj7196,bd229,46456
yq9716,kj7196,60466
yq9716,en4307,66531
mf2208,eu2400,39195
mf2208,ux7514,63362
mf2208,jn2928,19626
mf2208,ri8387,82191
wp9623,fs1885,17307
tx7277,ir1658,98218
tx7277,bp8167,631
yt3116,wz1254,60760
yt3116,qi1754,8199
yt3116,cp5998,86463
qi1754,yt3116,8199
qi1754,gz197,37080
ms5206,sp3184,48273
ms5206,ob8419,6138
ms5206,nh5299,39681
ms5206,ld9805,14685
nh5299,ms5206,39681
jz6618,kf6163,96734
wt2261,nk5506,11695
wt2261,sf8066,51196
wt2261,tq2044,98338
oo5301,dq6134,39922
xd8657,op4238,14721
gc2999,wd7809,63677
gc2999,ih326,31032
cp5998,yt3116,86463
de665,vu8901,4223
zp3042,qn1154,67857
ab3419,wx4282,87328
fp181,rd8305,8723
en4307,yq9716,66531
vd4663,rs5926,29674
vd4663,jf3648,23957
ny8976,uh9023,68700
yl5791,ly794,24982
yl5791,db3649,1511
yl5791,tg9653,30559
mw3598,dg1383,48897
dg1383,mw3598,48897
dg1383,vb3047,85700
cv9959,ad2106,17076
cv9959,vq7919,70586
qy2565,dl9449,88135
qy2565,jq1968,44801
io4138,ec6426,53252
gv1846,qj4951,84437
ir127,hf7327,96660
xn4215,xr8357,24912
xn4215,mj7848,2231
kx8783,fw843,89719
hg1391,hl9539,35093
hg1391,kk980,32856
hg1391,hl753,68379
oc1456,ak4296,27877
oc1456,xx838,24888
ak4296,oc1456,27877
ak4296,yw3882,37781
ak4296,uc1899,88745
tz853,nk5506,17924
kg9762,yx4349,44608
kg9762,tq8361,99126
gy1707,cm3836,60502
db6083,pj5678,55145
pj5678,db6083,55145
pj5678,gk2095,92899
pj5678,tz9514,71245
pj5678,re814,55890
av3691,ku2127,8804
nr5397,ed7368,58702
ed7368,nr5397,58702
ed7368,vd307,8744
ed7368,eu7056,43763
nj661,by4783,94631
if9793,dq6891,22678
dq6891,if9793,22678
dq6891,yi6955,74107
dq6891,qo4197,61391
ho8806,be8825,61307
ih7018,uv6937,88147
uv6937,ih7018,88147
uv6937,ya1255,39680
uv6937,tb1080,48041
uv6937,cm5268,30115
uv6937,bp8167,73309
yp4228,mp9039,68276
mp9039,yp4228,68276
mp9039,iw4731,50201
hg3643,sr405,91831
hg3643,qg55,61497
wa5686,ic5992,83340
hk8145,so2930,16478
qc2621,yn1555,6260
zm9545,tn9863,47193
rg2272,ml5059,79268
jj213,vb2250,69888
vb3047,dg1383,85700
vb3047,oj2013,83288
vb3047,pm5474,59606
ns3352,xi1723,50807
nu823,pc5979,62801
nu823,ie9010,46466
pc5979,nu823,62801
pc5979,bu1372,36932
pc5979,va924,36910
ie9010,nu823,46466
ie9010,er3718,25798
ku8275,yk9063,46443
pg3996,qv7933,2868
pg3996,xi1723,8151
rz2345,em2937,65842
rz2345,kt9222,20863
rz2345,vd5488,59296
rz2345,nw3870,23975
pd2929,em2937,8652
pd2929,it962,94148
xu9284,qo2599,42008
qo2599,xu9284,42008
qo2599,mh8356,17540
bq9863,eo8638,40064
hg3223,zf9266,28159
hg3223,je5152,78381
li6485,oo4571,11343
be6258,rn6163,36242
be6258,hd5927,82858
dj1754,qx5851,78097
dj1754,ez9130,35454
dj1754,gz197,89258
dj1754,xc715,74357
ez9130,dj1754,35454
ez9130,ck1469,14597
ez9130,hl7792,10019
kr7674,dq4918,85916
nr2870,qb5606,55084
bq4915,bx5218,50430
ye4726,to4772,4150
ye4726,xu460,58804
ye4726,zl9314,85505
mx9612,ch1069,53288
mx9612,dk4181,978
ch1069,mx9612,53288
ch1069,qv7933,74145
ro8098,bk7740,61220
qh7894,hl78,61228
qh7894,ps5461,42182
on9784,tq8361,34368
on9784,ln9855,64956
tq8361,on9784,34368
tq8361,kg9762,99126
tq8361,em6998,17974
kj2060,li5410,49935
fk6703,bh8411,35605
fk6703,zn3418,53598
fk6703,tc9225,18672
nz7270,xd4620,42549
gk2095,pj5678,92899
gk2095,lq3483,4297
lq3483,gk2095,4297
lq3483,bt7226,46298
lq3483,ps7928,12266
hw6728,if3534,44112
gp3713,lc6883,68589
lc6883,gp3713,68589
lc6883,ml5059,1323
yf1625,dp3777,35520
yf1625,jo8766,77342
yf1625,ad2106,71390
qe5473,yt7155,11731
yu8992,lk4277,88968
yu8992,no9845,78631
fz7254,iy7396,24614
fz7254,ye3769,83766
ck1469,ez9130,14597
ck1469,nk5506,65857
up4993,hw6485,37250
na1612,bx5035,81134
ji6022,st576,53887
em813,iz6513,5820
em813,ro9975,3341
fz9363,bk7740,43098
fz9363,zo5264,52862
xw6910,vq6703,17889
df2260,ln9855,50990
df2260,ri3163,27411
xa516,lb6880,17115
ux1630,jv5447,75063
ux1630,lm5732,81865
gf2863,vd5377,67551
dt174,kt9222,54591
dt174,bk7740,30696
dt174,xm4254,96179
gq1988,hd5927,73990
kx6242,vq4959,38960
kx6242,sg7259,48185
kx6242,ec4116,31074
kx6242,qb3774,78479
kx6242,sp4141,34070
bl4704,ni3067,16523
bh6518,kn6945,52695
bh6518,re814,37908
pm8154,eb2757,92289
pm8154,vt3609,85767
jf3648,vd4663,23957
jf3648,qr2246,16853
uv2483,ee7482,51305
uv2483,iy7396,41807
ag9265,yg9936,22346
ag9265,sa6171,28029
ba5965,yo8715,6763
ba5965,an4692,77408
an4692,ba5965,77408
an4692,rr2348,52381
hp6792,cr6298,736
qe3087,vq3826,72044
qe3087,eb2388,78790
qe3087,bd9660,48227
qe3087,bu1372,61866
qe3087,pw1793,89078
vq3826,qe3087,72044
vq3826,hd8317,46299
vq3826,ag9909,71297
eb2388,qe3087,78790
eb2388,ps7928,69125
bu1372,qe3087,61866
bu1372,pc5979,36932
dp3933,ut6085,24879
dp3933,jo508,18279
ut6085,dp3933,24879
ut6085,aw9103,19899
ut6085,vr2922,8974
ut6085,fw4465,99663
uf4607,pm9228,45235
vb976,ec8966,58642
hl7792,ez9130,10019
hl7792,jw3377,8862
hl7792,kv9160,17391
hl7792,cx8066,22093
bq6392,pi8281,47758
mu6132,pi8281,44111
mu6132,po4824,48486
mu6132,nh9728,53374
mu6132,ur9978,47230
mu6132,zu40,89540
mu6132,wb9235,9861
cg485,pq8657,84160
ps8152,zp5727,1769
yv7503,rh1213,34045
qu1625,en2486,69197
en2486,qu1625,69197
ww864,xl1992,53819
ww864,tu8893,8518
it962,vx7144,50692
it962,ly4110,69040
it962,pd2929,94148
jo8766,yf1625,77342
jo8766,hb3529,524
tq2044,cq4204,89268
tq2044,wt2261,98338
vx3601,wt3731,74833
bh6162,xd4620,41073
uw8745,au5087,83566
my1940,ec6426,39649
my1940,mf1521,19506
ow9375,ui8456,39643
fi2048,sf8066,84729
zl9314,ye4726,85505
zl9314,cv3683,81359
zl9314,pj6817,11375
bk7493,rn6163,95951
kv9160,hl7792,17391
ff5149,po4824,5184
ff5149,zu7706,12688
po4824,ff5149,5184
po4824,mu6132,48486
yc3737,hw6485,29753
ly4110,it962,69040
cz1817,ok1563,83416
ej6736,qs922,51112
ph1258,aa8812,91619
ph1258,ho5325,45710
ph1258,ra5080,78229
ho5325,ph1258,45710
ho5325,rp3165,28018
uh181,qn1154,1574
xv8282,mq8985,13192
xv8282,kx1029,76695
eu7056,ed7368,43763
eu7056,wa2566,32075
tl767,ms7775,87966
tl767,wa2376,27810
nk4815,bd229,8115
nk4815,bn7018,68168
rn7649,tu8893,42287
rn7649,uc1899,56646
br3052,kw4904,26338
jv6548,bb6173,55040
bb6173,jv6548,55040
zu40,hz8571,80597
zu40,mu6132,89540
je5152,hg3223,78381
je5152,uz8261,19420
ks2053,up4448,21253
ks2053,gh3961,79483
re1828,pt8036,1721
em1971,pi2874,21522
lp2431,qg55,22230
lp2431,du5626,15868
mf1521,my1940,19506
fx2918,jj2878,89785
kz7906,wh474,87153
kz7906,ur9978,42447
pf9555,qh8529,19835
wd125,vb5653,80503
ag9909,wb1059,72758
ag9909,lk4277,59689
ag9909,vq3826,71297
fs5782,xm2955,33335
fs5782,nx5290,83746
ju1757,xd6320,39753
ju1757,fd1906,33724
ju1757,xc715,71707
ju1757,aj524,69067
xc715,ju1757,71707
xc715,dj1754,74357
xc715,oi8877,1066
ce6041,tl4834,79716
dr3910,uf3517,72947
kx1029,fm257,40891
kx1029,ic679,74723
kx1029,xv8282,76695
iw1345,av5039,51721
av5039,iw1345,51721
av5039,fv6049,85581
wq6804,wz7370,22875
aj524,ju1757,69067
gb6562,sa1364,32957
gb6562,nl1706,20836
ih326,gc2999,31032
as1067,ot6151,98550
as1067,kp9544,66978
xn4425,ja6726,5395
ij6954,sa8840,49594
sa8840,ij6954,49594
sa8840,yz2943,97482
nm9144,ow4375,74573
nm9144,lx7445,84274
nx5290,mq4474,24374
nx5290,aa8812,42846
nx5290,fs5782,83746
xs9816,rp3165,98561
xs9816,eo8638,87624
pl1849,dm1507,62082
iu8672,is1107,55573
iu8672,nm7020,58564
iu8672,gs1436,41772
oq4896,dy8557,8941
yz2943,en7082,70518
yz2943,sa8840,97482
hl753,hg1391,68379
lv9559,jn2928,67602
ri3163,df2260,27411
an907,if3534,35907
an907,zh6226,54405
pj6817,zl9314,11375
ie4647,nc9054,73832
rv1220,np8247,82451
rv1220,uc2588,98188
ur9978,mu6132,47230
