"",class_name,gdp,return_on_invest
2040,recession,40.727,56.206
2041,recession,42.451,46.292
2042,riproaringtimes,46.27,66.981
2043,goodtimes,53.649,56.117
2044,goodtimes,45.267,54.986
2045,riproaringtimes,56.087,53.3
2046,goodtimes,52.846,56.267
2047,riproaringtimes,53.754,69.827
2048,riproaringtimes,45.74,66.658
2049,recession,44.274,39.845
2050,goodtimes,55.013,57.235
2051,recession,42.686,39.733
2052,goodtimes,56.578,50.143
2053,goodtimes,52.264,54.296
2054,goodtimes,53.834,53.332
2055,riproaringtimes,48.729,64.004
2056,recession,50.352,50.736
2057,riproaringtimes,46.255,66.616
2058,goodtimes,56.107,54.097
2059,recession,45.501,46.997
2060,goodtimes,59.634,57.986
2061,riproaringtimes,46.625,71.176
2062,recession,40.356,40.595
2063,riproaringtimes,57.287,64.775
2064,recession,43.549,49.258
2065,goodtimes,59.262,56.069
2066,recession,43.125,45.166
2067,recession,38.71,45.685
2068,riproaringtimes,46.594,64.085
2069,goodtimes,57.979,60.523
2070,goodtimes,50.695,51.09
2071,recession,49.144,47.003
2072,goodtimes,47.564,63.272
2073,recession,37.995,44.819
2074,riproaringtimes,42.863,65.102
2075,recession,46.051,42.431
2076,recession,38.543,49.227
2077,riproaringtimes,54.518,66.583
2078,goodtimes,57.253,53.738
2079,riproaringtimes,48.358,68.978
2080,recession,52.414,45.521
2081,recession,47.558,37.587
2082,recession,48.355,40.703
2083,goodtimes,46.071,57.024
2084,recession,43.967,42.559
2085,recession,47.48,43.068
2086,riproaringtimes,49.047,70.653
2087,riproaringtimes,49.488,62.772
2088,goodtimes,54.733,53.79
2089,recession,43.103,46.972
2090,goodtimes,52.963,57.218
2091,recession,40.113,45.481
2092,riproaringtimes,47.821,62.232
2093,riproaringtimes,54.859,70.913
2094,recession,42.085,51.253
2095,goodtimes,53.682,58.092
2096,goodtimes,55.115,58.005
2097,goodtimes,50.71,58.348
2098,riproaringtimes,51.416,68.177
2099,riproaringtimes,53.208,63.745
2100,goodtimes,56.062,60.74
2101,goodtimes,58.514,51.211
2102,recession,45.071,47.566
2103,goodtimes,55.432,55.217
2104,riproaringtimes,48.649,60.389
2105,recession,47.601,52.302
2106,riproaringtimes,45.615,68.042
2107,riproaringtimes,52.609,61.677
2108,riproaringtimes,49.334,66.007
2109,goodtimes,61.982,56.53
2110,goodtimes,53.523,51.712
2111,recession,42.876,43.011
2112,recession,48.248,40.809
2113,riproaringtimes,52.426,59.221
2114,goodtimes,55.202,56.642
2115,riproaringtimes,43.472,56.301
2116,recession,47.855,43.127
2117,recession,45.933,41.118
2118,riproaringtimes,45.87,74.917
2119,goodtimes,50.953,51.151
2120,riproaringtimes,49.182,73.474
2121,goodtimes,57.955,56.773
2122,recession,41.668,44.643
2123,goodtimes,53.269,60.943
2124,riproaringtimes,50.471,63.46
2125,goodtimes,54.139,50.566
2126,goodtimes,54.721,52.183
2127,goodtimes,53.279,52.99
2128,recession,41.426,48.176
2129,riproaringtimes,43.441,75.351
2130,recession,47.762,38.84
2131,riproaringtimes,50.895,69.768
2132,riproaringtimes,44.29,63.737
2133,recession,49.514,49.654
2134,goodtimes,57.273,61.532
2135,goodtimes,57.404,49.492
2136,recession,41.749,47.654
2137,recession,44.228,41.573
2138,riproaringtimes,48.239,55.645
2139,recession,44.659,47.232
2140,riproaringtimes,53.015,74.308
2141,riproaringtimes,52.87,72.542
2142,riproaringtimes,53.956,56.458
2143,recession,49.711,41.031
2144,goodtimes,58.25,52.04
2145,recession,43.6,43.928
2146,goodtimes,52.138,54.848
2147,riproaringtimes,45.303,68.282
2148,goodtimes,51.529,53.163
2149,recession,42.905,44.347
2150,riproaringtimes,52.471,65.748
2151,riproaringtimes,38.413,61.775
2152,riproaringtimes,45.7,61.625
2153,recession,52.274,50.695
2154,riproaringtimes,42.633,64.855
2155,goodtimes,67.932,53.253
2156,riproaringtimes,51.73,70.086
2157,recession,40.645,38.258
2158,riproaringtimes,52.064,67.22
2159,riproaringtimes,54.05,68.181
2160,recession,44.309,47.502
2161,riproaringtimes,53.901,59.865
2162,goodtimes,53.062,59.395
2163,recession,53.105,48.912
2164,recession,45.018,45.024
2165,riproaringtimes,45.032,69.482
2166,riproaringtimes,53.435,67.109
2167,riproaringtimes,49.487,67.849
2168,goodtimes,56.478,58.788
2169,goodtimes,62.712,55.75
2170,recession,38.829,47.338
2171,goodtimes,58.808,48.56
2172,goodtimes,55.074,54.765
2173,recession,47.283,49.645
2174,goodtimes,50.612,55.706
2175,goodtimes,55.155,57.787
2176,recession,46.078,54.889
2177,recession,43.365,51.629
2178,riproaringtimes,54.767,68.286
2179,recession,40.864,37.149
2180,goodtimes,48.888,54.989
2181,goodtimes,61.692,54.515
2182,riproaringtimes,52.975,64.985
2183,goodtimes,62.439,51.419
2184,goodtimes,58.609,61.686
2185,goodtimes,52.959,62.96
2186,riproaringtimes,51.54,71.478
2187,recession,37.625,42.665
2188,goodtimes,51.759,60.723
2189,recession,49.141,47.479
2190,recession,43.251,50.607
2191,riproaringtimes,47.203,66.202
2192,riproaringtimes,47.0,66.796
2193,recession,46.681,43.949
2194,goodtimes,55.091,61.062
2195,goodtimes,56.908,46.294
2196,goodtimes,45.715,50.537
2197,riproaringtimes,52.126,66.284
2198,recession,53.019,45.539
2199,goodtimes,60.177,53.373
2200,goodtimes,54.984,56.201
2201,goodtimes,55.659,59.316
2202,riproaringtimes,54.297,64.608
2203,riproaringtimes,50.684,68.501
2204,recession,42.877,46.927
2205,recession,44.929,42.305
2206,riproaringtimes,46.169,73.332
2207,goodtimes,47.528,56.196
2208,goodtimes,54.752,55.263
2209,goodtimes,55.026,53.11
2210,recession,46.618,45.347
2211,recession,46.058,49.793
2212,goodtimes,55.252,54.713
2213,goodtimes,50.989,57.665
2214,recession,47.812,45.512
2215,goodtimes,49.453,63.108
2216,riproaringtimes,43.011,61.978
2217,riproaringtimes,47.939,63.133
2218,riproaringtimes,53.756,70.72
2219,recession,38.39,42.431
2220,goodtimes,50.857,43.831
2221,recession,38.732,43.641
2222,riproaringtimes,44.276,62.388
2223,goodtimes,55.842,64.379
2224,recession,27.283,38.054
2225,recession,52.176,40.917
2226,recession,41.15,44.229
2227,riproaringtimes,49.355,57.779
2228,riproaringtimes,50.922,73.416
2229,recession,53.1,41.7
2230,goodtimes,51.611,51.721
2231,riproaringtimes,47.482,63.346
2232,riproaringtimes,49.832,64.935
2233,riproaringtimes,49.785,61.594
2234,recession,42.214,46.001
2235,recession,49.672,44.188
2236,riproaringtimes,53.351,66.437
2237,goodtimes,50.089,62.507
2238,goodtimes,61.338,62.354
2239,riproaringtimes,48.137,65.86
2240,goodtimes,47.191,51.502
2241,goodtimes,44.553,54.742
2242,recession,47.353,42.906
2243,goodtimes,49.186,54.247
2244,riproaringtimes,52.927,65.561
2245,goodtimes,61.974,53.868
2246,goodtimes,53.233,51.2
2247,recession,49.093,36.774
2248,goodtimes,53.727,60.27
2249,goodtimes,65.508,60.469
2250,goodtimes,60.459,55.169
2251,goodtimes,52.249,55.247
2252,goodtimes,56.168,54.268
2253,riproaringtimes,55.677,70.547
2254,goodtimes,54.581,57.729
2255,riproaringtimes,50.855,65.635
2256,riproaringtimes,50.529,68.825
2257,goodtimes,58.806,60.299
2258,goodtimes,51.959,56.65
2259,riproaringtimes,54.744,69.786
2260,riproaringtimes,49.601,63.239
2261,goodtimes,58.882,60.1
2262,recession,46.028,47.001
2263,recession,51.113,42.608
2264,riproaringtimes,41.468,71.005
2265,goodtimes,55.486,55.435
2266,recession,54.206,46.662
2267,recession,38.187,40.642
2268,riproaringtimes,45.648,65.893
2269,riproaringtimes,55.412,61.944
2270,riproaringtimes,51.419,62.756
2271,riproaringtimes,54.577,70.2
2272,riproaringtimes,46.992,69.266
2273,riproaringtimes,56.747,62.493
2274,goodtimes,52.72,57.871
2275,riproaringtimes,49.425,66.745
2276,goodtimes,54.284,52.327
2277,riproaringtimes,49.99,62.93
2278,riproaringtimes,45.656,65.381
2279,recession,39.47,42.878
2280,riproaringtimes,50.137,74.435
2281,recession,43.755,47.962
2282,goodtimes,53.287,55.952
2283,recession,38.26,49.699
2284,recession,41.76,37.417
2285,riproaringtimes,53.429,67.457
2286,goodtimes,60.339,51.047
2287,goodtimes,54.351,51.352
2288,riproaringtimes,53.488,61.661
2289,recession,50.833,37.536
2290,goodtimes,54.001,49.624
2291,goodtimes,56.215,56.885
2292,recession,52.665,43.964
2293,goodtimes,58.072,50.479
2294,recession,54.688,39.235
2295,riproaringtimes,47.361,60.998
2296,riproaringtimes,53.35,59.288
2297,riproaringtimes,53.92,61.338
2298,riproaringtimes,54.231,66.988
2299,riproaringtimes,49.552,64.146
2300,riproaringtimes,50.044,61.965
2301,goodtimes,60.32,56.457
2302,riproaringtimes,45.974,63.548
2303,recession,52.625,43.412
2304,riproaringtimes,40.549,73.79
2305,goodtimes,53.582,63.294
2306,goodtimes,49.976,55.603
2307,goodtimes,52.618,52.958
2308,goodtimes,54.434,58.419
2309,goodtimes,52.842,52.789
2310,riproaringtimes,50.668,65.555
2311,riproaringtimes,49.194,62.266
2312,recession,44.263,46.597
2313,recession,41.771,42.891
2314,recession,38.01,45.891
2315,goodtimes,46.219,44.515
2316,riproaringtimes,51.749,61.191
2317,recession,41.071,32.122
2318,recession,48.067,43.589
2319,riproaringtimes,45.934,68.906
2320,riproaringtimes,45.421,68.741
2321,recession,48.302,49.593
2322,recession,50.358,42.652
2323,riproaringtimes,48.73,70.863
2324,recession,44.422,39.933
2325,recession,46.234,44.439
2326,goodtimes,50.256,52.282
2327,goodtimes,55.063,55.121
2328,recession,37.998,32.809
2329,goodtimes,56.291,57.962
2330,recession,41.778,39.013
2331,goodtimes,55.762,60.517
2332,recession,43.922,41.618
2333,recession,48.678,51.664
2334,recession,47.576,50.223
2335,riproaringtimes,52.585,72.491
2336,riproaringtimes,44.262,60.658
2337,recession,40.434,44.166
2338,riproaringtimes,40.663,70.086
2339,goodtimes,47.113,57.978
2340,riproaringtimes,49.259,65.401
2341,riproaringtimes,51.177,65.415
2342,goodtimes,47.762,49.196
2343,goodtimes,54.226,61.723
2344,goodtimes,60.842,55.754
2345,recession,45.588,39.362
2346,riproaringtimes,47.855,67.516
2347,recession,43.778,44.761
2348,recession,44.786,44.793
2349,riproaringtimes,57.837,68.32
2350,goodtimes,59.253,56.293
2351,recession,41.797,48.329
2352,goodtimes,47.526,53.967
2353,recession,51.175,44.794
2354,riproaringtimes,50.121,55.938
2355,recession,37.14,46.263
2356,recession,44.758,43.142
2357,recession,41.917,39.219
2358,goodtimes,52.323,57.762
2359,riproaringtimes,51.248,60.564
2360,goodtimes,58.182,50.968
2361,recession,42.194,41.662
2362,riproaringtimes,50.825,63.316
2363,recession,41.034,48.066
2364,riproaringtimes,44.511,71.447
2365,recession,48.283,52.203
2366,goodtimes,56.689,57.836
2367,recession,34.687,45.432
2368,riproaringtimes,51.555,66.304
2369,goodtimes,41.641,57.685
2370,recession,37.366,36.53
2371,goodtimes,54.33,54.741
2372,goodtimes,64.337,60.296
2373,riproaringtimes,46.834,68.229
2374,goodtimes,48.66,51.357
2375,goodtimes,47.975,57.137
2376,recession,49.497,47.768
2377,riproaringtimes,50.505,64.515
2378,goodtimes,55.301,49.598
2379,riproaringtimes,51.513,65.947
2380,recession,49.753,44.174
2381,recession,49.229,44.971
2382,recession,40.235,43.321
2383,recession,40.46,40.959
2384,goodtimes,51.802,54.397
2385,goodtimes,57.99,46.392
2386,recession,46.581,37.702
2387,goodtimes,50.739,54.924
2388,riproaringtimes,46.413,59.099
2389,recession,48.92,47.641
2390,goodtimes,47.346,50.484
2391,riproaringtimes,45.604,65.382
2392,goodtimes,57.103,51.798
2393,recession,45.111,41.527
2394,recession,46.153,48.446
2395,goodtimes,50.331,55.185
2396,riproaringtimes,49.784,68.111
2397,goodtimes,55.757,59.187
2398,goodtimes,54.671,55.136
2399,recession,52.448,48.546
2400,riproaringtimes,57.183,65.413
2401,goodtimes,46.923,62.476
2402,recession,47.882,48.461
2403,recession,49.015,50.38
2404,goodtimes,56.075,50.403
2405,riproaringtimes,47.705,57.028
2406,recession,50.085,51.52
2407,recession,47.903,49.644
2408,riproaringtimes,47.876,62.452
2409,goodtimes,53.281,57.498
2410,recession,42.503,47.965
2411,recession,39.097,54.14
2412,recession,30.996,50.725
2413,goodtimes,59.981,63.451
2414,recession,45.319,49.293
2415,goodtimes,47.828,55.953
2416,goodtimes,55.525,51.884
2417,recession,45.549,53.17
2418,recession,46.352,38.21
2419,goodtimes,56.239,63.505
2420,goodtimes,48.529,55.307
2421,goodtimes,63.68,51.062
2422,goodtimes,49.947,50.388
2423,riproaringtimes,54.76,78.144
2424,recession,40.804,43.282
2425,riproaringtimes,47.415,62.755
2426,recession,36.223,41.005
2427,riproaringtimes,49.927,58.438
2428,goodtimes,50.263,58.779
2429,recession,46.116,43.077
2430,goodtimes,55.992,56.366
2431,recession,46.29,47.426
2432,riproaringtimes,45.465,66.677
2433,recession,40.814,33.118
2434,riproaringtimes,53.961,56.595
2435,recession,50.028,41.13
2436,riproaringtimes,54.69,62.365
2437,goodtimes,55.608,46.257
2438,riproaringtimes,49.025,71.87
2439,goodtimes,62.03,45.731
2440,goodtimes,48.937,54.438
2441,goodtimes,51.873,54.359
2442,recession,36.96,39.03
2443,recession,38.905,44.967
2444,riproaringtimes,47.048,71.948
2445,goodtimes,57.023,60.244
2446,riproaringtimes,53.834,55.446
2447,riproaringtimes,45.267,66.044
2448,goodtimes,53.306,51.618
2449,goodtimes,60.78,53.558
2450,riproaringtimes,56.296,72.476
2451,riproaringtimes,51.092,73.803
2452,riproaringtimes,53.654,69.92
2453,riproaringtimes,54.621,67.274
2454,riproaringtimes,42.928,63.325
2455,goodtimes,59.963,61.441
2456,goodtimes,51.527,47.925
2457,recession,43.258,44.259
2458,riproaringtimes,51.146,66.315
2459,riproaringtimes,54.552,62.157
2460,riproaringtimes,48.78,63.055
2461,goodtimes,59.513,59.903
2462,goodtimes,67.121,58.404
2463,goodtimes,50.838,50.885
2464,goodtimes,49.699,48.863
2465,riproaringtimes,51.264,62.831
2466,goodtimes,53.437,60.4
2467,riproaringtimes,45.141,61.529
2468,riproaringtimes,48.965,59.141
2469,recession,42.432,46.043
2470,recession,45.072,40.801
2471,goodtimes,53.763,51.941
2472,riproaringtimes,45.387,60.877
2473,riproaringtimes,46.063,61.812
2474,riproaringtimes,54.323,71.785
2475,goodtimes,59.105,62.579
2476,riproaringtimes,46.838,64.485
2477,recession,42.618,44.88
2478,goodtimes,53.547,56.099
2479,recession,49.16,49.145
2480,goodtimes,53.482,54.528
2481,riproaringtimes,49.274,68.492
2482,recession,45.958,45.738
2483,goodtimes,47.741,66.541
2484,riproaringtimes,54.87,66.314
2485,riproaringtimes,42.62,65.668
2486,goodtimes,56.038,54.61
2487,riproaringtimes,51.484,65.591
2488,riproaringtimes,50.437,62.3
2489,recession,56.16,46.834
2490,riproaringtimes,54.874,65.1
2491,recession,52.467,37.143
2492,goodtimes,55.842,62.818
2493,recession,48.407,42.298
2494,riproaringtimes,45.209,60.889
2495,goodtimes,61.924,61.419
2496,goodtimes,63.443,58.094
2497,goodtimes,51.207,51.464
2498,goodtimes,59.008,47.815
2499,recession,45.392,37.244
2500,riproaringtimes,48.218,61.247
2501,riproaringtimes,46.681,60.832
2502,riproaringtimes,46.571,57.812
2503,goodtimes,57.984,58.799
2504,riproaringtimes,52.941,66.957
2505,riproaringtimes,56.116,66.519
2506,recession,50.501,42.541
2507,recession,42.221,45.284
2508,recession,38.247,43.863
2509,riproaringtimes,51.925,63.39
2510,riproaringtimes,56.266,73.719
2511,goodtimes,60.972,56.896
2512,recession,43.548,46.742
2513,recession,41.571,44.005
2514,riproaringtimes,50.112,61.781
2515,riproaringtimes,50.098,69.346
2516,recession,53.931,48.028
2517,recession,47.941,40.459
2518,recession,40.648,46.538
2519,goodtimes,49.532,53.43
2520,recession,43.939,41.967
2521,recession,45.353,45.678
2522,goodtimes,68.32,46.521
2523,recession,50.519,32.751
2524,goodtimes,59.185,51.566
2525,riproaringtimes,56.522,64.299
2526,goodtimes,44.173,54.509
2527,riproaringtimes,56.472,65.6
2528,goodtimes,53.635,54.178
2529,goodtimes,57.155,54.463
2530,recession,46.971,43.094
2531,recession,33.551,49.645
2532,riproaringtimes,51.943,70.067
2533,recession,46.513,46.028
2534,goodtimes,59.335,58.317
2535,goodtimes,57.482,53.715
2536,recession,50.919,43.48
2537,goodtimes,51.896,59.315
2538,recession,44.012,48.295
2539,riproaringtimes,44.394,56.7
2540,goodtimes,51.548,51.806
2541,goodtimes,49.53,57.636
2542,riproaringtimes,46.564,65.738
2543,riproaringtimes,49.66,61.192
2544,riproaringtimes,42.806,68.215
2545,goodtimes,56.99,53.982
2546,goodtimes,55.159,63.73
2547,recession,49.429,43.511
2548,recession,49.493,43.689
2549,recession,46.219,49.701
2550,riproaringtimes,54.455,71.54
2551,goodtimes,58.292,55.55
2552,goodtimes,56.786,55.197
2553,recession,49.904,41.115
2554,riproaringtimes,44.053,64.019
2555,recession,44.61,37.118
2556,recession,44.154,42.38
2557,goodtimes,61.823,59.554
2558,riproaringtimes,50.073,68.136
2559,recession,49.811,48.364
2560,goodtimes,56.462,58.315
2561,recession,45.908,43.047
2562,riproaringtimes,50.895,65.984
2563,goodtimes,52.721,61.659
2564,recession,41.069,47.813
2565,recession,43.887,49.616
2566,goodtimes,52.92,56.705
2567,recession,53.591,42.758
2568,recession,46.878,40.52
2569,riproaringtimes,51.794,65.419
2570,riproaringtimes,44.39,62.744
2571,recession,42.995,32.976
2572,recession,46.947,40.643
2573,recession,43.35,48.676
2574,recession,48.135,44.802
2575,goodtimes,54.031,50.602
2576,riproaringtimes,48.02,65.161
2577,riproaringtimes,54.264,65.311
2578,goodtimes,58.031,61.631
2579,goodtimes,62.209,49.386
2580,goodtimes,56.966,51.593
2581,goodtimes,58.232,54.072
2582,recession,50.827,42.287
2583,recession,35.357,50.393
2584,recession,42.088,47.436
2585,riproaringtimes,54.692,62.595
2586,goodtimes,50.891,55.535
2587,recession,47.097,46.905
2588,recession,48.391,52.648
2589,riproaringtimes,45.607,64.79
2590,recession,46.883,42.15
2591,recession,45.766,46.304
2592,riproaringtimes,49.591,70.818
2593,goodtimes,52.031,48.907
2594,goodtimes,62.249,63.222
2595,recession,47.003,39.675
2596,riproaringtimes,55.371,65.419
2597,riproaringtimes,47.51,64.251
2598,goodtimes,53.539,61.834
2599,goodtimes,50.264,60.614
2600,riproaringtimes,52.175,62.826
2601,riproaringtimes,54.151,66.714
2602,goodtimes,52.836,51.764
2603,recession,45.835,39.69
2604,goodtimes,59.588,54.772
2605,recession,44.805,45.239
2606,riproaringtimes,47.305,69.25
2607,goodtimes,54.739,53.919
2608,recession,40.942,48.367
2609,riproaringtimes,44.645,60.026
2610,riproaringtimes,47.566,66.358
2611,riproaringtimes,46.221,65.538
2612,recession,42.471,37.595
2613,goodtimes,50.847,50.887
2614,goodtimes,49.86,55.678
2615,recession,42.071,40.054
2616,goodtimes,55.067,49.603
2617,recession,42.436,46.844
2618,goodtimes,53.732,54.748
2619,recession,54.621,50.029
2620,goodtimes,54.892,50.271
2621,riproaringtimes,49.782,65.473
2622,recession,40.929,46.83
2623,recession,43.354,43.391
2624,riproaringtimes,51.262,67.086
2625,riproaringtimes,47.524,58.261
2626,goodtimes,58.195,53.548
2627,goodtimes,46.334,52.597
2628,goodtimes,56.691,59.965
2629,riproaringtimes,49.99,59.708
2630,recession,45.446,44.876
2631,riproaringtimes,50.86,66.633
2632,goodtimes,56.56,52.754
2633,recession,55.491,45.523
2634,recession,43.665,38.867
2635,riproaringtimes,52.603,64.441
2636,recession,41.776,49.534
2637,riproaringtimes,44.749,59.876
2638,riproaringtimes,52.181,68.954
2639,goodtimes,53.948,56.938
2640,recession,42.895,44.986
2641,recession,47.252,46.677
2642,riproaringtimes,42.103,65.84
2643,riproaringtimes,49.83,66.732
2644,recession,39.583,40.508
2645,recession,39.817,35.773
2646,goodtimes,49.978,65.477
2647,goodtimes,57.721,54.698
2648,goodtimes,51.793,56.008
2649,riproaringtimes,52.436,62.574
2650,riproaringtimes,44.389,66.452
2651,riproaringtimes,48.541,63.716
2652,goodtimes,48.774,48.439
2653,goodtimes,54.626,51.463
2654,recession,45.233,43.287
2655,riproaringtimes,53.684,58.355
2656,goodtimes,54.61,47.246
2657,recession,50.79,41.773
2658,recession,50.087,43.109
2659,riproaringtimes,44.223,66.239
2660,goodtimes,61.536,56.313
2661,goodtimes,60.618,51.46
2662,goodtimes,51.457,52.324
2663,goodtimes,52.708,51.451
2664,goodtimes,56.235,60.53
2665,goodtimes,49.874,50.336
2666,goodtimes,59.359,53.792
2667,goodtimes,56.274,57.373
2668,recession,46.342,50.371
2669,recession,40.746,45.444
2670,recession,42.351,37.587
2671,recession,42.413,45.071
2672,riproaringtimes,51.923,66.715
2673,recession,43.707,42.566
2674,goodtimes,51.862,55.96
2675,recession,42.273,45.81
2676,goodtimes,51.278,48.144
2677,riproaringtimes,49.418,65.885
2678,riproaringtimes,39.95,64.916
2679,recession,51.215,45.218
2680,recession,44.985,52.801
2681,recession,40.084,53.28
2682,riproaringtimes,42.958,75.497
2683,riproaringtimes,46.565,59.65
2684,riproaringtimes,53.038,68.644
2685,recession,49.828,43.072
2686,recession,40.87,37.43
2687,riproaringtimes,51.7,63.971
2688,goodtimes,52.84,50.056
2689,riproaringtimes,48.936,63.637
2690,riproaringtimes,48.954,59.235
2691,riproaringtimes,55.262,60.51
2692,goodtimes,57.225,53.519
2693,recession,38.909,50.684
2694,recession,49.946,43.535
2695,riproaringtimes,51.163,66.139
2696,goodtimes,60.638,52.451
2697,recession,53.085,44.942
2698,goodtimes,54.827,40.027
2699,recession,32.68,45.326
2700,riproaringtimes,42.171,58.774
2701,goodtimes,60.796,50.03
2702,goodtimes,60.225,52.44
2703,recession,42.364,42.284
2704,recession,38.395,48.85
2705,recession,46.34,42.249
2706,recession,44.11,46.836
2707,riproaringtimes,43.567,61.925
2708,riproaringtimes,54.748,69.884
2709,riproaringtimes,54.433,69.773
2710,recession,40.194,43.526
2711,riproaringtimes,44.165,77.123
2712,goodtimes,51.132,49.413
2713,recession,39.76,51.173
2714,recession,41.078,42.085
2715,riproaringtimes,48.97,71.921
2716,riproaringtimes,55.599,64.843
2717,recession,39.966,47.367
2718,recession,49.586,44.8
2719,recession,40.725,41.062
2720,recession,43.793,37.511
2721,goodtimes,52.218,61.043
2722,goodtimes,57.082,58.35
2723,recession,49.182,41.915
2724,riproaringtimes,51.268,58.931
2725,goodtimes,50.299,48.96
2726,recession,45.989,43.511
2727,recession,42.626,50.292
2728,recession,44.86,45.505
2729,recession,40.684,53.265
2730,recession,44.586,38.181
2731,riproaringtimes,47.28,67.412
2732,recession,39.058,36.86
2733,goodtimes,57.472,56.371
2734,riproaringtimes,56.252,65.481
2735,riproaringtimes,47.258,62.424
2736,goodtimes,53.165,59.008
2737,riproaringtimes,55.624,64.755
2738,riproaringtimes,53.919,64.174
2739,riproaringtimes,59.047,62.325
2740,goodtimes,52.319,55.734
2741,goodtimes,58.225,58.627
2742,recession,41.145,41.887
2743,riproaringtimes,52.528,60.248
2744,riproaringtimes,50.133,58.272
2745,goodtimes,59.587,55.947
2746,recession,46.829,39.418
2747,goodtimes,62.365,51.19
2748,recession,40.149,42.843
2749,goodtimes,55.434,56.445
2750,recession,36.207,39.331
2751,goodtimes,42.797,61.31
2752,recession,38.027,49.901
2753,recession,45.183,42.325
2754,goodtimes,59.344,49.93
2755,goodtimes,57.387,58.274
2756,recession,33.995,38.248
2757,riproaringtimes,49.037,60.101
2758,riproaringtimes,44.312,74.978
2759,recession,38.852,40.671
2760,goodtimes,55.689,54.764
2761,goodtimes,57.548,53.397
2762,riproaringtimes,44.799,64.518
2763,recession,36.103,43.64
2764,riproaringtimes,50.261,65.589
2765,riproaringtimes,39.15,60.316
2766,riproaringtimes,51.862,61.845
2767,riproaringtimes,58.433,66.51
2768,recession,43.583,46.493
2769,goodtimes,46.865,44.912
2770,goodtimes,61.125,53.175
2771,riproaringtimes,48.431,65.384
2772,goodtimes,55.013,62.81
2773,goodtimes,49.545,51.837
2774,riproaringtimes,52.313,75.863
2775,riproaringtimes,45.084,61.079
2776,goodtimes,57.601,52.449
2777,goodtimes,59.626,53.468
2778,recession,44.529,39.433
2779,riproaringtimes,37.419,67.864
2780,goodtimes,63.851,52.4
2781,riproaringtimes,60.347,66.65
2782,riproaringtimes,48.316,65.219
2783,goodtimes,50.36,45.873
2784,recession,46.542,52.59
2785,riproaringtimes,54.095,67.124
2786,goodtimes,51.92,55.314
2787,recession,46.254,49.155
2788,recession,43.056,38.407
2789,riproaringtimes,49.539,63.246
2790,riproaringtimes,53.418,67.37
2791,goodtimes,58.676,53.402
2792,riproaringtimes,51.495,67.666
2793,riproaringtimes,52.056,61.761
2794,recession,47.273,47.843
2795,goodtimes,59.743,61.117
2796,recession,41.043,49.93
2797,goodtimes,53.819,61.206
2798,goodtimes,56.06,48.559
2799,riproaringtimes,59.082,65.053
2800,recession,52.582,42.739
2801,goodtimes,52.42,58.188
2802,riproaringtimes,43.697,63.604
2803,riproaringtimes,51.878,61.778
2804,goodtimes,63.638,58.143
2805,riproaringtimes,47.594,71.82
2806,recession,46.857,39.261
2807,recession,33.885,45.209
2808,recession,36.334,45.04
2809,riproaringtimes,51.776,60.437
2810,recession,49.855,42.195
2811,recession,43.975,46.305
2812,goodtimes,51.899,55.766
2813,riproaringtimes,47.962,65.447
2814,goodtimes,58.442,51.346
2815,recession,48.878,38.828
2816,recession,46.71,40.52
2817,riproaringtimes,54.923,61.087
2818,goodtimes,53.376,53.928
2819,recession,45.973,49.85
2820,recession,42.125,44.429
2821,recession,43.687,36.451
2822,recession,50.133,41.656
2823,goodtimes,55.728,52.17
2824,recession,45.609,50.77
2825,goodtimes,50.973,54.836
2826,riproaringtimes,50.299,60.484
2827,goodtimes,56.308,54.86
2828,recession,44.775,45.338
2829,recession,43.478,43.111
2830,recession,40.313,43.261
2831,recession,36.7,45.951
2832,riproaringtimes,49.916,60.051
2833,riproaringtimes,55.769,61.594
2834,riproaringtimes,58.686,65.949
2835,goodtimes,55.955,62.005
2836,recession,43.329,45.105
2837,recession,51.235,53.098
2838,goodtimes,54.362,52.704
2839,goodtimes,51.308,59.659
2840,recession,50.403,47.462
2841,goodtimes,55.793,58.912
2842,riproaringtimes,47.148,58.948
2843,recession,42.419,36.612
2844,goodtimes,57.96,54.057
2845,riproaringtimes,49.204,62.454
2846,goodtimes,53.891,58.565
2847,recession,46.377,39.923
2848,goodtimes,60.194,54.012
2849,goodtimes,57.21,60.294
2850,riproaringtimes,52.193,65.633
2851,riproaringtimes,49.195,67.111
2852,recession,39.363,45.658
2853,riproaringtimes,48.263,66.885
2854,recession,47.855,40.108
2855,goodtimes,52.116,49.753
2856,goodtimes,59.72,55.566
2857,recession,47.01,40.842
2858,recession,42.156,41.709
2859,recession,47.169,51.312
2860,riproaringtimes,49.683,57.204
2861,goodtimes,54.361,57.964
2862,goodtimes,53.432,58.382
2863,recession,48.992,49.262
2864,goodtimes,50.174,50.81
2865,goodtimes,50.043,58.027
2866,goodtimes,54.49,51.2
2867,riproaringtimes,50.277,66.538
2868,riproaringtimes,51.55,66.398
2869,goodtimes,55.663,59.63
2870,recession,47.846,44.404
2871,riproaringtimes,47.438,69.126
2872,riproaringtimes,42.885,65.239
2873,goodtimes,57.27,54.544
2874,riproaringtimes,52.279,69.123
2875,goodtimes,55.873,50.559
2876,recession,53.248,39.372
2877,riproaringtimes,47.522,64.85
2878,recession,46.929,45.283
2879,riproaringtimes,50.256,62.838
2880,riproaringtimes,47.617,67.146
