release,date,author,status,maturity,version,first,distribution,abstract
Fortune-0.1,1999-04-06T00:56:04,GWARD,cpan,released,0.1,1,Fortune,"read and write fortune (strfile) databases"
PerlQt-2.001,1999-04-06T03:01:13,AWIN,backpan,released,2.001,,PerlQt,
Metadata-0.23,1999-04-06T11:11:54,DJBECKETT,backpan,released,0.23,,Metadata,"base class for metadata"
ORAC-DBA-0.05,1999-04-06T12:32:00,ANDYDUNC,cpan,released,0.05,,ORAC-DBA,
Geo-WeatherNOAA-4.33,1999-04-06T14:02:35,MSOLOMON,cpan,released,4.33,,Geo-WeatherNOAA,"Perl extension for interpreting the NOAA weather data"
Tk-Multi-1.002,1999-04-06T14:32:45,DDUMONT,backpan,released,1.002,,Tk-Multi,"Do not use"
Text-Merge-0.24,1999-04-06T19:49:29,SHARRIS,backpan,released,0.24,,Text-Merge,"v.0.24 General purpose text/data merging methods in Perl."
Tk-TIFF-0.04,1999-04-06T22:41:48,SREZIC,backpan,released,0.04,1,Tk-TIFF,
Crypt-HCE_MD5-0.40,1999-04-07T04:16:55,EESTABROO,backpan,released,0.40,,Crypt-HCE_MD5,"Perl extension implementing one way hash chaining encryption using MD5"
Crypt-HCE_SHA-0.40,1999-04-07T04:33:59,EESTABROO,backpan,released,0.40,,Crypt-HCE_SHA,"Perl extension implementing one way hash chaining encryption using SHA"
PerlQt-2.002,1999-04-07T06:03:55,AWIN,backpan,released,2.002,,PerlQt,
Tk-Clock-0.05,1999-04-07T11:35:52,HMBRAND,backpan,released,0.05,,Tk-Clock,"Clock widget with analog and digital display"
BikePower-0.33,1999-04-07T19:59:36,SREZIC,latest,released,0.33,,BikePower,"bicycle power-output calculator with command-line and Tk interface"
Chart-Graph-1,1999-04-07T23:59:35,MHYOUNG,cpan,released,1,1,Chart-Graph,"Perl extension for a front-end to gnuplot and XRT."
Tree-Trie-0.1,1999-04-08T00:01:17,AVIF,backpan,released,0.1,1,Tree-Trie,"An implementation of the Trie data structure in Perl"
Getopt-Tabular-0.3,1999-04-08T01:30:58,GWARD,latest,released,0.3,,Getopt-Tabular,"table-driven argument parsing for Perl 5"
ParseLex-2.09,1999-04-08T09:29:01,PVERD,cpan,released,2.09,,ParseLex,"D\xE9finition des tokens utilis\xE9s par Parse::Lex"
Net-XWhois-0.55,1999-04-08T13:17:13,VIPUL,cpan,released,0.55,1,Net-XWhois,"Whois Client Interface for Perl5."
Tie-DirHandle-1.10,1999-04-08T13:35:08,PINYAN,latest,released,1.10,1,Tie-DirHandle,"definitions for tied directory handles"
Convert-BER-1.26,1999-04-08T14:21:59,GBARR,backpan,released,1.26,,Convert-BER,"ASN.1 Basic Encoding Rules"
Net-IRC-0.58,1999-04-08T16:18:41,FIMM,cpan,released,0.58,,Net-IRC,"A class for passing event data between subroutines"
Passwd-DB-1.01,1999-04-08T16:21:48,EESTABROO,cpan,released,1.01,,Passwd-DB,"Perl module for manipulating a password file stored in a BerkeleyDB hash"
Convert-IBM390-0.01,1999-04-08T16:50:36,GROMMEL,backpan,released,0.01,1,Convert-IBM390,"functions for manipulating mainframe data"
Convert-IBM390p-0.01,1999-04-08T16:52:07,GROMMEL,backpan,released,0.01,1,Convert-IBM390p,"functions for manipulating mainframe data"
sybperl-2.10_01,1999-04-08T16:53:43,MEWP,backpan,developer,2.10_01,,sybperl,"Sybase extensions to Perl"
Chatbot-Eliza-0.91,1999-04-08T18:29:07,JNOLAN,backpan,released,0.91,,Chatbot-Eliza,"A clone of the classic Eliza program"
File-MkTemp-1.0.3,1999-04-08T20:31:16,TGUMMELS,cpan,released,v1.0.3,,File-MkTemp,"Make temporary filename from template"
CFITSIO-0.91,1999-04-08T21:19:59,PRATZLAFF,backpan,released,0.91,,CFITSIO,"Perl extension for using the CFITSIO library"
Tk-TIFF-0.05,1999-04-08T22:47:34,SREZIC,backpan,released,0.05,,Tk-TIFF,
Net-PcapUtils-0.01,1999-04-08T23:49:24,TIMPOTTER,latest,released,0.01,1,Net-PcapUtils,"Utility routines for Net::Pcap module"
Getopt-EvaP-2.3.5,1999-04-09T02:08:09,LUSOL,backpan,released,v2.3.5,,Getopt-EvaP,"evaluate Perl command line parameters."
WebFetch-0.04,1999-04-09T02:29:17,IKLUFT,backpan,released,0.04,,WebFetch,"Perl module to download and save information from the Web"
DBD-Oracle-0.61,1999-04-09T14:18:57,TIMB,backpan,released,0.61,,DBD-Oracle,"Oracle database driver for the DBI module"
Crypt-Random-0.17,1999-04-09T19:08:40,VIPUL,cpan,released,0.17,1,Crypt-Random,"Cryptographically Secure, True Random Number Generator."
Net-Daemon-0.20,1999-04-09T21:16:51,JWIED,backpan,released,0.20,,Net-Daemon,"Perl extension for portable daemons"
PlRPC-0.2010,1999-04-09T21:18:22,JWIED,cpan,released,0.2010,,PlRPC,"A bundle to install PlRPC-Server, Client and prerequisites."
Win32-TieRegistry-0.22,1999-04-10T05:33:52,TYEMQ,backpan,released,0.22,,Win32-TieRegistry,"Powerful and easy ways to manipulate a registry [on Win32 for now]."
Win32-Sound-0.45,1999-04-10T13:38:06,ACALPINI,cpan,released,0.45,1,Win32-Sound,"An extension to play with Windows sounds"
Term-ReadLine-Gnu-1.05,1999-04-10T16:08:54,HAYASHI,backpan,released,1.05,,Term-ReadLine-Gnu,"Perl extension for the GNU Readline/History Library"
Business-ISSN-0.90,1999-04-10T22:39:38,SAPAPO,cpan,released,0.90,1,Business-ISSN,"Perl extension for International Standard Serial Numbers"
Alias-2.31-bin-1-MacOS,1999-04-11T13:41:40,ASANDSTRM,cpan,released,2.31,1,Alias,"aspirations for Alias"
Apache-correct_headers-1.15,1999-04-11T14:57:04,ANDK,backpan,released,1.15,1,Apache-correct_headers,"A quick guide for mod_perl users"
Make-1.00,1999-04-11T20:39:38,NI-S,cpan,released,1.00,,Make,"a perl 'make' replacement"
IO-String-1.00,1999-04-11T22:26:46,GAAS,backpan,released,1.00,,IO-String,"Emulate IO::File interface for in-core strings"
IO-Multiplex-0.1,1999-04-12T02:12:56,LIRAZ,cpan,released,0.1,,IO-Multiplex,"Object interface to multiplex-style server implementations."
Apache-Cookie-0.1,1999-04-12T02:25:01,LIRAZ,backpan,released,0.1,1,Apache-Cookie,"Interface to Netscape Cookies"
grepmail-3.7,1999-04-12T13:41:00,DCOPPIT,backpan,released,3.7,,grepmail,"search mailboxes for mail matching a regular expression"
MVS-VBFile-0.02,1999-04-12T13:54:35,GROMMEL,backpan,released,0.02,,MVS-VBFile,"Perl extension to read variable blocked files from MVS"
LWPng-alpha-0.24,1999-04-12T14:20:14,GAAS,backpan,released,0.24,,LWPng-alpha,"associate attributes with the URI name space"
Convert-IBM390-0.02,1999-04-12T18:20:01,GROMMEL,backpan,released,0.02,,Convert-IBM390,"functions for manipulating mainframe data"
html2text-0.001,1999-04-13T09:08:06,AWRIGLEY,backpan,released,0.001,1,html2text,"script for generating formatted text from HTML"
Plotter-1.0.1,1999-04-13T10:54:05,MAKLER,cpan,released,v1.0.1,1,Plotter,"Perl extension for C++ plotter library from GNU plotutils"
XML-Generator-0.3,1999-04-13T13:18:49,BHOLZMAN,backpan,released,0.3,,XML-Generator,"Perl extension for generating XML"
Graphics-Simple-0.02,1999-04-13T16:02:12,LUKKA,cpan,released,0.02,1,Graphics-Simple,"implement Graphics::Simple in PostScript files"
SigFigs-1.01,1999-04-13T17:58:57,SBECK,backpan,released,1.01,1,SigFigs,"do math with correct handling of significant figures"
Apache-AuthenN2-0.03,1999-04-13T18:53:13,VALERIE,cpan,released,0.03,,Apache-AuthenN2,"Authenticate into the NT and NIS+ domains"
Apache-AuthenNISPlus-0.05,1999-04-13T18:53:19,VALERIE,cpan,released,0.05,,Apache-AuthenNISPlus,"Authenticate into a NIS+ domain"
WebFS-FileCopy-1.00,1999-04-13T19:10:00,BZAJAC,backpan,released,1.00,,WebFS-FileCopy,"load functions only on demand"
Frontier-RPC-0.05,1999-04-14T00:28:45,KMACLEOD,backpan,released,0.05,,Frontier-RPC,"example XML RPC client"
Tree-MultiNode-0.9.4,1999-04-14T17:34:33,KRBURTON,backpan,released,v0.9.4,,Tree-MultiNode,"a multi node tree object. Most useful for modeling heirarchial data structures."
Tk-TIFF-0.06,1999-04-14T18:18:22,SREZIC,backpan,released,0.06,,Tk-TIFF,
Tk-Date-0.28,1999-04-14T19:24:43,SREZIC,cpan,released,0.28,,Tk-Date,"a date/time widget for perl/Tk"
ParallelUserAgent-2.41,1999-04-15T02:17:49,MARCLANG,cpan,released,2.41,,ParallelUserAgent,"CPAN Bundle for the LWP Parallel User Agent extension"
Quota-1.2.3,1999-04-16T07:17:15,TOMZO,backpan,released,v1.2.3,,Quota,"Perl interface to file system quotas"
Graphics-Simple-0.03,1999-04-16T16:13:00,LUKKA,cpan,released,0.03,,Graphics-Simple,"implement Graphics::Simple in PostScript files"
POP3Client-1.23,1999-04-16T17:54:19,SDOWD,backpan,released,1.23,1,POP3Client,"Perl 5 module to talk to a POP3 (RFC1939) server"
NetServer-ProcessTop-1.00,1999-04-16T19:47:42,JPRIT,backpan,released,1.00,,NetServer-ProcessTop,"Make event loop statistics easily available"
Event-tcpserv-0.04,1999-04-16T19:47:43,JPRIT,backpan,released,0.04,,Event-tcpserv,
PDL-NetCDF-0.61,1999-04-16T23:00:41,DHUNT,backpan,released,0.61,,PDL-NetCDF,
MIME-Lite-1.134,1999-04-17T04:59:36,ERYQ,backpan,released,1.134,,MIME-Lite,"a ""skeleton"" for writing ""t/*.t"" test files."
ExtUtils-TBone-1.110,1999-04-17T05:11:42,ERYQ,backpan,released,1.110,,ExtUtils-TBone,"a ""skeleton"" for writing ""t/*.t"" test files."
Proc-Daemon-0.02,1999-04-17T19:55:07,EHOOD,backpan,released,0.02,,Proc-Daemon,"Run Perl program as a daemon process"
EthiopicDemo-0.01,1999-04-17T21:15:11,DYACOB,cpan,released,0.01,1,EthiopicDemo,
EthiopicUnicode-0.01,1999-04-17T21:16:50,DYACOB,cpan,released,0.01,1,EthiopicUnicode,
Apache-MimeXML-0.01,1999-04-17T21:24:42,MSERGEANT,backpan,released,0.01,1,Apache-MimeXML,"mod_perl mime encoding sniffer for XML files"
IO-stringy-1.206,1999-04-18T03:49:13,ERYQ,backpan,released,1.206,,IO-stringy,"I/O on in-core objects like strings and arrays"
ExtUtils-TBone-1.111,1999-04-18T04:07:21,ERYQ,backpan,released,1.111,,ExtUtils-TBone,"a ""skeleton"" for writing ""t/*.t"" test files."
IO-stringy-1.207,1999-04-18T04:11:55,ERYQ,backpan,released,1.207,,IO-stringy,"I/O on in-core objects like strings and arrays"
Set-Object-0.003,1999-04-18T13:51:23,JLLEROY,backpan,released,0.003,,Set-Object,"set of objects"
Tangram-0.08,1999-04-18T13:51:24,JLLEROY,backpan,released,0.08,1,Tangram,Tangram::Schema
MIME-Lite-1.135,1999-04-18T14:56:16,ERYQ,backpan,released,1.135,,MIME-Lite,"low-calorie MIME generator"
DBD-XBase-0.132,1999-04-18T15:58:31,JANPAZ,backpan,released,0.132,,DBD-XBase,"Perl module for reading and writing the dbf files"
Apache-Language-0.03,1999-04-18T22:07:15,GOZER,cpan,released,0.03,,Apache-Language,"Perl transparent language support for Apache modules and mod_perl scripts"
perl-ldap-0.11,1999-04-18T22:10:20,GBARR,backpan,released,0.11,,perl-ldap,"LDAP Uniform Resource Locators"
ParallelUserAgent-2.42,1999-04-19T00:42:38,MARCLANG,cpan,released,2.42,,ParallelUserAgent,"CPAN Bundle for the LWP Parallel User Agent extension"
HTML-Summary-0.016,1999-04-19T10:23:12,AWRIGLEY,backpan,released,0.016,,HTML-Summary,"module to truncate Japanese encoded text."
Catalog-0.5,1999-04-19T14:23:29,LDACHARY,cpan,released,0.5,,Catalog,"A bundle to install all Catalog related modules"
IDLtree-0.4-with-demoapp,1999-04-19T15:02:42,OMKELLOGG,backpan,released,0.4,1,IDLtree,
pop-0.03,1999-04-19T15:08:44,BHOLZMAN,backpan,released,0.03,,pop,
echo-1.0,1999-04-19T18:50:30,RANDY,cpan,released,1.0,1,echo,"echo arguments"
paste-1.0,1999-04-19T18:53:36,RANDY,cpan,released,1.0,1,paste,"merge corresponding or subsequent lines of files"
sleep-1.0,1999-04-19T18:53:38,RANDY,cpan,released,1.0,1,sleep,"suspend execution for a number of seconds."
printenv-1.0,1999-04-19T18:53:39,RANDY,cpan,released,1.0,1,printenv,"Display the environment"
VMS-User-0_01,1999-04-19T22:23:35,DSUGAL,cpan,released,0_01,1,VMS-User,"Add, remove, list, and change VMS users"
Gtk-Perl-0.5121,1999-04-19T22:46:13,KJALB,cpan,released,0.5121,1,Gtk-Perl,"Choose a color"
Authen-Smb-0.7,1999-04-20T02:17:20,PMKANE,cpan,released,0.7,,Authen-Smb,"Perl extension to authenticate against an SMB server"
Authen-Smb-0.8,1999-04-20T02:53:31,PMKANE,cpan,released,0.8,,Authen-Smb,"Perl extension to authenticate against an SMB server"
grepmail-3.8,1999-04-20T05:20:51,DCOPPIT,backpan,released,3.8,,grepmail,
XML-Writer-0.1,1999-04-20T09:19:11,DMEGG,cpan,released,0.1,1,XML-Writer,"Perl extension for writing XML documents."
WWW-Babelfish-0.01,1999-04-21T03:12:28,DURIST,backpan,released,0.01,1,WWW-Babelfish,"Perl extension for translation via babelfish"
Apache-Filter-0.09,1999-04-21T06:37:42,KWILLIAMS,backpan,released,0.09,,Apache-Filter,"Alter the output of previous handlers"
Apache-AuthPerLDAP-0.5,1999-04-21T11:07:15,HENRIK,latest,released,0.5,1,Apache-AuthPerLDAP,"mod_perl PerLDAP Authentication Module"
Tk-ObjScanner-1.013,1999-04-21T11:48:00,DDUMONT,backpan,released,1.013,,Tk-ObjScanner,"Tk composite widget object scanner"
ObjStore-1.56,1999-04-21T20:05:57,JPRIT,cpan,released,1.56,,ObjStore,"Perl Extension For ObjectStore OODBMS"
ColourChooser.pm-1.12,1999-04-22T07:23:02,SUMMER,backpan,released,1.12,,ColourChooser,"Perl/Tk module providing a Colour selection dialogue box."
petris-1.08,1999-04-22T07:23:03,SUMMER,backpan,released,1.08,,petris,"Perl/Tk module for message and button dialogue boxes."
pixmaped-1.33,1999-04-22T07:23:04,SUMMER,backpan,released,1.33,,pixmaped,"Perl/Tk module for message and button dialogue boxes."
simpat-0.11,1999-04-22T07:23:05,SUMMER,backpan,released,0.11,1,simpat,"Perl/Tk module for message and button dialogue boxes."
snake-1.07,1999-04-22T07:24:37,SUMMER,backpan,released,1.07,,snake,"Perl/Tk module for message and button dialogue boxes."
Apache-ASP-0.09,1999-04-22T08:30:57,CHAMAS,backpan,released,0.09,,Apache-ASP,"Active Server Pages for Apache with mod_perl"
roads-v2.2,1999-04-22T09:19:14,MHAMILTON,backpan,released,v2.2,,roads,"Installing the ROADS software"
Tk-TreeGraph-1.012,1999-04-22T15:16:57,DDUMONT,backpan,released,1.012,,Tk-TreeGraph,"Tk widget to draw a tree in a Canvas"
TFTP-1.0b3,1999-04-22T22:00:00,GSM,latest,released,1.0,1,TFTP,"TFTP Client class"
PerlQt-2.003,1999-04-23T02:34:08,AWIN,backpan,released,2.003,,PerlQt,
Math-Integral-Romberg-0_02,1999-04-23T05:15:36,BOESCH,cpan,released,0_02,,Math-Integral-Romberg,"scalar numerical integration"
readline.5.00553.dll,1999-04-23T05:53:00,ILYAZ,cpan,released,v5.00553.,1,readline,
OS2-SoftInstaller-0.07,1999-04-23T06:29:00,ILYAZ,cpan,released,0.07,,OS2-SoftInstaller,"Perl extension for generation of daughter packages for IBM's Software Installer."
TFTP-1.0b2,1999-04-23T13:43:00,GSM,backpan,released,1.0,1,TFTP,"TFTP Client class"
Apache-Roaming-0.1002,1999-04-23T15:35:04,JWIED,backpan,released,0.1002,,Apache-Roaming,"A bundle to install Apache::Roaming and prerequisites"
Event-tcpserv-0.05,1999-04-23T16:49:02,JPRIT,backpan,released,0.05,,Event-tcpserv,
Ima-DBI-0.03,1999-04-24T01:03:49,MSCHWERN,backpan,released,0.03,,Ima-DBI,"Makes an object be the database connection"
HTML-Clean-0.7,1999-04-24T01:09:52,LINDNER,cpan,released,0.7,,HTML-Clean,"Cleans up HTML code for web browsers, not humans"
Data-Compare-0.01,1999-04-24T02:08:00,FTASSIN,cpan,released,0.01,1,Data-Compare,"compare perl data structures"
Text-Bind-0.03,1999-04-25T02:43:38,EHOOD,backpan,released,0.03,,Text-Bind,"Bind Perl structures to text files"
NetPacket-0.01,1999-04-25T02:46:41,TIMPOTTER,backpan,released,0.01,1,NetPacket,"modules to assemble/disassemble network packets at the protocol level."
XML-QL-0.04,1999-04-25T12:23:03,MSERGEANT,backpan,released,0.04,,XML-QL,"An XML query language"
XML-Writer-0.2,1999-04-25T14:20:47,DMEGG,cpan,released,0.2,,XML-Writer,"Perl extension for writing XML documents."
Graphics-Simple-0.04,1999-04-25T18:08:52,LUKKA,latest,released,0.04,,Graphics-Simple,"implement Graphics::Simple using Gnome Canvas"
Win32-OLE-0.1007,1999-04-25T18:57:09,JDB,backpan,released,0.1007,1,Win32-OLE,"Create and modify OLE VARIANT variables"
OpenGL-0.5,1999-04-26T03:38:49,KJALB,cpan,released,0.5,,OpenGL,
File-FlockDir-0.93,1999-04-26T05:51:39,BILLH,backpan,released,0.93,1,File-FlockDir,"override perl flock() for network or portability purposes"
XML-QL-0.05,1999-04-26T08:39:16,MSERGEANT,backpan,released,0.05,,XML-QL,"An XML query language"
Apache-MimeXML-0.02,1999-04-26T08:39:21,MSERGEANT,backpan,released,0.02,,Apache-MimeXML,"mod_perl mime encoding sniffer for XML files"
SNMP-Monitor-0.1010,1999-04-26T09:29:07,JWIED,backpan,released,0.1010,,SNMP-Monitor,"Create SNMP-Monitor reports"
Digest-MD5-2.07,1999-04-26T09:45:43,GAAS,backpan,released,2.07,,Digest-MD5,"Perl interface to the MD5 Algorithm"
Win32-ASP-2.01,1999-04-26T10:41:06,MSERGEANT,backpan,released,2.01,,Win32-ASP,"a Module for ASP (PerlScript) Programming"
Net-SNMP-1.40,1999-04-26T13:39:02,DTOWN,backpan,released,1.40,,Net-SNMP,"Simple Network Management Protocol version-1"
Filesys-Statvfs_Df-0.58,1999-04-26T15:54:50,IGUTHRIE,backpan,released,0.58,,Filesys-Statvfs_Df,"Perl extension for statvfs()."
CfgTie-0.3,1999-04-26T16:07:12,RANDYM,backpan,released,0.3,,CfgTie,"A CfgTie example that checks /var/spool/mail for errors"
TK-TIMESHEET-0.01,1999-04-26T17:01:34,ANDYDUNC,cpan,released,0.01,1,TK-TIMESHEET,
Tangram-0.10,1999-04-26T19:56:41,JLLEROY,backpan,released,0.10,,Tangram,"Orthogonal Object Persistence in Relational Databases"
Tie-DBI-0.85,1999-04-26T20:13:17,LDS,backpan,released,0.85,,Tie-DBI,"Tie hashes to relational databases"
GD-1.19,1999-04-26T20:35:55,LDS,cpan,released,1.19,,GD,"Interface to Gd Graphics Library"
Statistics-Descriptive-2.4,1999-04-26T22:32:00,COLINK,backpan,released,2.4,,Statistics-Descriptive,"Module of basic descriptive statistical functions."
Filesys-DiskSpace-0.02,1999-04-26T23:46:00,FTASSIN,cpan,released,0.02,1,Filesys-DiskSpace,"Perl df"
perl5.004_05-MAINT_TRIAL_9,1999-04-27T00:23:40,CHIPS,backpan,developer,5.004_05,,perl,"converts a collection of POD pages to HTML format."
XML-Parser-2.23,1999-04-27T02:03:32,COOPERCL,cpan,released,2.23,,XML-Parser,"A perl module for parsing XML documents"
Gedcom-1.01,1999-04-27T03:47:39,PJCJ,backpan,released,1.01,,Gedcom,"a class to manipulate Gedcom genealogy files"
Chart-Graph-1.1,1999-04-27T05:42:20,MHYOUNG,cpan,released,1.1,,Chart-Graph,"Perl extension for a front-end to gnuplot and XRT."
CGI-Persistent-0.19,1999-04-27T07:02:18,VIPUL,backpan,released,0.19,1,CGI-Persistent,"Transparent state persistence for CGI applications."
WebCache-ICP-1.00,1999-04-27T17:38:04,MHAMILTON,latest,released,1.00,1,WebCache-ICP,"Internet Cache Protocol client and server"
XML-DOM-1.21,1999-04-27T19:14:27,ENNO,backpan,released,1.21,,XML-DOM,"A perl module for building DOM Level 1 compliant document structures"
PodParser-1.081,1999-04-27T21:21:14,BRADAPP,cpan,released,1.081,,PodParser,"base class for creating POD filters and translators"
XML-Parser-2.23-bin-1-MacOS,1999-04-27T23:27:58,ASANDSTRM,backpan,released,2.23,,XML-Parser,"A perl module for parsing XML documents"
SNMP-MIB-Compiler-0.01,1999-04-28T22:59:00,FTASSIN,cpan,released,0.01,1,SNMP-MIB-Compiler,"A bundle to install all SNMP::MIB::Compiler related modules"
DataLocations-5.0-bin-1-Mac,1999-04-29T00:08:40,ASANDSTRM,cpan,released,5.0,1,DataLocations,"magic insertion points in your data"
DBD-XBase-0.140,1999-04-29T15:05:33,JANPAZ,backpan,released,0.140,,DBD-XBase,"Perl module for reading and writing the dbf files"
POP3Client-2.0,1999-04-29T15:07:11,SDOWD,backpan,released,2.0,,POP3Client,"Perl 5 module to talk to a POP3 (RFC1939) server"
Tk-ObjScanner-1.014,1999-04-29T15:40:22,DDUMONT,backpan,released,1.014,,Tk-ObjScanner,"Tk composite widget object scanner"
OpenCA-Configuration-1.2,1999-04-29T18:03:45,MADWOLF,cpan,released,1.2,,OpenCA-Configuration,"Perl extension for blah blah blah"
OpenCA-TRIStateCGI-1.01,1999-04-29T18:03:46,MADWOLF,cpan,released,1.01,1,OpenCA-TRIStateCGI,"Perl extension for implementing 3-state Input Objs."
perl5.004_05,1999-04-29T20:04:24,CHIPS,cpan,released,5.004_05,,perl,"converts a collection of POD pages to HTML format."
Carp-Assert-0.06,1999-04-29T21:03:45,MSCHWERN,backpan,released,0.06,1,Carp-Assert,"stating the obvious to let the computer know"
VMS-Librarian-0_01,1999-04-29T21:41:29,BHUGHES,backpan,released,0_01,1,VMS-Librarian,"Perl extension for blah blah blah"
VMS-IndexedFile-0_02,1999-04-30T01:30:45,BHUGHES,latest,released,0_02,1,VMS-IndexedFile,
VMS-Lock-1_0,1999-04-30T01:42:54,BHUGHES,cpan,released,1_0,,VMS-Lock,
Be-Attribute-0.1,1999-04-30T05:56:19,TSPIN,cpan,released,0.1,,Be-Attribute,"get and set MIME file attributes"
winpdfprint10,1999-04-30T11:09:01,FPIVARI,backpan,released,10,1,winpdfprint,
DbFramework-1.09,1999-04-30T14:20:30,PSHARPE,backpan,released,1.09,,DbFramework,"Attribute class"
MPEG-MP3Info-0.63,1999-04-30T16:26:19,CNANDOR,backpan,released,0.63,,MPEG-MP3Info,"Manipulate / fetch info from MP3 audio files"
pop-0.05,1999-04-30T19:19:56,BHOLZMAN,backpan,released,0.05,,pop,
File-Sort-0.90,1999-04-30T20:48:54,CNANDOR,backpan,released,0.90,,File-Sort,"Sort a file or merge sort multiple files"
Data-Dumper-2.101,1999-05-01T02:01:03,GSAR,cpan,released,2.101,,Data-Dumper,"public release history for Data::Dumper"
Alias-2.32,1999-05-01T02:28:15,GSAR,latest,released,2.32,,Alias,"aspirations for Alias"
Unicode-String-2.02,1999-05-01T12:10:03,GAAS,backpan,released,2.02,,Unicode-String,"String of Unicode characters (UCS2/UTF16)"
Games-Chess-Referee-0.002,1999-05-03T10:34:55,GREGOR,cpan,released,0.002,1,Games-Chess-Referee,"work with chess positions and games, according to the rules of chess."
DBD-XBase-0.141,1999-05-03T13:12:02,JANPAZ,backpan,released,0.141,,DBD-XBase,"Dump the record of the dbf file"
Db-Documentum-1.1,1999-05-03T14:25:57,BRIANSP,backpan,released,1.1,,Db-Documentum,"Perl extension for Documentum Client Libraries."
DateTime-Precise-1.00,1999-05-03T22:12:12,BZAJAC,backpan,released,1.00,,DateTime-Precise,"Perform common time and date operations with additional GPS operations"
Math-Interpolate-1.02,1999-05-03T22:16:53,BZAJAC,backpan,released,1.02,,Math-Interpolate,"Search where an element lies in a list of sorted elements"
Be-Query-0.1,1999-05-04T02:16:33,TSPIN,cpan,released,0.1,,Be-Query,"do a Query for a given filesystem."
Tangram-0.12,1999-05-04T19:58:16,JLLEROY,backpan,released,0.12,,Tangram,"Orthogonal Object Persistence in Relational Databases"
HTML-EP-0.1130,1999-05-04T22:59:11,JWIED,backpan,released,0.1130,,HTML-EP,"A bundle to install the HTML::EP package"
Gedcom-1.02,1999-05-05T00:49:14,PJCJ,backpan,released,1.02,,Gedcom,"a class to manipulate Gedcom genealogy files"
WebFetch-0.06,1999-05-05T02:24:12,IKLUFT,backpan,released,0.06,,WebFetch,"Perl module to download and save information from the Web"
Ima-DBI-0.05,1999-05-05T02:25:45,MSCHWERN,backpan,released,0.05,,Ima-DBI,"Database connection caching and organization"
CGI-Debug-0_03,1999-05-05T07:39:19,JONAS,backpan,released,0_03,,CGI-Debug,"module for CGI programs debugging"
UnicodeString-2.02-bin-1-Mc,1999-05-05T09:08:17,ASANDSTRM,backpan,released,2.02,1,UnicodeString,"String of Unicode characters (UCS2/UTF16)"
Unicode-Map8-0.06-bin-1-Mac,1999-05-05T09:08:19,ASANDSTRM,backpan,released,0.06,1,Unicode-Map8,"map between different character sets"
Term-ReadLine-Gnu-1.06,1999-05-05T14:55:21,HAYASHI,backpan,released,1.06,,Term-ReadLine-Gnu,"Perl extension for the GNU Readline/History Library"
Wizard-0.1001,1999-05-05T16:52:56,AMAR,cpan,released,0.1001,1,Wizard,"A system for configuring virtual Apache web servers"
Wizard-LDAP-0.1003,1999-05-05T16:52:57,AMAR,cpan,released,0.1003,1,Wizard-LDAP,"An Application Wizard"
Data-Locations-5.2,1999-05-06T11:36:58,STBEY,backpan,released,5.2,,Data-Locations,"magic insertion points in your data"
XML-QL-0.06,1999-05-06T15:32:12,MSERGEANT,backpan,released,0.06,,XML-QL,"An XML query language"
Net-SNMP-2.00,1999-05-06T16:25:03,DTOWN,backpan,released,2.00,,Net-SNMP,"Simple Network Management Protocol"
WWW-Babelfish-0.02,1999-05-07T01:37:39,DURIST,backpan,released,0.02,1,WWW-Babelfish,"Perl extension for translation via babelfish"
Apache-Filter-0.10,1999-05-07T05:49:25,KWILLIAMS,backpan,released,0.10,,Apache-Filter,"Alter the output of previous handlers"
Data-Locations-4.4,1999-05-07T08:29:11,STBEY,backpan,released,4.4,,Data-Locations,"magic insertion points in your data"
Event-Stats-0.52,1999-05-07T12:53:23,JPRIT,backpan,released,0.52,,Event-Stats,"Event loop statistics"
Test-1.13,1999-05-07T15:36:10,JPRIT,backpan,released,1.13,,Test,"provides a simple framework for writing test scripts"
Event-tcp-0.07,1999-05-07T15:40:11,JPRIT,backpan,released,0.07,1,Event-tcp,
Parse-Yapp-0.31,1999-05-07T19:57:29,FDESAR,cpan,released,0.31,,Parse-Yapp,"A perl frontend to the Parse::Yapp module"
Ioctl-0.02,1999-05-07T20:16:10,JPRIT,backpan,released,0.02,1,Ioctl,"load the C ioctl defines"
Lingua-PT-Conjugate-0.95,1999-05-08T20:24:51,EGROSS,backpan,released,0.95,,Lingua-PT-Conjugate,"Module for Conjugating Portuguese verbs"
Convert-UUlib-0.03,1999-05-08T20:44:28,MLEHMANN,backpan,released,0.03,1,Convert-UUlib,"Perl interface to the UUDeview library."
WWW-Poll-0.01,1999-05-09T04:27:16,MGAMMON,latest,released,0.01,1,WWW-Poll,"Perl extension to build web polls"
Wizard-LDAP-0.1004,1999-05-09T11:31:15,AMAR,cpan,released,0.1004,,Wizard-LDAP,"An Application Wizard"
CGI-Debug-0_04,1999-05-09T16:13:12,JONAS,backpan,released,0_04,,CGI-Debug,"module for CGI programs debugging"
libwww-perl-5.43,1999-05-09T19:26:17,GAAS,backpan,released,5.43,,libwww-perl,"libwww-perl cookbook"
NameCase-1.04,1999-05-10T07:20:59,SUMMER,backpan,released,1.04,,NameCase,"Perl module to fix the case of people's names."
