jmkmod    58         0.0       10.0    jmkmod  add 0                  
srcthk5   cm         5.36      0.      0.      4000.   4000.      -1
srcthk6   cm         0.        0.      0.      4000.   4000.      -1
srcthk7   cm         0.        0.      0.      4000.   4000.      -1
                                                                    
jmk7m16   88         0.0       10.0    jmkmod  add 0                  
fano      null       0.2       0.0     0.0     0.9999  1.      -0.01
polyah    null       1.2       1.0     1.0     1000.   1000.    -0.1
E_offset  keV        0.0      -100.   -100.    100.    100.     -0.1
i_pot     keV        2.8e-2    5.e-4   5.e-4   50.     50.    -0.001
gain      chan/pair  4.0       0.01    0.01    100.    100.      0.1
ch_off    chan       0.0      -100.   -100.    100.    100.     -0.1
broad     chan       0.0       0.0     0.0     500.    500.     -1.0
d_gain    chan/pair  0.0       0.0     0.0     100.    100.     -0.1
nchan     null       512.      512.    512.    4096.   4096.     -1.
sestype   null       1.        1.      1.      3.      3.        -1.
contin    null       1.        0.      0.      2.      2.        -1.
econt     keV        10.       0.0     0.0     50.     50.      -0.1
contnorm  null       1.        0.0     0.0     1.e10   1.e10    -0.1
E_max     keV        10.       0.01    0.01    50.     50.      -0.1
E_min     keV        0.01      0.0     0.0     50.     50.      -0.1
E_char    keV        2.        0.0     0.0     50.     50.      -0.1
E_width   keV        0.1       0.0     0.0     50.     50.      -0.1
nInt      null       512.      1.      1.      1024.   1024.     -1.
temper    C          15.       0.0     0.0     100.    100.      -1.
pressure  torr       400.      10.     10.     1000.   1000.     -1.
argrat    null       0.9       0.0     0.0     1.      1.        -1.
shelfsw   null       0.        0.      0.      1.      1.        -1.
t1norm    null       0.        0.      0.      1.e10   1.e10   -0.01
t1par     null       0.999     1.e-10  1.e-10  1.e10   1.e10   -0.01
t2norm    null       0.        0.      0.      1.e10   1.e10   -0.01
t2par     null       1.001     1.e-10  1.e-10  1.e10   1.e10   -0.01
shelfnm   null       0.        0.      0.      1.e10   1.e10   -0.01
pulser    null       0         -20     -20     20      20         -1
pulsepos  chan       100.      0.0     0.0     4096.   4096.      -1
pulsesig  chan       1.        0.      0.      1000.   1000.    -0.1
pulsenrm  null       1.        0.      0.      1.e10   1.e10    -0.1
numcomp   null       16.       16.     16.     16.     16.        -1
numfil    null       7.        7.      7.      7.      7.         -1
pileup    null       0         -10     -10     10      10         -1
pilepar   null       1.        0.      0.      1.      1.      -0.01
bfield    gauss      1.45e4    0.      0.      1.e10   1.e10     -1.
current   mA         1.        0.      0.      1.e10   1.e10   -0.01
incline   deg        0.        0.      0.      1.      1.       -0.1
abswitch  null       0.        0.      0.      1.      1.       -0.1
phi       deg        135.40    0.      0.      360.    360.     -0.1
theta     deg        40.20     0.      0.      999.    999.     -0.1
optconst  null       0.        0.      0.      9999.   9999.    -0.1
E_line1   keV        1.49      0.01    0.01    20.     20.      -0.1
E_line2   keV        1.56      0.01    0.01    20.     20.      -0.1
E_line3   keV        1.60      0.01    0.01    20.     20.      -0.1
E_line4   keV        1.70      0.01    0.01    20.     20.      -0.1
E_line5   keV        1.80      0.01    0.01    20.     20.      -0.1
E_line6   keV        1.90      0.01    0.01    20.     20.      -0.1
E_line7   keV        2.00      0.01    0.01    20.     20.      -0.1
E_line8   keV        2.10      0.01    0.01    20.     20.      -0.1
E_line9   keV        2.20      0.01    0.01    20.     20.      -0.1
E_line10  keV        2.30      0.01    0.01    20.     20.      -0.1
E_line11  keV        2.40      0.01    0.01    20.     20.      -0.1
E_line12  keV        2.50      0.01    0.01    20.     20.      -0.1
E_line13  keV        2.60      0.01    0.01    20.     20.      -0.1
E_line14  keV        2.70      0.01    0.01    20.     20.      -0.1
E_line15  keV        2.80      0.01    0.01    20.     20.      -0.1
E_line16  keV        2.90      0.01    0.01    20.     20.      -0.1
E_norm1   null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm2   null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm3   null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm4   null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm5   null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm6   null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm7   null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm8   null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm9   null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm10  null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm11  null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm12  null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm13  null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm14  null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm15  null       1.        0.      0.      1.e10   1.e10    -0.1
E_norm16  null       1.        0.      0.      1.e10   1.e10    -0.1
src1      null       35.       1.      1.      4000.   4000.      -1
src2      null       6.        1.      1.      4000.   4000.      -1
src3      null       2.        1.      1.      4000.   4000.      -1
src4      null       19.       1.      1.      4000.   4000.      -1
src5      null       38.       1.      1.      4000.   4000.      -1
src6      null       45.       1.      1.      4000.   4000.      -1
src7      null       45.       1.      1.      4000.   4000.      -1
srcthk1   cm         0.        0.      0.      4000.   4000.      -1
srcthk2   cm         2.5e-4    0.      0.      4000.   4000.      -1
srcthk3   cm         2.e-6     0.      0.      4000.   4000.      -1
srcthk4   cm         1.065e-4  0.      0.      4000.   4000.      -1
srcthk5   cm         5.36      0.      0.      4000.   4000.      -1
srcthk6   cm         0.        0.      0.      4000.   4000.      -1
srcthk7   cm         0.        0.      0.      4000.   4000.      -1
                                                                    
filter    2          0.0       20.0    filter  mul 0                  
src       null       2.        1.      1.      4000.   4000.      -1
srcthk    cm         2.5e-4    0.      0.      4000.   4000.      -1
