# query_id	rel_n	lca_lineage
NZ_HG326225.1|read1776	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1778	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326225.1|read1779	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1780	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1781	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1782	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1784	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1785	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1786	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1787	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1788	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1789	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1790	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1791	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1792	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1793	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales
NZ_HG326225.1|read1794	2	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas
NZ_HG326225.1|read1796	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium perfringens
NZ_HG326225.1|read1797	2	cellular organisms; Bacteria
NZ_HG326225.1|read1798	2	cellular organisms; Bacteria; Terrabacteria group
NZ_HG326225.1|read1799	2	cellular organisms; Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; Fusobacterium nucleatum
NZ_HG326225.1|read1800	2	cellular organisms; Bacteria
NZ_HG326225.1|read1801	2	cellular organisms; Bacteria
NZ_HG326225.1|read1802	2	cellular organisms; Bacteria
NZ_HG326225.1|read1803	2	cellular organisms; Bacteria
NZ_HG326225.1|read1814	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326225.1|read1817	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1819	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1820	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1821	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326225.1|read1824	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1825	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Negativicutes; Veillonellales; Veillonellaceae
NZ_HG326225.1|read1826	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1827	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1828	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1829	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1831	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1832	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1834	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326225.1|read1835	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326225.1|read1837	2	cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Phaeospirillum
NZ_HG326225.1|read1838	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae
NZ_HG326225.1|read1839	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326225.1|read1840	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326225.1|read1841	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Peptostreptococcus; Peptostreptococcus anaerobius
NZ_HG326225.1|read1842	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Peptostreptococcus
NZ_HG326225.1|read1853	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1854	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales
NZ_HG326225.1|read1855	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelothrix; Erysipelothrix rhusiopathiae
NZ_HG326225.1|read1861	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1863	2	cellular organisms
NZ_HG326225.1|read1871	2	cellular organisms; Bacteria; Terrabacteria group
NZ_HG326225.1|read1874	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326225.1|read1875	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1882	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae
NZ_HG326225.1|read1883	2	cellular organisms; Bacteria; Terrabacteria group
NZ_HG326225.1|read1884	2	cellular organisms; Bacteria
NZ_HG326225.1|read1885	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326225.1|read1886	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1890	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Thermoanaerobacter
NZ_HG326225.1|read1891	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326225.1|read1892	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326225.1|read1895	2	cellular organisms; Bacteria
NZ_HG326225.1|read1897	2	cellular organisms; Bacteria
NZ_HG326225.1|read1898	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326225.1|read1899	2	cellular organisms; Bacteria
NZ_HG326225.1|read1911	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326225.1|read1912	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326225.1|read1914	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1915	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1916	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1917	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326225.1|read1926	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326225.1|read1928	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Hungateiclostridiaceae; Ruminiclostridium
NZ_HG326225.1|read1929	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326225.1|read1930	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae
NZ_HG326225.1|read1932	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326225.1|read1933	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1934	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Peptostreptococcus
NZ_HG326225.1|read1935	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326225.1|read1936	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus; unclassified Peptoniphilus
NZ_HG326225.1|read1938	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus; unclassified Peptoniphilus
NZ_HG326225.1|read1943	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales
NZ_HG326225.1|read1944	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1945	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1946	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1951	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Anoxybacillus; Anoxybacillus flavithermus
NZ_HG326225.1|read1952	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326225.1|read1953	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326225.1|read1959	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326225.1|read1960	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1961	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus prevotii
NZ_HG326225.1|read1962	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1966	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1967	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1968	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1969	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1970	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1971	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1972	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1973	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1974	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1975	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1976	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1977	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1978	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1979	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1980	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1981	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1983	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326225.1|read1985	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read1989	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1990	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1991	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1993	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1998	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read1999	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus hydrogenalis
NZ_HG326225.1|read2000	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read2001	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326225.1|read2002	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus; unclassified Peptoniphilus
NZ_HG326225.1|read2003	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiales incertae sedis; Clostridiales Family XIII. Incertae Sedis
NZ_HG326225.1|read2004	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiales incertae sedis; Clostridiales Family XIII. Incertae Sedis
NZ_HG326225.1|read2005	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiales incertae sedis; Clostridiales Family XIII. Incertae Sedis
NZ_HG326225.1|read2006	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiales incertae sedis; Clostridiales Family XIII. Incertae Sedis
NZ_HG326225.1|read2007	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiales incertae sedis; Clostridiales Family XIII. Incertae Sedis
NZ_HG326225.1|read2008	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2009	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2012	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Hungateiclostridiaceae; Mageeibacillus; Mageeibacillus indolicus
NZ_HG326225.1|read2014	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2015	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus; unclassified Peptoniphilus
NZ_HG326225.1|read2016	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2017	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2018	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2019	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2020	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2021	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2022	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2023	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2024	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2025	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2026	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2027	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326225.1|read2028	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2029	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2030	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326225.1|read2031	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2032	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2033	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2034	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2035	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2036	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2037	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326225.1|read2040	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
NZ_HG326225.1|read2041	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2042	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326225.1|read2044	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2045	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2046	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2047	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2048	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2049	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2050	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae
NZ_HG326225.1|read2051	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2052	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus agalactiae
NZ_HG326225.1|read2053	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2054	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus agalactiae
NZ_HG326225.1|read2055	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus agalactiae
NZ_HG326225.1|read2056	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read2057	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2058	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2059	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus agalactiae
NZ_HG326225.1|read2060	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus agalactiae
NZ_HG326225.1|read2062	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus agalactiae
NZ_HG326225.1|read2063	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2064	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2066	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus agalactiae
NZ_HG326225.1|read2067	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus agalactiae
NZ_HG326225.1|read2068	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus agalactiae
NZ_HG326225.1|read2069	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2070	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus agalactiae
NZ_HG326225.1|read2071	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2072	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2073	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus agalactiae
NZ_HG326225.1|read2075	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2076	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2077	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2078	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
NZ_HG326225.1|read2079	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
NZ_HG326225.1|read2080	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiales incertae sedis; Clostridiales Family XIII. Incertae Sedis
NZ_HG326225.1|read2081	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2082	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2083	2	cellular organisms; Bacteria
NZ_HG326225.1|read2084	2	cellular organisms; Bacteria
NZ_HG326225.1|read2085	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2086	2	cellular organisms; Bacteria
NZ_HG326225.1|read2087	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2088	2	cellular organisms; Bacteria
NZ_HG326225.1|read2089	2	cellular organisms; Bacteria
NZ_HG326225.1|read2091	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326225.1|read2092	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2093	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus hydrogenalis
NZ_HG326225.1|read2095	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
NZ_HG326225.1|read2096	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326225.1|read2098	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
NZ_HG326225.1|read2099	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
NZ_HG326225.1|read2100	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pyogenes
NZ_HG326225.1|read2101	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2102	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326225.1|read2103	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326225.1|read2104	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2106	2	cellular organisms; Bacteria
NZ_HG326225.1|read2107	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326225.1|read2109	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326225.1|read2110	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326225.1|read2111	2	cellular organisms; Bacteria
NZ_HG326225.1|read2112	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2113	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2114	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2115	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2116	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2117	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2118	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326225.1|read2119	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2120	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2121	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326225.1|read2122	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326225.1|read2123	2	cellular organisms; Bacteria
NZ_HG326225.1|read2124	2	cellular organisms; Bacteria
NZ_HG326225.1|read2125	2	cellular organisms; Bacteria
NZ_HG326225.1|read2127	2	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Gardnerella; Gardnerella vaginalis
NZ_HG326225.1|read2128	2	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Gardnerella; Gardnerella vaginalis
NZ_HG326225.1|read2129	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus mutans
NZ_HG326225.1|read2131	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus hydrogenalis
