AVY,industry,Sanitary Paper Products
AVY,industry,Uncoated Paper and Multiwall Bag Manufacturing
AVY,industry,"Coated and Laminated Paper, NEC"
AVY,industry,"Stationery, Tablet, and Related Product Manufacturing"
AVY,industry,Envelope Manufacturing
AVY,industry,"Converted Paper and Paperboard Products, NEC"
AVY,industry,"Packaging Paper and Plastics Film, Coated and Laminated"
AVY,industry,"Plastics, Foil, and Coated Paper Bags"
AVY,revenue,5575900000.0
AVY,name,Avery Dennison
AVY,headquarters,Pasadena_California
Bruce G Beasley,director,BBGI
James P Hackett,director,SCS
AVT,revenue,14253600000.0
AVT,name,Avnet
AVT,headquarters,Phoenix_Arizona
C B Todd,director,MYL
AVP,industry,"Perfumes, Cosmetics, and Other Toilet Preparations"
AVP,revenue,8677300000.0
AVP,name,Avon Products
AVP,headquarters,New_York_New_York
AVR,industry,Other Basic Organic Chemical Manufacturing
AVR,revenue,1592400000.0
AVR,name,Aventine Renewable Energy Holdings Inc.
AVR,headquarters,Pekin_Illinois
Michael F Hines,director,TJX
Steve Tisch,director,TTWO
contrib332,contributor,BA
contrib332,amount,4000.0
contrib332,recipient,Bill Young
MPR,industry,Industrial and Commercial Fans and Blowers and Air  Purification Equipment
MPR,revenue,91400000.0
MPR,name,Met-Pro Corporation
MPR,headquarters,Harleysville_Pennsylvania
MPS,industry,Help Supply Services
MPS,revenue,1876600000.0
MPS,name,"Modis Professional Services, Inc."
MPS,headquarters,Jacksonville_Florida
Mark F Wilson,director,CSV
Katherine Littlefield Hagedorn,director,SMG
AVD,industry,Agricultural Chemicals
AVD,revenue,193800000.0
AVD,name,American Vanguard Corporation
AVD,headquarters,Newport_Beach_California
E Follin Smith,director,R
Francis D Gerace,director,LABL
AVA,industry,Electric and Other Services Combined
AVA,revenue,1506300000.0
AVA,name,Avista Corporation
AVA,headquarters,Spokane_Washington
MPX,industry,Ship and Boat Building
MPX,revenue,261400000.0
MPX,name,Marine Products Corporation
MPX,headquarters,Atlanta_Georgia
Fredric D Price,director,OMRI
John L. Cassis,director,MHS
AXTI,industry,Semiconductor
AXTI,revenue,44500000.0
AXTI,name,AXT Inc
AXTI,headquarters,Fremont_California
Eberhard Faber,director,WPC
Barbara B Kennelly,director,SUNH
Jeri B Finard,director,CZN
Victor Grijalva,director,RIG
Victor Grijalva,director,DYN
Robert H Steele,director,NMX
Richard J Dugas Jr,director,PHM
Charles M Stoehr,director,VOXX
Timothy W Byrne,director,USLM
J Brendan Barba,director,AEPI
Stanton J Bluestone,director,SKS
Ellen T Benoit,director,None
GOT,industry,Department Stores
GOT,industry,Retailing
GOT,revenue,687500000.0
GOT,name,Gottschalks
GOT,headquarters,Fresno_California
Robert R Anderson,director,MKSI
William D Stevens,director,EOG
Walter S Tomenson,director,None
Molly Shi Boren,director,DTG
Martyn D Greenacre,director,ACUS
Martyn D Greenacre,director,CEPH
Martyn D Greenacre,director,CRIS
David M Wathen,director,FELE
Alan J Herrick,director,SAPE
Michael G Morris,director,CBB
Michael G Morris,director,AEP
Carl B Feldbaum,director,EXEL
Randall A Hughes,director,LGVN
Ralph Schlosstein,director,BLK
ISIS,industry,Pharmaceutical Preparations
ISIS,revenue,24500000.0
ISIS,name,"Isis Pharmaceuticals, Inc."
ISIS,headquarters,Carlsbad_California
Ogden R. Reid,director,GPX
contrib1020,contributor,PFE
contrib1020,amount,5108.0
contrib1020,recipient,Joe Courtney
Stuart Bondurant,director,PPDI
Marios Fotiadis,director,ACHN
Marios Fotiadis,director,ANDS
Paulett Eberhart,director,APC
Paulett Eberhart,director,AMD
David Laube,director,CACS
R Jordan Greenhall,director,DIVX
Ralph J. Szygenda,director,HDL
ISIG,industry,All Other Miscellaneous Manufacturing
ISIG,revenue,21900000.0
ISIG,name,"Insignia Systems, Inc."
ISIG,headquarters,Maple_Grove_Minnesota
Marshall N Morton,director,MEG
Harold First,director,ARII
contrib1022,contributor,PFE
contrib1022,amount,3000.0
contrib1022,recipient,Rodney Frelinghuysen
"William Clay Ford, Sr.",director,F
Joseph G Morone,director,TWMC
Michael B Solomon,director,WWE
EMIS,industry,Pharmaceutical Preparations
EMIS,revenue,7300000.0
EMIS,name,"Emisphere Technologies, Inc."
EMIS,headquarters,Tarrytown_New_York
Robert S Lilien,director,FRP
Mitchell H Caplan,director,ETFC
Dennis Cline,director,MCHX
James K Bass,director,TTMI
Oakes Kevin,director,SUMT
Juan Rebolledo Gout,director,PCU
Mark A Mccomiskey,director,DRC
L Paul Teague,director,XEC
Charif Souki,director,None
Rob Chandra,director,MLNX
Grant D Billing,director,BBEP
John C Bates,director,STLD
Donald L Correll,director,HLS
David K Hunt,director,FIS
Timothy W Sullivan,director,BUCY
P George Benson,director,AG
Jon Kirchner,director,DTSI
Kevin J Mills,director,SCKT
Scott M Rosen,director,DLIA
Harvey D Weatherson,director,PCCC
Scott Sandell,director,DDUP
D. Scott Mercer,director,ADPT
L Todd Budge,director,None
Michael Petrick,director,MVL
Michael J Mckenna,director,None
Gerald Baldwin,director,PEET
Christopher Stewart,director,CME
Paul J Halas,director,RGNC
Dudley Mecum,director,C
"Roger J. Heinen, Jr.",director,PRGS
Dain M Hancock,director,TXT
PTIE,industry,Pharmaceutical Preparations
PTIE,revenue,53900000.0
PTIE,name,"Pain Therapeutics, Inc"
PTIE,headquarters,South_San_Francisco_California
David H Ward,director,CZN
John Gordon Ball,director,WSTF
John A Kocur,director,APA
John D Beletic,director,FTWR
John D Beletic,director,TESS
John D Beletic,director,IPAS
Franklin N Saxon,director,CFI
Patrick W Gross,director,WMI
Patrick W Gross,director,TLEO
Patrick W Gross,director,CECO
Joseph P Oneill,director,ACS
Sherrill W Hudson,director,TE
John T Potts Jr,director,CEGE
Phil Young,director,XOMA
Phil Young,director,VICL
Patrick Foley,director,HNT
Jeffery P. Howells,director,TECD
Robert W Harvey,director,TRR
Robert W Foy,director,CWT
APKT,revenue,84100000.0
APKT,name,Acme Packet
APKT,headquarters,Burlington_Massachusetts
William M Moore,director,BABY
Leonard Darryl Hartley,director,JLL
Lawrence Mondry,director,GOLF
Lewis S Ranieri,director,CA
Douglas M Hayes,director,CIR
Douglas M Hayes,director,RS
David D. Smith,director,SBGI
John H Grunewald,director,NAFC
John H Grunewald,director,RLRN
VICL,industry,Biological Product (except Diagnostic) Manufacturing
VICL,revenue,14700000.0
VICL,name,Vical
VICL,headquarters,San_Diego_California
contrib1580,contributor,BAC
contrib1580,amount,14600.0
contrib1580,recipient,Olympia Snowe
John P Devillars,director,CLHB
James Crouthamel,director,VCLK
Eric A Balzer,director,RMTR
Paul Goddard,director,ADLR
Martin Driscoll,director,GNTA
VICR,industry,Computer
VICR,industry,"Electronic Components, NEC"
VICR,revenue,192000000.0
VICR,name,Vicor Corporation
VICR,headquarters,Andover_Massachusetts
Timothy Wright,director,AGEN
Timothy Wright,director,LOOK
Jill Griffin,director,LUB
BEXP,industry,Crude Petroleum and Natural Gas Extraction
BEXP,revenue,106400000.0
BEXP,name,Brigham Exploration Company
BEXP,headquarters,Austin_Texas
contrib883,contributor,MSFT
contrib883,amount,9600.0
contrib883,recipient,Adam Smith
Robert L Kanode,director,VLNC
Lawrence S Coben,director,NRG
John W Ballantine,director,POR
contrib1601,contributor,BAC
contrib1601,amount,5000.0
contrib1601,recipient,Brad Miller
John P/oh Mcconnell,director,WOR
Anne M Holloway,director,AWR
Michael W Rayden,director,TWB
James G Cameron,director,HRZ
William C. Weldon,director,JNJ
William C. Weldon,director,JPM
contrib1603,contributor,UPS
contrib1603,amount,2000.0
contrib1603,recipient,Rick Renzi
Peter M Weil,director,ASHW
Robert Decherd,director,KMB
Robert Decherd,director,BLC
KTII,industry,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
KTII,revenue,148100000.0
KTII,name,"K-Tron International, Inc."
KTII,headquarters,Pitman_New_Jersey
contrib1350,contributor,WMT
contrib1350,amount,5000.0
contrib1350,recipient,John Mica
contrib820,contributor,LMT
contrib820,amount,32500.0
contrib820,recipient,Barbara Mikulski
contrib1188,contributor,TWX
contrib1188,amount,4000.0
contrib1188,recipient,Adam Schiff
contrib1189,contributor,TWX
contrib1189,amount,43500.0
contrib1189,recipient,Charles Schumer
contrib1186,contributor,TWX
contrib1186,amount,299124.0
contrib1186,recipient,John Kerry
contrib1187,contributor,TWX
contrib1187,amount,31750.0
contrib1187,recipient,Ken Salazar
contrib1184,contributor,TWX
contrib1184,amount,30333.0
contrib1184,recipient,Dianne Feinstein
Stuart H Altman,director,LNCR
Jerry Atkin,director,SKYW
MLHR,industry,Manufacturing
MLHR,industry,Furniture
MLHR,revenue,1918900000.0
MLHR,name,Herman Miller
MLHR,headquarters,Zeeland_Michigan
contrib1180,contributor,TXT
contrib1180,amount,3500.0
contrib1180,recipient,John Warner
David Coghlan,director,ESCC
CRYO,industry,Surgical and Medical Instruments and Apparatus
CRYO,revenue,500000.0
CRYO,name,"CryoCor, Inc."
CRYO,headquarters,San_Diego_California
contrib1607,contributor,UPS
contrib1607,amount,3500.0
contrib1607,recipient,Donald A. Manzullo
Samuel Zell,director,CT
Samuel Zell,director,CVA
Samuel Zell,director,AXE
Archie Clemins,director,GLBC
Gary S Gladstein,director,MLI
contrib823,contributor,LMT
contrib823,amount,3500.0
contrib823,recipient,Donald A. Manzullo
Barbara Z Shattuck,director,PENN
Robert Yau,director,GSIT
Steven Cakebread,director,EHTH
Rosanne Haggerty,director,DGX
Howard L Dunn Jr,director,CFI
Lamar Norsworthy,director,HOC
Dean H Anderson,director,MTW
Gary F Colter,director,CORE
Gary F Colter,director,OI
Richard B Loynd,director,FBN
Mark A Ruelle,director,USBE
RMIX,industry,"Concrete Products, Except Block and Brick"
RMIX,revenue,789500000.0
RMIX,name,"U.S. Concrete, Inc."
RMIX,headquarters,Houston_Texas
MBLX,industry,Other Plastics Product Manufacturing
MBLX,revenue,4600000.0
MBLX,name,"Metabolix, Inc."
MBLX,headquarters,Cambridge_Massachusetts
David Lowenstein,director,REVU
Howard Behar,director,SBUX
Howard Behar,director,GPS
Vijay B Samant,director,VICL
Pete Cittadini,director,ACTU
contrib1362,contributor,WPPGY
contrib1362,amount,18218.0
contrib1362,recipient,Chuck Grassley
contrib822,contributor,LMT
contrib822,amount,5000.0
contrib822,recipient,Dave Obey
contrib1360,contributor,WPPGY
contrib1360,amount,15168.0
contrib1360,recipient,Judd Gregg
Donald Ratajczak,director,RT
Charles A Constantino,director,PTC
contrib1367,contributor,WPPGY
contrib1367,amount,29900.0
contrib1367,recipient,Mitch McConnell
contrib1364,contributor,WPPGY
contrib1364,amount,2500.0
contrib1364,recipient,Dan Lungren
contrib1365,contributor,WPPGY
contrib1365,amount,1000.0
contrib1365,recipient,Robert A. Brady
J Simon Stubbings,director,UTIW
Albert Fried Jr,director,EME
Edward M. Liddy,director,MMM
Edward M. Liddy,director,ALL
Edward M. Liddy,director,GS
Edward M. Liddy,director,BA
John P Zanotti,director,QMED
Stephen L. Baum,director,CSC
contrib450,contributor,DF
contrib450,amount,5000.0
contrib450,recipient,Bennie Thompson
contrib451,contributor,DF
contrib451,amount,5000.0
contrib451,recipient,Randy Neugebauer
contrib452,contributor,DF
contrib452,amount,7300.0
contrib452,recipient,Jeb Hensarling
contrib453,contributor,DF
contrib453,amount,6000.0
contrib453,recipient,Pete Sessions
contrib454,contributor,DF
contrib454,amount,5000.0
contrib454,recipient,Dave Obey
contrib455,contributor,DF
contrib455,amount,4000.0
contrib455,recipient,Donald A. Manzullo
contrib456,contributor,DF
contrib456,amount,2000.0
contrib456,recipient,Virginia Foxx
contrib457,contributor,DF
contrib457,amount,3000.0
contrib457,recipient,Joe Baca
contrib458,contributor,DF
contrib458,amount,2500.0
contrib458,recipient,Sam Farr
contrib459,contributor,DF
contrib459,amount,5000.0
contrib459,recipient,Bob Goodlatte
Frank Bumstead,director,SYNM
J Ernest Riddle,director,None
Frank E Richardson III,director,SONC
Carlos C Campbell,director,HRLY
Andrew J Parsons,director,None
Andrew J Parsons,director,UST
John Peter Mclaughlin,director,SGEN
Robert E Allen,director,BMY
Robert E Allen,director,PEP
contrib407,contributor,CMCSA
contrib407,amount,5000.0
contrib407,recipient,Michael D. Rogers
John M Eggemeyer III,director,None
Larry Cunningham,director,LNN
Robert Glaser,director,RNWK
Robert Glaser,director,VPHM
Ann Dibble Jordan,director,JNJ
Ann Dibble Jordan,director,C
Gregory Shove,director,REDE
Clarence A Davis,director,NEST
ARTNA,industry,Water Supply
ARTNA,revenue,47300000.0
ARTNA,name,Artesian Resources Corporation
ARTNA,headquarters,Newark_Delaware
Roger S. Berlind,director,LEH
Alan A Teran,director,MRT
John J Dr Mcgrath,director,EVCI
RAME,industry,Crude Petroleum and Natural Gas Extraction
RAME,revenue,68700000.0
RAME,name,"RAM Energy Resources, Inc."
RAME,headquarters,Tulsa_Oklahoma
Lewis E Burns,director,ESL
Leslie S Matthews,director,HGRD
Samuel M Mencoff,director,PKG
Anne M. Tatlock,director,MRK
Anne M. Tatlock,director,BEN
Anne M. Tatlock,director,FO
E Linn Draper Jr,director,NWEC
E Linn Draper Jr,director,TIN
Robert J Majteles,director,PRTS
Robert J Majteles,director,MVSN
Robert J Majteles,director,PTEC
Stephen H Rogers,director,PSSI
VAL,industry,"Paints, Varnishes, Lacquers, Enamels, and Allied Products"
VAL,revenue,2978100000.0
VAL,name,Valspar Corporation (The)
VAL,headquarters,Minneapolis_Minnesota
Sohaib Abbasi,director,INFA
Wolfgang Kemna,director,BE
Stanley C Erck,director,IOMI
Robert T Ratcliff,director,CNL
James S Marcus,director,None
Barbara L Johnson,director,BMS
VAR,revenue,1597800000.0
VAR,name,Varian Medical Systems
VAR,headquarters,Palo_Alto_California
Michael P Kelly,director,EPIC
D James Daigle,director,None
Daniel P Barry,director,TLGD
Allister P Graham,director,NAFC
William M Gottwald,director,TG
William M Gottwald,director,ALB
Debra L Lee,director,MAR
Debra L Lee,director,EK
William E Chiles,director,BAS
Peter R Moore,director,TBL
Harley A Hughes,director,TVIN
Patrick M Lavelle,director,VOXX
W. Michael Barnes,director,AMD
Barry N Bycoff,director,PRGS
EDE,industry,Electric Services
EDE,revenue,413500000.0
EDE,name,Empire District Electric Company (The)
EDE,headquarters,Joplin_Missouri
Frank Gordon,director,HSTM
William E Green,director,WMB
Byron K Adams Jr,director,UA
Linda Johnson Rice,director,OMC
Linda Johnson Rice,director,MGI
Linda Johnson Rice,director,KMB
Jonas Fajgenbaum,director,WTW
Steven C Salop,director,CRAI
Ronald J Korn,director,SCOR
Ronald J Korn,director,PETS
Virginia M. Rometty,director,AIG
"James Cash, Jr.",director,RSH
"James Cash, Jr.",director,WMT
"James Cash, Jr.",director,GE
"James Cash, Jr.",director,ACL
"James Cash, Jr.",director,MSFT
"James Cash, Jr.",director,PFWD
LRCX,revenue,1642200000.0
LRCX,name,Lam Research
LRCX,headquarters,Fremont_California
Robert L Guido,director,CMC
Robert L Guido,director,BYI
Richard O Wilson,director,None
Richard O Wilson,director,CPE
Armand Neukermans,director,DRRX
contrib731,contributor,INTC
contrib731,amount,5600.0
contrib731,recipient,Jeff Flake
Michael A Victory,director,SFN
Paul M Bass Jr,director,CIX
John Seely Brown,director,VAR
John Seely Brown,director,AMZN
John Seely Brown,director,PLCM
John Seely Brown,director,GLW
Donald F Lamberti,director,CASY
SGTL,industry,Semiconductor
SGTL,revenue,159400000.0
SGTL,name,SigmaTel
SGTL,headquarters,Austin_Texas
Avraham Fischer,director,VYYO
Noel Wilens,director,GOLF
RSCR,industry,Nursing and Residential Care Facilities
RSCR,revenue,1302100000.0
RSCR,name,"Res-Care, Inc."
RSCR,headquarters,Louisville_Kentucky
A Peter Held,director,KMT
Marc Holliday,director,GKK
Spencer Abraham,director,OXY
Margaret E Grayson,director,AGIX
Richard S Chute,director,MKSI
Calvin R Whitehead,director,None
Chaiho Kim,director,ATML
Shaw Hong,director,OVTI
John W Marriott III,director,MAR
Frederick B Hegi Jr,director,DW
Frederick B Hegi Jr,director,USTR
Gregory Stanger,director,DSCM
Gregory Stanger,director,NFLX
John Heil,director,WOOF
Gail K. Boudreaux,director,GENZ
Paul J Fribourg,director,SFD
Rosalyn Mallet,director,CBOU
J Phillip London,director,CAI
Carol Miltner,director,SRSL
SGRP,industry,"Business Services, NEC"
SGRP,revenue,57300000.0
SGRP,name,"SPAR Group, Inc."
SGRP,headquarters,Tarrytown_New_York
contrib1287,contributor,VZ
contrib1287,amount,4000.0
contrib1287,recipient,G. K. Butterfield
Mark Horowitz,director,RMBS
Karen M Rose,director,MFB
Karen M Rose,director,BARE
PCLN,industry,"Business Services, NEC"
PCLN,revenue,1123100000.0
PCLN,name,Priceline.com
PCLN,headquarters,Norwalk_Connecticut
Bettina M Whyte,director,ATG
Gavin S Herbert,director,AGN
William T Donovan,director,None
MTEX,industry,Biotechnology
MTEX,industry,Medicinal and Botanical Manufacturing
MTEX,revenue,410100000.0
MTEX,name,Mannatech
MTEX,headquarters,Coppell_Texas
James F Nolan,director,FSLR
Kurt M Landgraf,director,LPX
Kurt M Landgraf,director,GLW
DIOD,industry,Semiconductor
DIOD,revenue,343300000.0
DIOD,name,Diodes Incorporated
DIOD,headquarters,Westlake_Village_California
Warwick Alex Charlton,director,PHMD
Marna C. Whittington,director,ROH
Marna C. Whittington,director,M
Carl Redfield,director,INFN
Jack L Stahl,director,SGP
Arthur G Lerner,director,HOLX
Samuel Colella,director,ALXA
Samuel Colella,director,GHDX
Samuel Colella,director,SMMX
OVTI,industry,Semiconductor
OVTI,revenue,528100000.0
OVTI,name,Omnivision Technologies
OVTI,headquarters,Sunnyvale_California
Charles L Szews,director,GDI
Joshua S Boger,director,VRTX
Donald E Morgan,director,NIHD
William Stead,director,HSTM
Stephen K Roddenberry,director,INT
Donald L Endres,director,VSE
contrib1653,contributor,UPS
contrib1653,amount,6000.0
contrib1653,recipient,John Doolittle
Alan J Gold,director,FOSL
David L Dunkel,director,KFRC
Bill Welsh,director,LNN
Michael J Hartnett,director,ROLL
H H Champlin,director,OGE
Bob Cohn,director,TRMB
Bob Cohn,director,ERTS
ME,industry,Crude Petroleum and Natural Gas Extraction
ME,revenue,659500000.0
ME,name,"Mariner Energy, Inc."
ME,headquarters,Houston_Texas
Mark L Palmquist,director,SCHN
D Keith Grossman,director,ISRG
D Keith Grossman,director,THOR
Tom Ridge,director,EXC
Tom Ridge,director,HD
Tom Ridge,director,VG
ALOG,industry,Health care
ALOG,revenue,351400000.0
ALOG,name,Analogic Corporation
ALOG,headquarters,Peabody_Massachusetts
Lawrence J Ring,director,RVI
MM,industry,Miscellaneous Durable Goods Merchant Wholesalers
MM,revenue,2229000000.0
MM,name,"Metal Management , Inc."
MM,headquarters,Chicago_Illinois
Adel Mahmoud,director,BDX
MO,industry,Food Manufacturing
MO,revenue,101407000000.0
MO,name,Altria Group
MO,headquarters,New_York_New_York
Leonard H Roberts,director,JCP
Leonard H Roberts,director,RCII
Brian O Casey,director,WHG
BLOG,industry,Computer software
BLOG,revenue,24600000.0
BLOG,name,Bladelogic
BLOG,headquarters,Lexington_Massachusetts
Rodney O. Martin Jr,director,AIG
MW,industry,Retailing
MW,industry,Clothing and Clothing Accessories Stores
MW,revenue,1882100000.0
MW,name,Men's Wearhouse
MW,headquarters,Houston_Texas
John B Stuppin,director,EFOI
Michael A Rocca,director,STJ
ALOT,industry,"Computer Peripheral Equipment, NEC"
ALOT,revenue,65500000.0
ALOT,name,"Astro-Med, Inc."
ALOT,headquarters,West_Warwick_Rhode_Island
Winston J Churchill,director,GRIF
Winston J Churchill,director,AUXL
James G Brocksmith Jr,director,ACV
James G Brocksmith Jr,director,SRE
ALOY,industry,Electronic Shopping and Mail-Order Houses
ALOY,revenue,196100000.0
ALOY,name,"Alloy, Inc."
ALOY,headquarters,New_York_New_York
Lionel N Sterling,director,MIPI
STRC,industry,Personal and Laundry Services
STRC,revenue,93800000.0
STRC,name,"SRI/Surgical Express, Inc."
STRC,headquarters,Tampa_Florida
William R Nicholson,director,LEV
SWIM,industry,Educational services
SWIM,revenue,170300000.0
SWIM,name,INVESTools
SWIM,headquarters,New_York_New_York
SWIM,headquarters,Draper_Utah
SWIM,headquarters,Palo_Alto_California
John Onopchenko,director,VOLC
Thomas L Reece,director,DOV
Michael Gilman,director,EPIX
Stoney M Stubbs Jr,director,FFEX
Bob Mccall,director,CWTR
Jeffrey S Schoen,director,None
Vernon E Altman,director,NAPS
Raymond C Hemmig,director,RSTO
Norm Bacal,director,LGF
COSI,industry,Eating and Drinking Places
COSI,revenue,126900000.0
COSI,name,"Cosi, Inc."
COSI,headquarters,Deerfield_Illinois
James D Dondero,director,LEAP
DOX,industry,Customer relationship management
DOX,industry,Advertising
DOX,revenue,2480100000.0
DOX,name,Amdocs
DOX,headquarters,Chesterfield_Missouri
COST,industry,Retailing
COST,revenue,64400200000.0
COST,name,Costco
COST,headquarters,Issaquah_Washington
Paul E Valuck,director,BDMS
James Scott Crofton,director,CBRX
Stephen M. Patterson,director,ACXM
contrib900,contributor,MSFT
contrib900,amount,1000.0
contrib900,recipient,Doc Hastings
DOV,industry,"Agriculture, Construction, and Mining Machinery Manufacturing"
DOV,revenue,6511600000.0
DOV,name,Dover Corporation
DOV,headquarters,New_York_New_York
DOW,industry,Manufacturing
DOW,industry,Plastics Material and Resin Manufacturing
DOW,revenue,49124000000.0
DOW,name,Dow Chemical Company
DOW,headquarters,Midland_Michigan
Donald W Hudler,director,COA
Jeffrey A Joerres,director,JCI
Jeffrey A Joerres,director,MAN
Jeffrey J Vorholt,director,ABXA
Mary Sue Coleman,director,JNJ
Mary Sue Coleman,director,MDP
XRX,industry,Manufacturing
XRX,industry,"Computer Peripheral Equipment, NEC"
XRX,revenue,15895000000.0
XRX,name,Xerox
XRX,headquarters,Stamford_Connecticut
XRX,headquarters,Rochester_New_York
Étienne Davignon,director,GILD
NT,industry,Telephone and Telegraph Apparatus
NT,industry,Optical Networks Equipment
NT,industry,Telecom Equipment Vendor
NT,name,Nortel Networks
NT,revenue,11418000000.0
POWR,industry,"Business Services, NEC"
POWR,revenue,120400000.0
POWR,name,"PowerSecure International, Inc"
POWR,headquarters,Denver_Colorado
Larry B Porcellato,director,HNI
George J Pilmanis,director,AMOT
John D Harkey Jr,director,LORL
John D Harkey Jr,director,EMIS
John D Harkey Jr,director,LEAP
ICTG,industry,"Business Services, NEC"
ICTG,revenue,447900000.0
ICTG,name,"ICT Group, Inc."
ICTG,headquarters,Langhorne_Pennsylvania
UPS,industry,Logistics
UPS,industry,Truck Transportation
UPS,industry,Transportation
UPS,revenue,49692000000.0
UPS,name,United Parcel Service
UPS,headquarters,Atlanta_Georgia
UPS,headquarters,Sandy_Springs_Georgia
POWI,industry,Semiconductor
POWI,revenue,162400000.0
POWI,name,Power Integrations
POWI,headquarters,San_Jose_California
Peter Mann,director,PBH
Monte J Miller,director,KEX
STRA,industry,Educational services
STRA,revenue,263600000.0
STRA,name,"Strayer Education, Inc."
STRA,headquarters,Arlington_Virginia
Daniel F  Md Hanley,director,NMTI
Douglas T Mcclure Jr,director,AMPX
Robert J Murray,director,TUP
Robert J Murray,director,LOJN
Robert J Murray,director,IDXX
Jonathan Cool,director,IMMC
Harold McGraw III,director,COP
Harold McGraw III,director,UTX
Harold McGraw III,director,MHP
contrib218,contributor,T
contrib218,amount,5000.0
contrib218,recipient,John Carter
contrib219,contributor,T
contrib219,amount,6600.0
contrib219,recipient,Jerry McNerney
contrib216,contributor,T
contrib216,amount,4000.0
contrib216,recipient,Vito Fossella
contrib217,contributor,T
contrib217,amount,26500.0
contrib217,recipient,John E. Sununu
contrib214,contributor,T
contrib214,amount,5000.0
contrib214,recipient,Sanford Bishop
contrib215,contributor,T
contrib215,amount,5500.0
contrib215,recipient,Joe Wilson
contrib212,contributor,T
contrib212,amount,4000.0
contrib212,recipient,Dan Lungren
contrib213,contributor,T
contrib213,amount,7500.0
contrib213,recipient,Larry Craig
contrib210,contributor,T
contrib210,amount,26250.0
contrib210,recipient,John Hardy Isakson
contrib211,contributor,T
contrib211,amount,5000.0
contrib211,recipient,Devin Nunes
Wallace B Askins,director,TRMP
Beryl Raff,director,GPI
Beryl Raff,director,JAS
SUSS,revenue,2242000000.0
SUSS,name,Susser Holdings Corporation
SUSS,headquarters,Corpus_Christi_Texas
Michael J Davies,director,JUPM
Daniel F Mckeithan Jr,director,MCS
Bryon I Mallott,director,ALK
Andrew  P. Goldfarb,director,VRTU
XTO,industry,Crude Petroleum and Natural Gas Extraction
XTO,industry,Petroleum
XTO,revenue,4576000000.0
XTO,name,XTO Energy
XTO,headquarters,Fort_Worth_Texas
Blanc Robert E La,director,CA
contrib957,contributor,NOC
contrib957,amount,5000.0
contrib957,recipient,Rob Bishop
J T Mcmanus,director,EGN
IART,industry,Analytical Laboratory Instrument Manufacturing
IART,industry,Health care
IART,revenue,419300000.0
IART,name,Integra lifesciences
IART,headquarters,Plainsboro_New_Jersey
Robert J Druten,director,KSU
HSY,industry,Chocolate and Cocoa Products
HSY,industry,Sugar and Confectionery Product Manufacturing
HSY,revenue,4944200000.0
HSY,name,The Hershey Company
HSY,headquarters,Hershey_Pennsylvania
Albert C Yates,director,SRT
Albert C Yates,director,LVLT
Robert A Rudell,director,MTOX
Howard M Liebman,director,SHRP
Daniel W Christman,director,ULBI
Daniel W Christman,director,ENTG
IVC,industry,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
IVC,revenue,1498000000.0
IVC,name,Invacare
IVC,headquarters,Elyria_Ohio
Sheldon I Stein,director,MW
Lee T Todd Jr,director,EQT
LYV,industry,"Amusement, Gambling, and Recreation Industries"
LYV,industry,Entertainment
LYV,revenue,3691600000.0
LYV,name,Live Nation
LYV,headquarters,Beverly_Hills_California
Bruce A Beda,director,SF
Jane Murray,director,QMED
Kai Eugen Harald Lindevall,director,ENCO
David A Dye,director,CPSI
William C Blake,director,CRAY
William W Bradley,director,SBUX
Marianne Dolan Weber,director,CVC
Jerrie F Eckelberger,director,DPTR
CIEN,industry,Telephone and Telegraph Apparatus
CIEN,revenue,564100000.0
CIEN,name,Ciena Corporation
CIEN,headquarters,Linthicum_Maryland
Beverly L Thelander,director,CSK
Graham K Crooke,director,INSM
Stephen P Reynolds,director,IN
Stephen P Reynolds,director,PSD
Stephen P Reynolds,director,BEXP
BAX,industry,Health care
BAX,industry,Surgical and Medical Instruments and Apparatus
BAX,revenue,10378000000.0
BAX,name,Baxter International
BAX,headquarters,Deerfield_Illinois
Robert A Mccabe,director,CHD
Georges Gemayel,director,ADLR
Daniel Floyd Hoth Jr,director,SGEN
Chistopher Wellborn,director,PHHM
Chistopher Wellborn,director,MHK
BAC,industry,National Commercial Banks
BAC,revenue,119.19
BAC,name,Bank of America
BAC,headquarters,Charlotte_North_Carolina
James A Thomson,director,AKS
James A Thomson,director,ENCY
Robert J Hermann,director,ORB
Peter Graham,director,ALOY
Randal J Kirk,director,CLDA
Randal J Kirk,director,HALO
James O Rollans,director,FLS
James O Rollans,director,EYE
Merle Berman,director,FNET
Leonard A Dececchis,director,WRES
Roger Sippl,director,IWOV
C G Melville Jr,director,CTL
QLTY,industry,"Trucking, Except Local"
QLTY,revenue,730200000.0
QLTY,name,"Quality Distribution, Inc."
QLTY,headquarters,Tampa_Florida
John T. Mentzer,director,SSI
Geus Aart De,director,SNPS
Geus Aart De,director,AMAT
R Wynn Kearney Jr,director,EXAC
contrib733,contributor,INTC
contrib733,amount,19750.0
contrib733,recipient,Gordon Smith
contrib595,contributor,FMC
contrib595,amount,21300.0
contrib595,recipient,Gordon Smith
Richard A Franco,director,SLXP
Colin L Slade,director,AMIS
VRML,industry,Analytical Laboratory Instrument Manufacturing
VRML,revenue,18200000.0
