# lou-ja2kana.csv
# Copyright 2007 Naoki Tomita <tomita@cpan.org>
# License: GPL
#
# This dictionary is based on the following resource.
# - lou-en2kana.csv (Acme::Lou)
# - edict
#   Copyright (C) 2006 The Electronic Dictionary Research 
#   and Development Group, Monash University.

火点し頃,アーリー イーブニング
火点頃,アーリー イーブニング
火点頃,アーリー イーブニング
火灯し頃,アーリー イーブニング
火入れ,ファイヤー パン
火熱,ヒート
火薬,パウダー
火薬庫,パウダー マガジン
火曜,チューズデー
火曜日,チューズデー
火力支援,ファイヤー サポート
火力支援計画,ファイヤー サポート プラン
火炉,ボイラー
火熨斗,アン アイアン
禍因,コーズ オブ トラブル
稼ぎ手,ハード ワーカー
稼ぎ人,ハード ワーカー
稼げる,ワーク
稼業,トレード
稼働,アクチュアル ワーク
稼働人口,ワーク フォース
稼動,アクチュアル ワーク
箇々,セパレート
箇箇,セパレート
箇所,パッセージ
花,フラワー
花々,ビューティフル
花々しい,ブリリアント
花やか,ブリリアント
花やぐ,ビカム ブリリアント
花園,フラワー ガーデン
花園,フラワー ガーデン
花屋敷,パブリック フラワー ガーデン
花嫁衣装,ウェディング ドレス
花花しい,ブリリアント
花形,スター アクター
花形役者,スター アクトレス
花見時,ブロッサム シーズン
花紅柳緑,ナチュラル ビューティ
花紙,ペーパー ハンカチーフ
花時計,フラワー クロック
花菖蒲,ブルー フラグ
花菖蒲,ブルー フラグ
花色,ライト ブルー
花壇,フラワー ベッド
花柱,スタイル
花売り娘,フラワー ガール
花畑,フラワー ガーデン
花譜,フラワー アルバム
花柄,フラワー パターン
花柄,フラワー パターン
花紋,フラワー デザイン
花暦,フラワー カレンダー
荷,ロード
荷なう,キャリー オン ショルダー
荷捌,セール
荷捌き,セール
荷重,ロード
荷足,セール
荷駄,パック
荷担,サポート
荷電,エレクトリック チャージ
荷馬,パック ホース
華,フラワー
華々しい,ブリリアント
華やか,ブリリアント
華やぐ,ビカム ブリリアント
華華しい,ブリリアント
華実,アピアランス アンド コンテント
華燭,ブライト ライト
華族,ノーブル
華壇,フラワー ベッド
菓子器,ケーキ ボックス
菓子皿,ケーキ ディッシュ
蝦蟇口,パース
課,レッスン
課税率,タックス レート
課題,サブジェクト
課題曲,セット ピース
課程,コース
課目,サブジェクト
貨財,ウェルス
貨車渡し,フォー
貨物自動車,トラック
貨物室,ホールド
貨幣,マネー
過ぎ,パースト
過ぎた事,パースト
過ぎる,パス
過ぎる,ゴー バイ
過ぎ去る,パス
過ぎ行く,パス
過ぎ行く,パス
過ごす,パス
過ち,フォールト
過ちを犯す,メイク アン エラー
過って,イン エラー
過る,ゴー バイ
過去,パースト
過去る,パス
過現未,プレゼント アンド フィーチャー
過誤,ミステイク
過行く,パス
過行く,パス
過失,フォールト
過小,トゥー スモール
過少,トゥー フュー
過怠,ミステイク
過大,トゥー マッチ
過程,プロセス
過日,アザー デイ
過般,サム タイム アゴー
過般来,フォー サム タイム
過密,クラウディド
霞を食う,リブ オン エア
蚊,モスキートー
蚊の鳴く様な声,ベリィ シン ボイス
蚊屋,モスキートー ネット
蚊針,フィッシング フライ
蚊帳,モスキートー ネット
蚊鉤,フィッシング フライ
俄,サドン
俄か,サドン
俄か雨,レイン シャワー
俄に,サドンリー
俄雨,レイン シャワー
俄然,サドンリー
我,マイ
我,ミー
我々,ウィー
我が,マイ
我が家,アワー ハウス
我が校,アワー スクール
我が国,アワー カントリー
我が社,アワー カンパニー
我が身,マイセルフ
我が身を恨む,ブレイム ワンセルフ
我が党,アワー パーティー
我ながら,フォー ミー
我ら,ウィー
我れ,ミー
我を忘れる,フォゲット ワンセルフ
我家,アワー ハウス
我我,ウィー
我国,アワー カントリー
我勝ち,エブリバディ フォー ヒムセルフ
我心,マイ ハート
我等,ウィー
我乍ら,フォー ミー
我方,アワー サイド
我慢強い,ペイシェント
画,ピクチャー
画く,ドロー
画す,ドロー
画する,ドロー
画一思考,ユニフォーム シンキング
画一的,ユニフォーム
画家,ペインター
画学生,アート スチューデント
画境,ムード トゥ ペイント
画工,ペインター
画工,ペインター
画材,マター フォー ペインティング
画策,プラン
画師,ペインター
画師,ペインター
画手,ペインター
画匠,ペインター
画人,ペインター
画聖,マスター ペインター
画然,シャープ
画像,イメージ
画題,サブジェクト
画帖,ピクチャー アルバム
画帳,ピクチャー アルバム
画道,アート オブ ペインティング
画伯,マスター ペインター
画風,スタイル オブ ペインティング
画面,シーン
画廊,ギャラリー
画楼,ピクチャー ギャラリー
臥す,ベンド ダウン
臥せる,ライ ダウン
臥所,ベッド
臥竜,グレート マン
臥竜,グレート マン
臥龍,グレート マン
臥龍,グレート マン
芽出度い,ハッピー
賀春,ニュー イヤー グリーティング
雅客,マン オブ テイスト
雅号,ペン ネーム
雅称,コレクト ネーム
雅致,グッド テイスト
雅味,ハイ クラス
餓える,ハングリー
餓える,ハングリー
餓鬼道,ハングリー ゴースト
餓狼,ハングリー ウルフ
介する,ウォーリィ
介護士,ナース
介助,セカンド
介添え,セカンド
会,アンダースタンディング
会,ミーティング
会う,ミート
会する,ミート
会わせる,サブジェクト トゥ
会員,メンバー
会館,ミーティング ホール
会舘,ミーティング ホール
会議,ミーティング
会議室,カンファレンス ルーム
会議場,カンファレンス ルーム
会議日程,カンファレンス プログラム
会計,アカウント
会計簿,アカウント ブック
会見,オーディエンス
会合,ミーティング
会式,テンプル サービス
会社,カンパニー
会社を辞める,リーブ ザ カンパニー
会社企業,コーポレイション
会社情報,コーポレイト インフォメーション
会社人間,コーポレイト ソルジャー
会社法,コーポレイション ロー
会社名,カンパニー ネーム
会釈,グリーティング
会衆,オーディエンス
会集,オーディエンス
会所,ミーティング プレイス
会商,ネゴシエーション
会場,ミーティング プレイス
会席,ミーティング プレイス
会戦,バトル
会談,カンバセーション
会長,プレジデント
会頭,ソサエティー プレジデント
会同,ミーティング
会堂,チャーチ
会得,アンダースタンディング
会報,リポート
会話,カンバセーション
会話の組,カンバセーション クラス
解かす,メルト
解き放す,セット フリー
解き明かす,エクスプレイン
解く,ソルブ
解ける,カム アパート
解け込む,メルト イントゥ
解する,アンダースタンド
解せる,アンダースタンド
解り,アンダースタンディング
解り悪い,ハード トゥ アンダースタンド
解り難い,ハード トゥ アンダースタンド
解る,アンダースタンド
解れる,カム アパート
解決法,ウェイ アウト
解雇通知,ピンク スリップ
解集合,オープン セット
解説書,マニュアル
解答,アンサー
解答用紙,アンサー シート
解答欄,アンサー コラム
解難い,ディッフィカルト トゥ ソルブ
解纜,セイリング オフ
回し者,シークレット エージェント
回す,ターン
回り出す,ビギン トゥ ターン
回る,ターン
回る,ゴー アラウンド
回を重ねる,リピート
回忌,デス アニバーサリー
回収,コレクション
回収金,リカバリー
回春,リターン オブ スプリング
回数,カウント
回戦,マッチ
回線,ライン
回答,リプライ
回読,リード イン ターン
回復,リカバリー
回報,リプライ
回遊,ラウンド トリップ
回廊,ギャラリー
塊,マス
塊まり,マス
壊す,ブレイク
壊れた時計,ブロークン クロック
壊れる,ブロークン
壊れ易い,ブレイク イーズリー
廻り,ツアー
廻る,ターン
廻る,ゴー アラウンド
廻廊,ギャラリー
快い,プレザント
快音,クリアー サウンド
快楽,プレジャー
快楽,プレジャー
快感,プレザント フィーリング
快漢,プレザント フェロー
快気,リカバリー
快記録,ファイン レコード
快哉,ジョイ
快哉を叫ぶ,シャウト フォー ジョイ
快事,プレジャー
快勝,イージー ヴィクトリー
快晴,グッド ウェザー
快走,ファスト セイリング
快足,クイック オブ フット
快速,ハイ スピード
快速船,ファスト シップ
快速列車,エクスプレス トレイン
快打,クリーン ヒット
快調,エクセレント コンディション
快適,プレザント
快投,グッド ピッチ
快復,リカバリー
快報,グッド ニューズ
快方に向かう,インプルーブ
快方に赴く,インプルーブ
快味,プレジャー
快眠,プレザント スリープ
快癒,リカバリー
快腕,アメイジング アビリティー
怪,ミステリー
怪我の功名,ラッキー ヒット
怪奇,ストレインジ
怪奇物語り,ミステリー ストーリー
怪傑,ワンダー マン
怪事件,ミステリー ケース
怪獣,モンスター
怪獣映画,モンスター フィルム
怪談,ゴースト ストーリー
怪物,モンスター
怪腕,アメイジング アビリティー
悔む,ソーリィ
悔やむ,ソーリィ
恢復,リカバリー
懐,ポケット
懐かしい,ディアー
懐ける,ウィン オーバー
懐疑,ダウト
懐疑心,ダウト
懐銭,ポケット マネー
懐中鏡,ポケット ミラー
懐中時計,ポケット ウォッチ
懐中時計,ポケット ウォッチ
懐中物,パース
戒め,ウォーニング
戒心,ケア
戒飭,ウォーニング
戒飭,ウォーニング
拐う,キャリー オフ
改まった,フォーマル
改まる,フォーマル
改む,チェンジ
改め,フォーマー
改めて,アナザー タイム
改める,チェンジ
改易,チェンジ オブ ランク
改行,ライン フィード
改修,リペアー
改修工事,リペアー ワーク
改進,プログレス
改廃,チェンジ
改変,チェンジ
改名,ネーム チェンジ
魁,ファースト トゥ チャージ
海,シー
海の家,ビーチ ハット
海域,エリア オブ オーシャン
海員,セーラー
海外,フォーリン
海外旅行,バケーション アブロード
海岸,コウスト
海岸植物,ビーチ プラント
海岸伝い,アロング ザ コウスト
海気,シー エア
海牛,シー カウ
海魚,オーシャン フィッシュ
海軍,ネイヴィー
海原,オーシャン
海港,ポート
海溝,ディープ
海砂,シー サンド
海蛇,シー スネイク
海上,シー
海上保安庁,ジャパン コウスト ガード
海神,シー ゴッド
海神,シー ゴッド
海神,シー ゴッド
海水,オーシャン ウォーター
海生動物,シー アニマル
海千山千,オールド フォックス
海損,シー ダメージ
海蜘蛛,シー スパイダー
海中,イン ザ シー
海鳥,シー バード
海鳥,シー バード
海釣,シー フィッシング
海釣り,シー フィッシング
海道,シー ルート
海内,ホール カントリー
海難救助,シー レスキュー
海馬,シー ライオン
海馬,シー ホース
海馬,シー ホース
海浜植物,ビーチ プラント
海兵,セーラー
海辺,ビーチ
海辺,ビーチ
海坊主,シー モンスター
海膨,ライズ
海綿,スポンジ
海面,シー レベル
海面変動,シー レベル チェンジ
海洋,オーシャン
海洋調査船,オーシャン インベスティゲイション シップ
海陸,ランド アンド シー
海流,オーシャン カレント
海路,シー ルート
海路,シー ルート
海路,シー ルート
海驢,シー ライオン
灰色,グレイ
灰色狼,グレイ ウルフ
灰白,グレイ
灰白質,グレイ マター
界,ワールド オブ
界磁極,フィールド ポール
界磁石,フィールド マグネット
皆,エブリバディ
皆,エブリバディ
皆々様,オール オブ ユー
皆さん,エブリバディ
皆さん,エブリバディ
皆の者,エブリバディ
皆皆様,オール オブ ユー
皆無,ナッシング
絵,ピクチャー
絵画,ピクチャー
絵空言,パイプ ドリーム
絵空事,パイプ ドリーム
絵師,ペインター
絵書き,ペインター
絵双紙,ピクチャー ブック
絵捜し,ヒドゥン ピクチャー パズル
絵草紙,ピクチャー ブック
絵探し,ヒドゥン ピクチャー パズル
絵描き,アーティスト
絵柄,パターン
絵本,ピクチャー ブック
開き戸,ドア
開き直る,ターン アポン
開く,オープン
開く,オープン
開けっ広げ,オープン
開けっ放す,リーブ オープン
開ける,オープン
開け広げる,オープン ワイド
開け払う,オープン
開け放す,オープン ワイド
開け放つ,スロー オープン
開管,オープン パイプ
開管分析,オープン チューブ テスト
開口,オープン マウス
開港,オープン ポート
開梱,オープン
開催国,ホースト カントリー
開催日,デイト
開始,スタート
開始日,スタート デイト
開通,オープン
開放,オープン
開豁,オープン
開闢,クリエイション
開闢以来,シンス ザ クリエイション
階級,クラス
階級性,クラス システム
階級政党,クラス パーティー
階高,フロアー ハイト
階差,ディッファレンス
階上,アン アッパー フロアー
階層,クラス
階梯,ステップ
凱,ヴィクトリー ソング
凱歌,ヴィクトリー ソング
外,アウトサイド
外,アザー
外す,リムーブ
外ならぬ,ナッシング But
外れ,エンド
外れる,オフ
外延,エクステンション
外貨,フォーリン マネー
外回り,アウトサイド ワーク
外海,オーシャン
外海,オーシャン
外角,アウトサイド コーナー
外掛け,アウトサイド レッグ トリップ
外観,アピアランス
外気,オープン エア
外気浴,エア バス
外銀,フォーリン バンク
外語,フォーリン ランゲージ
外交政策,フォーリン ポリシー
外国,フォーリン カントリー
外国語,フォーリン ランゲージ
外国航路,フォーリン ルート
外国産,フォーリン
外国人,フォーリナー
外国人労働者,フォーリン ワーカー
外国法,フォーリン ロー
外国法人,フォーリン コーポレイション
外国貿易,フォーリン トレード
外国郵便,メール フロム アブロード
外国旅行,フォーリン トラベル
外資,フォーリン キャピタル
外資系,フォーリン キャピタル グループ
外車,フォーリン オートモビール
外柔内剛,ジェントル But ファーム
外出,トリップ
外出,トリップ
外食産業,フード サービス インダストリー
外信部,フォーリン ニューズ デスク
外人,フォーリナー
外積,クロス プロダクト
外線,アウトサイド テレフォン ライン
外装,アーム
外側,アウトサイド
外側,アウトサイド
外題,タイトル
外注,アウトサイド オーダー
外敵,フォーリン エネミー
外的,アウトサイド
外湯,オープン エア バス
外灯,アウトサイド ライト
外賓,フォーリン ゲスト
外部,アウトサイド
外物,フォーリン マター
外米,フォーリン ライス
外報,フォーリン ニューズ
外遊,フォーリン トラベル
外洋,オープン シー
外来者,ストレンジャー
外乱,ノイズ
害,ダメージ
害する,ダメージ
害毒,ポイズン
崖っぷち,エッジ
崖っ縁,エッジ
概して,ジェネラリィ
概して言えば,ジェネラリィ スピーキング
概ね,イン ジェネラル
概観,ジェネラル ビュー
概念,ジェネラル アイディア
概念的,ジェネラル
概評,ジェネラル ビュー
蓋,カバー
蓋,カバー
蓋し,パハップス
蓋開け,ビギニング
蓋明け,ビギニング
街,タウン
街角,ストリート コーナー
街区,ブロック
街図,ストリート マップ
街着,ストリート クローズズ
街中,ホール タウン
街灯,ストリート ライト
街燈,ストリート ライト
街頭,イン ザ ストリート
街並,ストリート
街並み,ストリート
街路,ロード
街路アドレス,ストリート アドレス
街衢,タウン
該,セイド
該氏,セイド パースン
該問題,マター イン クェスチョン
骸,ボディー
蛙,フロッグ
蛙,フロッグ
蛙黽,ツリー フロッグ
垣,フェンス
垣牆,フェンス
鈎,フック
劃策,プラン
劃然,シャープ
嚇々,ブリリアント
嚇々,ブリリアント
嚇嚇,ブリリアント
嚇嚇,ブリリアント
各,イーチ
各,イーチ
各々,イーチ
各々,イーチ
各一部,ワン コピー イーチ
各員,イーチ ワン
各駅,エブリ ステーション
各回,イーチ タイム
各回,イーチ タイム
各界,イーチ フィールド
各界,イーチ フィールド
各階,イーチ フロアー
各各,イーチ
各各,イーチ
各月,エブリ マンス
各個,エブリ ワン
各戸,エブリ ハウス
各校,イーチ スクール
各校,イーチ スクール
各行,イーチ ライン
各行,イーチ ライン
各行,イーチ ライン
各国,イーチ ネイション
各国,イーチ ネイション
各冊,イーチ ブック
各市,エブリ シティー
各自,イーチ
各室,エブリ ルーム
各社,イーチ カンパニー
各車,パッセンジャー カー
各種,エブリ カインド
各週,エブリ ウィーク
各所,イーチ プレイス
各情報,オール インフォメーション
各人,イーチ パースン
各人各様,ソー メニー メン
各層,イーチ クラス
各大学,イーチ ユニヴァーシティー
各団体,イーチ グループ
各地,エブリ プレイス
各店,イーチ ショップ
各派,イーチ パーティー
各般,オール
各方,オール オブ ユー
各方面,エブリ クオーター
廓清,クリーニング アップ
拡がり,スプレッド
拡がる,スプレッド
拡げる,スプレッド
拡散,スプレッド
拡張,エクステンション
拡張子,エクステンション
格,キャラクター
格を上げる,レイズ ザ スタンダード
格安,チープ
格外,スペシャル
格好,シェイプ
格好のいい,クール
格子縞,チェック パターン
格段,スペシャル
格調,ノーブル
格変化,チェンジ オブ ケース
核果,ストーン フルート
獲る,ゲット
獲る,テイク
獲物,ゲーム
確,シュア
確か,シュア
確と,フォー シュア
確証,ポジティブ プルーフ
確然,ポジティブ
確定,デシジョン
確定申告,ファイナル リポート
確定判決,ファイナル デシジョン
確約,ファーム プロミス
覚え,メモリー
覚える,リメンバー
覚え易い,イージー トゥ ラーン
覚え込む,マスター
覚え書き,ノート
覚める,ウェイク
覚り,アンダースタンディング
覚込む,マスター
覚書,ノート
覚書き,ノート
覚醒,アウェイク
角,コーナー
角刈り,クルー カット
角地,コーナー ロット
角店,コーナー ストアー
角膜銀行,アイ バンク
角目立つ,シャープ
角立つ,シャープ
角立てる,シャープ
赫々,ブリリアント
赫々,ブリリアント
赫赫,ブリリアント
赫赫,ブリリアント
較べる,コンペアー
郭清,クリーニング アップ
隔,エブリ アザー
隔たり,ディスタンス
隔たる,ディスタント
隔てる,シャット アウト
隔月,エブリ セカンド マンス
隔週,エブリ アザー ウィーク
隔日,エブリ アザー デイ
隔年,エブリ セカンド イヤー
革,スキン
革まる,フォーマル
革製バッグ,レザー バッグ
革帯,レザー ベルト
革袋,レザー バッグ
革表紙,レザー カバー
学,ナレッジ
学び,スタディー
学びの庭,スクール
学び取る,コレクト インフォメーション
学ぶ,スタディー
学位,ディグリー
学園,キャンパス
学園祭,スクール フェスティヴァル
学科,スタディー サブジェクト
学課,レッスン
学会,サイエンティフィック ソサエティー
学外,アウトサイド ザ スクール
学期,ターム
学期末,エンド オブ ターム
学究,スチューデント
学級,クラス
学協会,スタディー ソサエティー
学業成績,スクール レコード
学校,スクール
学校が引けてから,アフター スクール
学校へ通う,アテンド スクール
学校給食,スクール ランチ
学校教育法,スクール エデュケーション ロー
学校行事,スクール イベント
学校新聞,スクール ペーパー
学校生活,スクール ライフ
学校保健,スクール ヘルス
学祭,スクール フェスティヴァル
学参,スタディー リファレンス
学舎,スクール
学舎,スクール
学修,スタディー
学習,スタディー
学習机,ライティング デスク
学習参考書,スタディー リファレンス
学習者,スチューデント
学術,サイエンス
学術論文,スタディー
学殖,ナレッジ
学生,スチューデント
学生自治会,スチューデント ボディー
学生証,スチューデント カード
学生服,スクール ユニフォーム
学生帽,スクール キャップ
学績,スクール レコード
学窓,スクール
学長,ユニヴァーシティー プレジデント
学徒,スチューデント
学童,スクール チャイルド
学年,イヤー イン スクール
学派,スクール
学風,メソッド オブ スタディー
学帽,スクール キャップ
学問,スタディー
学問の徒,スチューデント
学問所,プレイス オブ スタディー
学友,スクール フレンド
学力,ナレッジ
学齢,スクール エイジ
岳,ピーク
楽,コンフォート
楽々,イーズリー
楽しい,ファン
楽しげ,ハッピー
楽しみ,プレジャー
楽しむ,エンジョイ ワンセルフ
楽しめる,エイブル トゥ エンジョイ
楽ちん,プレザント
楽に暮らす,リブ イン コンフォート
楽む,エンジョイ ワンセルフ
楽園,プレジャー ガーデン
楽屋,グリーン ルーム
楽屋話,インサイド ストーリー
楽音,ミュージカル ノート
楽界,ミュージカル ワールド
楽楽,イーズリー
楽劇,ミュージカル プレイ
楽士,ミュージシャン
楽師,マスター ミュージシャン
楽勝,イージー ヴィクトリー
楽人,ミュージシャン
楽隊,バンド
楽団,バンド
楽壇,ミュージカル ワールド
楽典,ミュージカル グラマー
楽土,パラダイス
楽譜,スコア
楽譜を読む,リード ミュージック
楽譜台,ミュージック スタンド
額,ピクチャー
額面,フェイス バリュー
掛かり付け,パーソナル
掛かる,テイク
掛ける,ウェアー
掛け違う,コンフリクト
掛け合う,トーク オーバー ウィズ
掛け札,サイン
掛け時計,ウォール クロック
掛け直す,コール アゲイン
掛け布団,ベッド カバー
掛け目,ウェイト
掛け離れる,クワイト ディッファレント フロム
掛の人,オフィシャル イン チャージ
掛りつけ,パーソナル
掛り付け,パーソナル
掛合う,トーク オーバー ウィズ
掛時計,ウォール クロック
掛長,チーフ クラーク
掛布団,ベッド カバー
掛目,ウェイト
掛離れる,クワイト ディッファレント フロム
笠,ハット
割,カット
割,レート
割かし,クワイト
割く,カット アップ
割に,イン プロポーション
割に合う,ワース イット
割り,レート
割りかし,クワイト
割りかた,クワイト
割りつける,レイ アウト
割りに,イン プロポーション
割りの悪い,ノット ワース イット
割り解す,ビート
割り栗,ブロークン ストーン
割り合い,レート
割り込む,カット イン
割り前,シェア
割り増し,ボーナス
割り増し金,ボーナス
割り付ける,レイ アウト
割り符,スコア
割り方,クワイト
割る,カット
割れ,ブロークン ピース
割れた卵,ブロークン エッグ
割れる,ブレイク
割れ物注意,ハンドル ウィズ ケア
割下,スープ
割解す,ビート
割合,レート
割込む,カット イン
割前,シェア
割増,ボーナス
割増し,ボーナス
割付ける,レイ アウト
割付る,レイ アウト
割符,スコア
割烹,クッキング
割烹店,レストラン
恰も,アズ イフ
恰好,シェイプ
恰度,ジャスト
括る,ハング
活かす,メイク ユーズ オブ
活きる,リブ
活ける,アレンジ
活気,エナジー
活気付く,ビカム アクティブ
活魚,リブ フィッシュ
活況,アクティビティー
活劇,アクション ピクチャー
活殺,ライフ or デス
活字を組む,セット タイプ
活字体で書く,プリント
活性,アクティビティー
活線,リブ ワイヤー
活断層,アクティブ フォールト
活動,アクション
活動写真,ムービー
活動的,アクティブ
活動力,エナジー
活溌,アクティブ
活発,アクティブ
活躍,アクティビティー
活用,プラクティカル ユーズ
活量,アクティビティー
活力,エナジー
渇く,サースティ
渇する,サースティ
渇水期,ドライ シーズン
滑らす,レット サム  スリップ
滑り下りる,スライド ダウン
滑り寄る,スライド アップ トゥ
滑り降りる,スライド ダウン
滑り込む,スライド イントゥ
滑り尺,スライド ルール
滑り台,スライド
滑り入る,スライド イントゥ
滑り落ちる,スリップ オフ
滑る,スライド
滑稽,ファニー
滑稽者,フール
滑車,ブロック
滑台,スライド
葛藤,コンフリクト
褐色,ブラウン
褐炭,ブラウン コウル
且つ,イェット
叶う,カム トゥルー
鞄,バッグ
鞄持,プライベート セクレタリー
鞄持ち,プライベート セクレタリー
株,シェア
株が下がる,フォール イン バリュー
株が上がる,ライズ イン バリュー
株式会社,パブリック カンパニー
釜,アイアン ポット
噛み合わせる,エンゲージ
噛み分ける,テイスト
噛り付く,スティック トゥ
噛り付く,スティック トゥ
噛合わせる,エンゲージ
噛分ける,テイスト
鴨,イージー マーク
萱鼠,ハーベスト マウス
刈,カット
刈り干す,カット アンド ドライ
刈り込む,カット
刈り取る,ハーベスト
刈り上げる,ドレス アップ
刈り入れ,ハーベスト
刈り入れる,ハーベスト
刈る,カット
刈取る,ハーベスト
刈除,カット オフ
刈除,カット オフ
刈入,ハーベスト
瓦斯,ガス
乾,ヘブン
乾,ヘブン
乾かす,ドライ
乾く,ゲット ドライ
乾す,エア
乾せる,ドライ アップ
乾びる,ドライ アップ
乾期,ドライ シーズン
乾季,ドライ シーズン
乾坤,ヘブン アンド アース
乾式,ドライ プロセス
乾式工法,ドライ コンストラクション
乾上がる,ドライ アップ
乾性,ドライ
乾燥,ドライ
乾燥期,ドライ シーズン
乾燥季,ドライ シーズン
乾燥洗濯,ドライ クリーニング
乾燥地,ドライ ランド
乾板,ドライ プレート
乾板,ドライ プレート
乾布,ドライ タオル
乾風,ドライ ウィンド
乾酪,チーズ
侃,ストロング
冠,クラウン
冠,クラウン
冠たる,ファースト
冠者,ヤング パースン
冠者,ヤング パースン
寒,コウルド シーズン
寒い,コウルド
寒気,コウルド
寒気,コウルド
寒空,コウルド ウェザー
寒暑,ホット アンド コウルド
寒色,コウルド カラー
寒村,プアー ヴィレッジ
寒暖,ヒート アンド コウルド
寒中,コウルド シーズン
寒中見舞,ウィンター グリーティング カード
寒中見舞い,ウィンター グリーティング カード
寒波,コウルド ウェーブ
寒風,コウルド ウィンド
寒明け,ビギニング オブ スプリング
寒夜,コウルド ナイト
寒流,コウルド カレント
寒冷,コウルド
勘,シックスス センス
勘える,シンク アバウト
勘づく,センス
勘案,シンキング
勘違い,ロング ゲス
勘決,インベスティゲイション アンド デシジョン
勘検,インベスティゲイション
勘査,インベスティゲイション
勘所,フィンガー ボード
勘審,ケアフル インベスティゲイション
勘忍,パードゥン
勘付く,センス
勘弁,パードゥン
勧,レコメンデーション
勧め,レコメンデーション
勧める,オファー
勧業,インダストリー
勧工場,フェアー
勧告,アドバイス
勧告案,レコメンデーション
勧告状,レター オブ アドバイス
勧誘,インヴィテーション
巻,ロール
巻き,ロール
巻きじゃく,テープ メジャー
巻きタバコ,シガレット
巻き煙草,シガレット
巻き起こす,クリエイト
巻き込む,ロール アップ
巻き尺,テープ メジャー
巻き上がる,ロール アップ
巻き上げる,ロール アップ
巻き返し,リカバリー
巻き揚げる,ロール アップ
巻く,ウィンド
巻込む,ロール アップ
巻子本,ロール
巻紙,ペーパー ロール
巻尺,テープ メジャー
巻狩り,ハント
巻返し,リカバリー
喚き声,シャウト
喚く,シャウト
喚び出す,コール
喚声,シャウト
堪える,ベアー
堪える,ベアー
堪える,ベアー
堪え忍ぶ,プット アップ ウィズ
堪らない,アンクシャス トゥ ドゥ
堪忍,パードゥン
姦しい,ノイジー
姦計,トリック
完,エンド
完ぺき,パーフェクト
完結文,センテンス
完治,コンプリート リカバリー
完勝,コンプリート ヴィクトリー
完成,コンプリート
完全コピー,イグザクト コピー
完全試合,パーフェクト ゲーム
完全試合,パーフェクト ゲーム
完全数,パーフェクト ナンバー
完備した,パーフェクト
完壁,パーフェクト
完壁,パーフェクト
完本,コンプリート セット
完璧,パーフェクト
官位,オフィス アンド ランク
官需,オフィシャル ディマンド
官女,コート レディー
官製葉書,ポスタル カード
官等,オフィシャル ランク
官用,オフィシャル ユーズ
官吏,クラーク
官立,ナショナル
寛ぎ,ルーム
寛ぐ,フィール アット ホーム
寛衣,コンフォタブル クローズズ
干す,エア
干る,ドライ
干上がる,ドライ アップ
干天,ドライ ウェザー
干戈,ウォー
幹,ハンドル
幹,ハンドル
幹事長,チーフ セクレタリー
幹線,メイン ライン
幹線道路,メイン ロード
幹流,メイン カレント
患う,フォール イル
患者,ペイシェント
感,フィーリング
感じ,フィーリング
感じる,フィール
感じ取る,フィール
感ずる,フィール
感づく,スメル
感懐,インプレッション
感覚,センス
感覚点,センス ポイント
感興,インタレスト
感激,インプレッション
感謝,サンクス
感情,フィーリング
感触,センス オブ タッチ
感性,センス
感性界,マテリアル ワールド
感嘆,ワンダー
感度良好,ラウド アンド クリアー
感動,インプレッション
感付く,スメル
感冒,コウルド
感無量,ディープ フィーリング
感銘,ディープ インプレッション
慣れ,プラクティス
慣れた,ファミリアー
慣れ親しむ,ビカム ファミリアー ウィズ
慣行,ハビット
慣習法,コモン ロー
慣用,コモン
慣用名,コモン ネーム
慣例,カスタム
換金,ターン イントゥ マネー
換算,チェンジ
換算,チェンジ
敢えて,デアー
柑子色,オレンジ
款待,ウォーム ウェルカム
歓,ジョイ
歓び,ジョイ
歓楽,プレジャー
歓楽街,プレジャー クオーター
歓喜,グレート ジョイ
歓迎,ウェルカム
歓迎宴,ウェルカム パーティー
歓迎会,ウェルカム パーティー
歓心,フェイヴァー
歓心を買う,ウィン フェイヴァー
歓声,チアー
歓談,プレザント トーク
歓天喜地,グレート ジョイ
汗,スウェット
汗をかく,スウェット
汗を掻く,スウェット
汗血,スウェット アンド ブラッド
汗臭い,スメル オブ スウェット
汗水,スウェット
汗知らず,ベイビー パウダー
漢,マン
環,サークル
環指,リング フィンガー
環状線,ベルト ライン
甘い,スイート
甘い,デリシャス
甘いもの,スイート フード
甘いもの好き,スイート トゥース
甘い物,スイート フード
甘んじる,コンテント ワンセルフ ウィズ
甘薯,スイート ポテト
甘薯,スイート ポテト
甘藷,スイート ポテト
甘藷,スイート ポテト
甘美,スイート
監獄,プリズン
監事,マネージャー
監督,コントロール
看る,ルック アフター
看客,オーディエンス
看客,オーディエンス
看護,ナース
看護士,ナース
看護師,ナース
看護人,ナース
看護卒,アーミー ナース
看護長,チーフ ナース
看護婦,ナース
看護婦長,ヘッド ナース
看護兵,アーミー ナース
看破,シー スルー
看板,サイン
看板屋,サイン メーカー
看板娘,ショー ガール
看病人,ナース
竿,ポール
竿秤,ビーム バランス
管,パイプ
管,パイプ
管轄,コントロール
管弦,ミュージック
管制,コントロール
管制塔,コントロール タワー
管理,コントロール
管理者,マネージャー
管理人,マネージャー
管領,コントロール
簡易,コンビニエンス
