"phytohub_id"	"compound_name"	"is_a_precursor"	"is_a_metabolite"	"exact_mass"	"molecular_formula"	"smiles"	"inchikey"
"PHUB000345"	"Canthaxanthin"	1	0	564.3967309140	"C40H52O2"	"C\\C(\\C=C\\C=C(/C)\\C=C\\C1=C(C)C(=O)CCC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/C1=C(C)C(=O)CCC1(C)C"	"FDSDTBUPSURDBL-DKLMTRRASA-N"
"PHUB000346"	"Capsanthin"	1	0	584.4229456630	"C40H56O3"	"C\\C(\\C=C\\C=C(/C)\\C=C\\C(=O)[C@]1(C)C[C@@H](O)CC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C"	"VYIRVAXUEZSDNC-FCAIEIKONA-N"
"PHUB000347"	"Capsorubin"	1	0	600.4178602830	"C40H56O4"	"C\\C(\\C=C\\C=C(/C)\\C=C\\C(=O)[C@]1(C)C[C@@H](O)CC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/C(=O)[C@]1(C)C[C@@H](O)CC1(C)C"	"GVOIABOMXKDDGU-YUURSNASSA-N"
"PHUB000348"	"Carotene 5,6-epoxide (beta-)"	1	0	552.4331164230	"C40H56O"	"C\\C(\\C=C\\C=C(/C)\\C=C\\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/C12OC1(C)CCCC2(C)C"	"RVCRIPILOFSMFG-WWSVUWEKNA-N"
"PHUB000349"	"Carotene-alpha"	1	0	536.4382017920	"C40H56"	"C/C(=C\\C=C\\C=C(/C)\\C=C\\C=C(/C)\\C=C\\C1=C(C)CCCC1(C)C)/C=C/C=C(\\C)/C=C/[C@H]1C(C)=CCCC1(C)C"	"ANVAOWXLWRTKGA-BYORDMDQNA-N"
"PHUB000350"	"Carotene-beta"	1	0	536.4382018030	"C40H56"	"C\\C(\\C=C\\C=C(/C)\\C=C\\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/C1=C(C)CCCC1(C)C"	"OENHQHLEOONYIE-JLTXGRSLSA-N"
"PHUB000351"	"Carotene-gamma"	1	0	536.4382018030	"C40H56"	"CC(C)=CCC\\C(C)=C\\C=C\\C(\\C)=C\\C=C\\C(\\C)=C\\C=C\\C=C(/C)\\C=C\\C=C(/C)\\C=C\\C1=C(C)CCCC1(C)C"	"HRQKOYFGHJYEFS-BXOLYSJBSA-N"
"PHUB000352"	"Carotene-zeta"	1	0	540.4695019320	"C40H60"	"[H]\\C(CC\\C(C)=C(/[H])\\C(\\[H])=C(/[H])\\C(\\C)=C(/[H])\\C(\\[H])=C(/[H])\\C(\\[H])=C(/C)\\C(\\[H])=C(/[H])\\C(\\[H])=C(/C)CC\\C([H])=C(/C)CCC=C(C)C)=C(\\C)CCC=C(C)C"	"BIWLELKAFXRPDE-WTXAYMOSSA-N"
"PHUB000353"	"Crocetin"	1	0	328.1674592530	"C20H24O4"	"C\\C(\\C=C\\C=C(/C)C(O)=O)=C/C=C/C=C(\\C)/C=C/C=C(\\C)C(O)=O"	"PANKHBYNKQNAHN-MQQNZMFNSA-N"
"PHUB000354"	"Crocin"	1	0	976.3787529410	"C44H64O24"	"C\\C(\\C=C\\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C/C=C/C=C(\\C)/C=C/C=C(\\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O"	"SEBIKDIMAPSUBY-NWKKWIHTNA-N"
"PHUB000355"	"Cryptoxanthin-alpha"	1	0	552.4331164230	"C40H56O"	"C\\C(\\C=C\\C=C(/C)\\C=C\\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/C1=C(C)CCCC1(C)C"	"ORAKUVXRZWMARG-MQFXLHLCNA-N"
"PHUB000356"	"Cryptoxanthin-beta"	1	0	552.4331164230	"C40H56O"	"C\\C(\\C=C\\C=C(/C)\\C=C\\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C"	"DMASLKHVQRHNES-XTASNMHZNA-N"
"PHUB000357"	"Echinenone"	1	0	550.4174663590	"C40H54O"	"C\\C(\\C=C\\C=C(/C)\\C=C\\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/C1=C(C)C(=O)CCC1(C)C"	"QXNWZXMBUKUYMD-QQGJMDNJSA-N"
"PHUB000358"	"Flavoxanthin"	1	0	584.4229456630	"C40H56O3"	"C\\C(\\C=C\\C=C(/C)\\C=C\\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)[C@@H]1O[C@]2(C)C[C@@H](O)CC(C)(C)C2=C1"	"JRHJXXLCNATYLS-NGZWBNMCSA-N"
"PHUB000359"	"Fucoxanthin"	1	0	658.4233395880	"C42H58O6"	"[H]C(=[C@@]=C1C(C)(C)C[C@@H](C[C@@]1(C)O)OC(C)=O)C(\\C)=C\\C=C\\C(\\C)=C\\C=C\\C=C(/C)\\C=C\\C=C(/C)C(=O)C[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C"	"SJWWTRQNNRNTPU-SXULMYFXNA-N"
"PHUB000360"	"Lactucaxanthin"	1	0	568.4280310430	"C40H56O2"	"C\\C(\\C=C\\C=C(/C)\\C=C\\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/[C@H]1C(C)=C[C@H](O)CC1(C)C"	"BIPAHAFBQLWRMC-WXECVRDKNA-N"
"PHUB000361"	"Lutein"	1	0	568.4280310430	"C40H56O2"	"C\\C(\\C=C\\C=C(/C)\\C=C\\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C"	"KBPHJBAIARWVSC-MMZBKWJPNA-N"
"PHUB000362"	"Lutein 5,6-epoxide"	1	0	584.4229456630	"C40H56O3"	"C\\C(\\C=C\\C=C(/C)\\C=C\\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C"	"DYUUPIKEWLHQGQ-KNIRGMIANA-N"
"PHUB000363"	"Lycopene"	1	0	536.4382018030	"C40H56"	"CC(C)=CCC\\C(C)=C\\C=C\\C(\\C)=C\\C=C\\C(\\C)=C\\C=C\\C=C(/C)\\C=C\\C=C(/C)\\C=C\\C=C(/C)CCC=C(C)C"	"OAIJSZIZWZSQBC-GYZMGTAESA-N"
"PHUB000364"	"Lycoxanthin"	1	0	552.4331164230	"C40H56O"	"CC(C)=CCC\\C(C)=C\\C=C\\C(\\C)=C\\C=C\\C(\\C)=C\\C=C\\C=C(/C)\\C=C\\C=C(/C)\\C=C\\C=C(/C)CC\\C=C(/C)CO"	"IFTRFNLCKUZSNG-SFEKFZNLSA-N"
"PHUB000365"	"Mutatochrome"	1	0	552.4331164230	"C40H56O"	"C\\C(\\C=C\\C=C(/C)\\C=C\\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)C1OC2(C)CCCC(C)(C)C2=C1"	"GFPJSSAOISEBQL-FZKBJVJCNA-N"
"PHUB000366"	"Neoxanthin"	1	0	600.4178602800	"C40H56O4"	"O[C@@H]1C[C@@]2(C)O[C@@]2(\\C=C\\C(\\C)=C\\C=C\\C(\\C)=C\\C=C\\C=C(/C)\\C=C\\C=C(/C)C=[C@]=C2C(C)(C)C[C@H](O)C[C@@]2(C)O)C(C)(C)C1"	"PGYAYSRVSAJXTE-RTWHBVBZNA-N"
"PHUB000367"	"Physalien"	1	0	1044.8873622150	"C72H116O4"	"CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(\\C=C\\C(\\C)=C\\C=C\\C(\\C)=C\\C=C\\C=C(/C)\\C=C\\C=C(/C)\\C=C\\C2=C(C)C[C@H](CC2(C)C)OC(=O)CCCCCCCCCCCCCCC)C(C)(C)C1"	"XACHQDDXHDTRLX-XLVVAOPESA-N"
"PHUB000368"	"Rubixanthin"	1	0	552.4331164230	"C40H56O"	"CC(C)=CCC\\C(C)=C\\C=C\\C(\\C)=C\\C=C\\C(\\C)=C\\C=C\\C=C(/C)\\C=C\\C=C(/C)\\C=C\\C1=C(C)C[C@@H](O)CC1(C)C"	"ABTRFGSPYXCGMR-KZLGKGLPNA-N"
"PHUB000369"	"Violaxanthin"	1	0	600.4178602830	"C40H56O4"	"C\\C(\\C=C\\C=C(/C)\\C=C\\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C"	"SZCBXWMUOPQSOX-QBPHOBMCNA-N"
"PHUB000370"	"Zeaxanthin"	1	0	568.4280310430	"C40H56O2"	"C\\C(\\C=C\\C=C(/C)\\C=C\\C1=C(C)C[C@@H](O)CC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C"	"JKQXZKUSFCKOGQ-FXIIOSPMNA-N"
"PHUB000371"	"6-Geranylnaringenin"	1	0	408.1936740020	"C25H28O5"	"CC(C)=CCC\\C(C)=C\\CC1=C(O)C2=C(OC(CC2=O)C2=CC=C(O)C=C2)C=C1O"	"XYIQIBWIEGCVQY-FRKPEAEDSA-N"
"PHUB000372"	"6-Prenylnaringenin"	1	1	340.1310737440	"C20H20O5"	"CC(C)=CCC1=C(O)C=C2OC(CC(=O)C2=C1O)C1=CC=C(O)C=C1"	"YHWNASRGLKJRJJ-UHFFFAOYSA-N"
"PHUB000373"	"8-Prenylnaringenin"	1	1	340.1310737440	"C20H20O5"	"CC(C)=CCC1=C2O[C@@H](CC(=O)C2=C(O)C=C1O)C1=CC=C(O)C=C1"	"LPEPZZAVFJPLNZ-UHFFFAOYNA-N"
"PHUB000374"	"6,8-Diprenylnaringenin"	1	0	408.1936740020	"C25H28O5"	"CC(C)=CCC1=C(O)C2=C(OC(CC2=O)C2=CC=C(O)C=C2)C(CC=C(C)C)=C1O"	"HCNLDGTUMBOHKT-UHFFFAOYSA-N"
"PHUB000375"	"Betagarin"	1	0	328.0946882350	"C18H16O6"	"COC1=CC=CC=C1[C@@H]1CC(=O)C2=C(OC)C3=C(OCO3)C=C2O1"	"IHPVFYLOGNNZLA-ZDUSSCGKSA-N"
"PHUB000376"	"Didymin"	1	0	594.1948557750	"C28H34O14"	"COC1=CC=C(C=C1)C1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1"	"RMCRQBAILCLJGU-SMCKTMTRSA-N"
"PHUB000377"	"Eriocitrin"	1	0	596.1741203300	"C27H32O15"	"C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)CC(OC4=C3)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O"	"OMQADRGFMLGFJF-GDRLQRQZSA-N"
"PHUB000378"	"Eriodictyol"	1	1	288.0633881060	"C15H12O6"	"OC1=CC(O)=C2C(=O)CC(OC2=C1)C1=CC(O)=C(O)C=C1"	"SBHXYTNGIZCORC-UHFFFAOYSA-N"
"PHUB000379"	"Eriodictyol 7-O-glucoside"	1	0	450.1162115280	"C21H22O11"	"OC[C@H]1O[C@H](OC2=CC(O)=C3C(=O)CC(OC3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O"	"RAFHNDRXYHOLSH-MMQMLBMASA-N"
"PHUB000380"	"Hesperetin"	1	1	302.0790381710	"C16H14O6"	"COC1=C(O)C=C(C=C1)C1CC(=O)C2=C(O)C=C(O)C=C2O1"	"AIONOLUJZLIMTK-UHFFFAOYSA-N"
"PHUB000381"	"Hesperidin"	1	0	610.1897703950	"C28H34O15"	"COC1=C(O)C=C(C=C1)C1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1"	"QUQPHWDTPGMPEX-LLHRBZKSSA-N"
"PHUB000382"	"Isosakuranetin"	1	0	286.0841235510	"C16H14O5"	"COC1=CC=C(C=C1)C1CC(=O)C2=C(O)C=C(O)C=C2O1"	"HMUJXQRRKBLVOO-UHFFFAOYSA-N"
"PHUB000383"	"Isosakuranin"	1	0	448.1369469730	"C22H24O10"	"COC1=CC=C(C=C1)C1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)C(O)[C@@H](O)[C@H]3O)C=C2O1"	"KEEWIHDTSNESJZ-NKGQIIMOSA-N"
"PHUB000384"	"Isoxanthohumol"	1	1	354.1467238080	"C21H22O5"	"COC1=C2C(=O)CC(OC2=C(CC=C(C)C)C(O)=C1)C1=CC=C(O)C=C1"	"YKGCBLWILMDSAV-UHFFFAOYNA-N"
"PHUB000385"	"Liquiritin"	1	0	418.1263822880	"C21H22O9"	"OC[C@H]1O[C@@H](OC2=CC=C(C=C2)C2CC(=O)C3=C(O2)C=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]1O"	"DEMKZLAVQYISIA-UZQFATADSA-N"
"PHUB000386"	"Liquiritigenin"	1	0	256.0735588660	"C15H12O4"	"OC1=CC=C(C=C1)C1CC(=O)C2=C(O1)C=C(O)C=C2"	"FURUXTVZLHCCNA-UHFFFAOYSA-N"
"PHUB000387"	"Naringenin"	1	0	272.0684734860	"C15H12O5"	"OC1=CC=C(C=C1)C1CC(=O)C2=C(O)C=C(O)C=C2O1"	"FTVWIRXFELQLPI-UHFFFAOYSA-N"
"PHUB000388"	"Prunin"	1	0	434.1212969080	"C21H22O10"	"OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)CC(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O"	"DLIKSSGEMUFQOK-RGHIGTIISA-N"
"PHUB000389"	"Naringin"	1	0	580.1792057100	"C27H32O14"	"C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)CC(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O"	"DFPMSGMNTNDNHN-JJLSSNRUSA-N"
"PHUB000390"	"Naringenin 4'-O-glucoside"	1	0	434.1212969080	"C21H22O10"	"OCC1OC(OC2=CC=C(C=C2)C2CC(=O)C3=C(O)C=C(O)C=C3O2)C(O)C(O)C1O"	"KSDSYIXRWHRPMN-UHFFFAOYNA-N"
"PHUB000391"	"Naringin 6'-malonate"	1	0	666.1795996350	"C30H34O17"	"CC1OC(OC2C(O)C(O)C(COC(=O)CC(O)=O)OC2OC2=CC3=C(C(=O)CC(O3)C3=CC=C(O)C=C3)C(O)=C2)C(O)C(O)C1O"	"YCOQCRMFNLZUCL-UHFFFAOYNA-N"
"PHUB000392"	"Narirutin"	1	0	580.1792057100	"C27H32O14"	"C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)CC(OC4=C3)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O"	"HXTFHSYLYXVTHC-TUURGLJWSA-N"
"PHUB000393"	"Narirutin 4'-O-glucoside"	1	0	742.2320291320	"C33H42O19"	"CC1OC(OCC2OC(OC3=CC4=C(C(=O)CC(O4)C4=CC=C(OC5OC(CO)C(O)C(O)C5O)C=C4)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O"	"KQUWJUNIYQVHCG-UHFFFAOYNA-N"
"PHUB000394"	"Neoeriocitrin"	1	0	596.1741203300	"C27H32O15"	"C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)CC(OC3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O"	"OBKKEZLIABHSGY-BEDUMGIKSA-N"
"PHUB000395"	"Neohesperidin"	1	0	610.1897703950	"C28H34O15"	"COC1=C(O)C=C(C=C1)C1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O1"	"ARGKVCXINMKCAZ-NXNSLOOGSA-N"
"PHUB000396"	"Pinocembrin"	1	0	256.0735588660	"C15H12O4"	"OC1=CC(O)=C2C(=O)CC(OC2=C1)C1=CC=CC=C1"	"URFCJEUYXNAHFI-UHFFFAOYSA-N"
"PHUB000397"	"Poncirin"	1	0	594.1948557750	"C28H34O14"	"COC1=CC=C(C=C1)C1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O1"	"NLAWPKPYBMEWIR-YZOWQMJMSA-N"
"PHUB000398"	"Sakuranetin"	1	0	286.0841235510	"C16H14O5"	"COC1=CC(O)=C2C(=O)CC(OC2=C1)C1=CC=C(O)C=C1"	"DJOJDHGQRNZXQQ-UHFFFAOYNA-N"
"PHUB000399"	"Butin"	1	0	272.0684734860	"C15H12O5"	"OC1=CC2=C(C=C1)C(=O)CC(O2)C1=CC(O)=C(O)C=C1"	"MJBPUQUGJNAPAZ-UHFFFAOYSA-N"
"PHUB000400"	"Garbanzol"	1	0	272.0684734860	"C15H12O5"	"O[C@@H]1C(OC2=C(C=CC(O)=C2)C1=O)C1=CC=C(O)C=C1"	"VRTGGIJPIYOHGT-MLCCFXAWSA-N"
"PHUB000401"	"Glabranin"	1	0	324.1361591240	"C20H20O4"	"CC(C)=CCC1=C2OC(CC(=O)C2=C(O)C=C1O)C1=CC=CC=C1"	"DAWSYIQAGQMLFS-UHFFFAOYSA-N"
"PHUB000402"	"Eriodictyol-6-C-glucoside"	1	0	450.1162115280	"C21H22O11"	"OCC1OC(C(O)C(O)C1O)C1=C(O)C2=C(OC(CC2=O)C2=CC(O)=C(O)C=C2)C=C1O"	"FNJRUYGFVNGXTL-UHFFFAOYSA-N"
"PHUB000403"	"Eriodictyol-8-C-glucoside"	1	0	450.1162115280	"C21H22O11"	"OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C=C(O)C2=C1OC(CC2=O)C1=CC=C(O)C(O)=C1"	"CMVYWFJFAHQVQP-IBZHIJLENA-N"
"PHUB000404"	"Betalamic acid"	1	0	211.0480723940	"C9H9NO5"	"[H]OC(=O)[C@@H]1C\\C(C=C(N1[H])C(=O)O[H])=C(\\[H])C([H])=O"	"YQDKULBMDMPFLH-WCBQASKLNA-N"
"PHUB000405"	"Betanin"	1	0	550.1434889050	"C24H26N2O13"	"OC[C@H]1O[C@@H](OC2=CC3=C(C=C2O)\\[N+](=C\\C=C2/C[C@H](NC(=C2)C(O)=O)C(O)=O)[C@@H](C3)C([O-])=O)[C@H](O)[C@@H](O)[C@@H]1O"	"DHHFDKNIEVKVKS-UNSUZFPCNA-N"
"PHUB000406"	"Isobetanin"	1	0	550.1434889280	"C24H26N2O13"	"OC[C@H]1O[C@@H](OC2=C(O)C=C3C(C[C@@H](C([O-])=O)\\[N+]3=C/C=C3\\C[C@@H](NC(=C3)C(O)=O)C(O)=O)=C2)[C@H](O)[C@@H](O)[C@@H]1O"	"DHHFDKNIEVKVKS-RYGANQNKSA-N"
"PHUB000407"	"Betanidin"	1	0	388.0906654830	"C18H16N2O8"	"OC(=O)[C@H]1C\\C(=C\\C=[N+]2\\[C@H](CC3=C2C=C(O)C(O)=C3)C([O-])=O)C=C(N1)C(O)=O"	"XHJKHSXHWJCBLX-UHFFFAOYNA-L"
"PHUB000408"	"Isobetanidin"	1	0	389.0979419360	"C18H17N2O8"	"[H]N1C(=C\\C(C[C@@]1([H])C(O)=O)=C(/[H])\\C=[N+]1/[C@@H](CC2=CC(O)=C(O)C=C12)C(O)=O)C(O)=O"	"XHJKHSXHWJCBLX-AAEUAGOBSA-O"
"PHUB000409"	"Neobetanin"	1	0	548.1278388410	"C24H24N2O13"	"OC[C@H]1OC(OC2=C(O)C=C3N(\\C=C\\C4=CC(=NC(=C4)C(O)=O)C(O)=O)[C@@H](CC3=C2)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O"	"KRZLUOUGQYWELW-UHFFFAOYNA-N"
"PHUB000410"	"2-decarboxy-betanin"	1	0	507.1609361180	"C23H27N2O11"	"[H]N1C(=C\\C(C[C@]1([H])C(O)=O)=C(/[H])\\C=[N+]1/CCC2=CC(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(O)C=C12)C(O)=O"	"LHFIVCHVGBRMCE-MYXJXEHFSA-O"
"PHUB000411"	"2-decarboxy-isobetanin"	1	0	507.1609361180	"C23H27N2O11"	"[H]N1C(=C\\C(C[C@@]1([H])C(O)=O)=C(/[H])\\C=[N+]1/CCC2=CC(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(O)C=C12)C(O)=O"	"LHFIVCHVGBRMCE-IMUROLJVSA-O"
"PHUB000412"	"2-decarboxy-neobetanin"	1	0	506.1536596650	"C23H26N2O11"	"OC[C@H]1OC(OC2=CC3CCN(\\C=C\\C4=CC(=NC(=C4)C(O)=O)C(O)=O)C3C=C2O)[C@H](O)[C@@H](O)[C@@H]1O"	"JLDMBCGQQYQSKK-XDOWRJRVSA-N"
"PHUB000413"	"17-decarboxy-betanin"	1	0	507.1609361180	"C23H27N2O11"	"[H]N1C=C\\C(C[C@]1([H])C(O)=O)=C(/[H])\\C=[N+]1\\C2=CC(O)=C(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2C[C@]1([H])C(O)=O"	"ODZSVTKJEOTEJA-MZZFHJFRSA-O"
"PHUB000414"	"17-decarboxy-isobetanin"	1	0	507.1609361180	"C23H27N2O11"	"[H]N1C=C\\C(C[C@@]1([H])C(O)=O)=C(/[H])\\C=[N+]1\\C2=CC(O)=C(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2C[C@]1([H])C(O)=O"	"ODZSVTKJEOTEJA-LQBZLAGRSA-O"
"PHUB000415"	"17-decarboxy-neobetanin"	1	0	504.1380096010	"C23H24N2O11"	"[H][C@]1(CC2=C(C=C(O)C(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C2)N1\\C=C\\C1=CC=NC(=C1)C(O)=O)C(O)=O"	"WJEMSCKDKUZHHE-JSBLLWMQSA-N"
"PHUB000416"	"15-decarboxy-betanin"	1	0	507.1609361180	"C23H27N2O11"	"[H]N1CC\\C(C=C1C(O)=O)=C(\\[H])/C=[N+]1/C2=CC(O)=C(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2C[C@]1([H])C(O)=O"	"TUFCRSJUUGMVTK-PULKIMFOSA-O"
"PHUB000417"	"2,17-didecarboxy-betanin"	1	0	463.1711068780	"C22H27N2O9"	"[H]N1C=C\\C(C[C@]1([H])C(O)=O)=C\\C=[N+]1/CCC2=CC(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(O)C=C12"	"XEDJMNDIFSUTPP-IASSRYRMSA-O"
"PHUB000418"	"2,17-didecarboxy-isobetanin"	1	0	463.1711068780	"C22H27N2O9"	"[H]N1C=C\\C(C[C@@]1([H])C(O)=O)=C\\C=[N+]1/CCC2=CC(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(O)C=C12"	"XEDJMNDIFSUTPP-GMYKNNPYSA-O"
"PHUB000419"	"2,17-didecarboxy-neobetanin"	1	0	462.1638304250	"C22H26N2O9"	"OC[C@H]1OC(OC2=CC3CCN(\\C=C\\C4=CC(=NC=C4)C(O)=O)C3C=C2O)[C@H](O)[C@@H](O)[C@@H]1O"	"AVUHHYVBRGRIKJ-DUYJQUROSA-N"
"PHUB000420"	"2,15,17-tridecarboxy-betanin"	1	0	419.1812776380	"C21H27N2O7"	"[H]N1CC\\C(C=C1)=C(\\[H])/C=[N+]1\\CCC2=CC(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(O)C=C12"	"RFMZQOJPTYAVAR-AWGDKMGJSA-O"
"PHUB000421"	"2,15,17-tridecarboxy-neobetanin"	1	0	416.1583511210	"C21H24N2O7"	"OC[C@H]1OC(OC2=C(O)C=C3N(CCC3=C2)\\C=C\\C2=CC=NC=C2)[C@H](O)[C@@H](O)[C@@H]1O"	"BMUOFBGZOHQQKC-KVOCSKHESA-N"
"PHUB000422"	"Prebetanin"	1	0	630.1003039390	"C24H26N2O16S"	"O[C@H]1[C@H](O)[C@@H](COS([O-])(=O)=O)O[C@@H](OC2=CC3=C(C=C2O)\\[N+](=C\\C=C2/C[C@@H](NC(=C2)C(O)=O)C(O)=O)[C@@H](C3)C(O)=O)[C@@H]1O"	"OZXPZOHWSFDUDY-RYGANQNKSA-N"
"PHUB000423"	"Hylocerenin"	1	0	694.1857476430	"C30H34N2O17"	"C[C@](O)(CC(O)=O)CC(=O)OC[C@@H]1O[C@H](OC2=C(O)C=C3C(C[C@@H](C([O-])=O)\\[N+]3=C/C=C3\\C[C@H](NC(=C3)C(O)=O)C(O)=O)=C2)[C@@H](O)[C@H](O)[C@H]1O"	"XSRUKHFHZVHZJW-WDUCKVTGSA-N"
"PHUB000424"	"Isohylocerenin"	1	0	694.1857476430	"C30H34N2O17"	"C[C@](O)(CC(O)=O)CC(=O)OC[C@@H]1O[C@H](OC2=C(O)C=C3C(C[C@@H](C([O-])=O)\\[N+]3=C/C=C3\\C[C@@H](NC(=C3)C(O)=O)C(O)=O)=C2)[C@@H](O)[C@H](O)[C@H]1O"	"XSRUKHFHZVHZJW-HHGCGRMDSA-N"
"PHUB000425"	"Phyllocactin"	1	0	650.1595328940	"C28H30N2O16"	"O[C@H]1[C@H](O)[C@@H](OC(=O)CCCC(O)=O)OC(OC2=C(O)C=C3C(C[C@@H](C([O-])=O)\\[N+]3=C/C=C3/CC(NC(=C3)C(O)=O)C(O)=O)=C2)[C@@H]1O"	"BDLRBECIDGNTEK-SFBFCAJGSA-N"
"PHUB000426"	"Isophyllocactin"	1	0	650.1595328940	"C28H30N2O16"	"O[C@H]1[C@H](O)[C@@H](OC(=O)CCCC(O)=O)OC(OC2=C(O)C=C3C(C[C@@H](C([O-])=O)\\[N+]3=C/C=C3/CC(NC(=C3)C(O)=O)C(O)=O)=C2)[C@@H]1O"	"BDLRBECIDGNTEK-UENLIZJQSA-N"
"PHUB000427"	"Lampranthin II"	1	0	726.1908330230	"C34H34N2O16"	"COC1=CC(\\C=C\\C(=O)OC[C@H]2O[C@@H](OC3=CC4=C(C=C3O)\\[N+](=C\\C=C3/C[C@H](NC(=C3)C(O)=O)C(O)=O)[C@@H](C4)C([O-])=O)[C@H](O)[C@@H](O)[C@@H]2O)=CC=C1O"	"BRMDRKOAVZEJCS-WPUGSIMNSA-N"
