,,,"6923","Engineering Design and Engineering Consulting Services"
,,,"6924","Other Specialised Design Services"
,,,"6925","Scientific Testing and Analysis Services"
,,"693","Legal and Accounting Services",
,,,"6931","Legal Services"
,,,"6932","Accounting Services"
,,"694","Advertising Services",
,,,"6940","Advertising Services"
,,"695","Market Research and Statistical Services",
,,,"6950","Market Research and Statistical Services"
,,"696","Management and Related Consulting Services",
,,,"6961","Corporate Head Office Management Services"
,,,"6962","Management Advice and Related Consulting Services"
,,"697","Veterinary Services",
,,,"6970","Veterinary Services"
,,"699","Other Professional, Scientific and Technical Services",
,,,"6991","Professional Photographic Services"
,,,"6999","Other Professional, Scientific and Technical Services n.e.c."
,"70","Computer System Design and Related Services",,
,,"700","Computer System Design and Related Services",
,,,"7000","Computer System Design and Related Services"
"N","Administrative and Support Services",,,
,"72","Administrative Services",,
,,"721","Employment Services",
,,,"7211","Employment Placement and Recruitment Services"
,,,"7212","Labour Supply Services"
,,"722","Travel Agency and Tour Arrangement Services",
,,,"7220","Travel Agency and Tour Arrangement Services"
,,"729","Other Administrative Services",
,,,"7291","Office Administrative Services"
,,,"7292","Document Preparation Services"
,,,"7293","Credit Reporting and Debt Collection Services"
,,,"7294","Call Centre Operation"
,,,"7299","Other Administrative Services n.e.c."
,"73","Building Cleaning, Pest Control and Other Support Services",,
,,"731","Building Cleaning, Pest Control and Gardening Services",
,,,"7311","Building and Other Industrial Cleaning Services"
,,,"7312","Building Pest Control Services"
,,,"7313","Gardening Services"
,,"732","Packaging Services",
,,,"7320","Packaging Services"
"O","Public Administration and Safety",,,
,"75","Public Administration",,
,,"751","Central Government Administration",
,,,"7510","Central Government Administration"
,,"752","State Government Administration",
,,,"7520","State Government Administration"
,,"753","Local Government Administration",
,,,"7530","Local Government Administration"
,,"754","Justice",
,,,"7540","Justice"
,,"755","Government Representation",
,,,"7551","Domestic Government Representation"
,,,"7552","Foreign Government Representation"
,"76","Defence",,
,,"760","Defence",
,,,"7600","Defence"
,"77","Public Order, Safety and Regulatory Services",,
,,"771","Public Order and Safety Services",
,,,"7711","Police Services"
,,,"7712","Investigation and Security Services"
,,,"7713","Fire Protection and Other Emergency Services"
,,,"7714","Correctional and Detention Services"
,,,"7719","Other Public Order and Safety Services"
,,"772","Regulatory Services",
,,,"7720","Regulatory Services"
"P","Education and Training",,,
,"80","Preschool and School Education",,
,,"801","Preschool Education",
,,,"8010","Preschool Education"
,,"802","School Education",
,,,"8021","Primary Education"
,,,"8022","Secondary Education"
,,,"8023","Combined Primary and Secondary Education"
,,,"8024","Special School Education"
,"81","Tertiary Education",,
,,"810","Tertiary Education",
,,,"8101","Technical and Vocational Education and Training"
,,,"8102","Higher Education"
,"82","Adult, Community and Other Education",,
,,"821","Adult, Community and Other Education",
,,,"8211","Sports and Physical Recreation Instruction"
,,,"8212","Arts Education"
,,,"8219","Adult, Community and Other Education n.e.c."
,,"822","Educational Support Services",
,,,"8220","Educational Support Services"
"Q","Health Care and Social Assistance",,,
,"84","Hospitals",,
,,"840","Hospitals",
,,,"8401","Hospitals (Except Psychiatric Hospitals)"
,,,"8402","Psychiatric Hospitals"
,"85","Medical and Other Health Care Services",,
,,"851","Medical Services",
,,,"8511","General Practice Medical Services"
,,,"8512","Specialist Medical Services"
,,"852","Pathology and Diagnostic Imaging Services",
,,,"8520","Pathology and Diagnostic Imaging Services"
,,"853","Allied Health Services",
,,,"8531","Dental Services"
,,,"8532","Optometry and Optical Dispensing"
,,,"8533","Physiotherapy Services"
,,,"8534","Chiropractic and Osteopathic Services"
,,,"8539","Other Allied Health Services"
,,"859","Other Health Care Services",
,,,"8591","Ambulance Services"
,,,"8599","Other Health Care Services n.e.c."
,"86","Residential Care Services",,
,,"860","Residential Care Services",
,,,"8601","Aged Care Residential Services"
,,,"8609","Other Residential Care Services"
,"87","Social Assistance Services",,
,,"871","Child Care Services",
,,,"8710","Child Care Services"
,,"879","Other Social Assistance Services",
,,,"8790","Other Social Assistance Services"
"R","Arts and Recreation Services",,,
,"89","Heritage Activities",,
,,"891","Museum Operation",
,,,"8910","Museum Operation"
,,"892","Parks and Gardens Operations",
,,,"8921","Zoological and Botanical Gardens Operation"
,,,"8922","Nature Reserves and Conservation Parks Operation"
,"90","Creative and Performing Arts Activities",,
,,"900","Creative and Performing Arts Activities",
,,,"9001","Performing Arts Operation"
,,,"9002","Creative Artists, Musicians, Writers and Performers"
,,,"9003","Performing Arts Venue Operation"
,"91","Sports and Recreation Activities",,
,,"911","Sports and Physical Recreation Activities",
,,,"9111","Health and Fitness Centres and Gymnasia Operation"
,,,"9112","Sports and Physical Recreation Clubs and Sports Professionals"
,,,"9113","Sports and Physical Recreation Venues, Grounds and Facilities Operation"
,,,"9114","Sports and Physical Recreation Administrative Service"
,,"912","Horse and Dog Racing Activities",
,,,"9121","Horse and Dog Racing Administration and Track Operation"
,,,"9129","Other Horse and Dog Racing Activities"
,,"913","Amusement and Other Recreation Activities",
,,,"9131","Amusement Parks and Centres Operation"
,,,"9139","Amusement and Other Recreational Activities n.e.c."
,"92","Gambling Activities",,
,,"920","Gambling Activities",
,,,"9201","Casino Operation"
,,,"9202","Lottery Operation"
,,,"9209","Other Gambling Activities"
"S","Other Services",,,
,"94","Repair and Maintenance",,
,,"941","Automotive Repair and Maintenance",
,,,"9411","Automotive Electrical Services"
,,,"9412","Automotive Body, Paint and Interior Repair"
,,,"9419","Other Automotive Repair and Maintenance"
,,"942","Machinery and Equipment Repair and Maintenance",
,,,"9421","Domestic Appliance Repair and Maintenance"
,,,"9422","Electronic (except Domestic Appliance) and Precision Equipment Repair"
,,,"9429","Other Machinery and Equipment Repair and Maintenance"
,,"949","Other Repair and Maintenance",
,,,"9491","Clothing and Footwear Repair"
,,,"9499","Other Repair and Maintenance n.e.c."
,"95","Personal and Other Services",,
,,"951","Personal Care Services",
,,,"9511","Hairdressing and Beauty Services"
,,,"9512","Diet and Weight Reduction Centre Operation"
,,"952","Funeral, Crematorium and Cemetery Services",
,,,"9520","Funeral, Crematorium and Cemetery Services"
,,"953","Other Personal Services",
,,,"9531","Laundry and Dry-Cleaning Services"
,,,"9532","Photographic Film Processing"
,,,"9533","Parking Services"
,,,"9534","Brothel Keeping and Prostitution Services"
,,,"9539","Other Personal Services n.e.c."
,,"954","Religious Services",
,,,"9540","Religious Services"
,,"955","Civic, Professional and Other Interest Group Services",
,,,"9551","Business and Professional Association Services"
,,,"9552","Labour Association Services"
,,,"9559","Other Interest Group Services n.e.c."
,"96","Private Households Employing Staff and Undifferentiated Goods- and Service-Producing Activities of Households for Own Use",,
,,"960","Private Households Employing Staff and Undifferentiated Goods- and Service-Producing Activities of Households for Own Use",
,,,"9601","Private Households Employing Staff"
,,,"9602","Undifferentiated Goods-Producing Activities of Private Households for Own Use"
,,,"9603","Undifferentiated Service-Producing Activities of Private Households for Own Use"
