release,date,author,status,maturity,version,first,distribution,abstract
XML-XPath-Simple-0.05,2002-04-03T00:56:50,WHYTEWOLF,latest,released,0.05,1,XML-XPath-Simple,"Very simple interface for XPaths"
HTML-Element-Extended-1.11,2002-04-03T02:43:49,MSISK,backpan,released,1.11,,HTML-Element-Extended,"Perl extension for manipulating a table composed of HTML::Element style components."
Games-QuizTaker-1.08,2002-04-03T03:00:37,TSTANLEY,backpan,released,1.08,,Games-QuizTaker,"Create and take your own quizzes and tests"
Tie-File-0.92,2002-04-03T03:26:44,MJD,backpan,released,0.92,,Tie-File,"Access the lines of a disk file via a Perl array"
Audio-PSID-2.00,2002-04-03T03:40:08,LALA,backpan,released,2.00,,Audio-PSID,"Perl module to handle PlaySID files (Commodore-64 music files), commonly known as SID files."
HTML-Puzzle-0.11,2002-04-03T07:23:00,EBRUNI,cpan,released,0.11,,HTML-Puzzle,"A framework to build web component based on database. (ver 0.03)"
XML-Directory-0.94,2002-04-03T07:39:35,PCIMPRICH,backpan,released,0.94,,XML-Directory,"returns a content of directory as XML"
Color-Rgb-1.1,2002-04-03T09:38:12,SHERZODR,cpan,released,1.1,1,Color-Rgb,"Perl extension for parsing your system's rgb.txt file. If it doesn't exist, you are still not out of luck, since it comes with an rgb.txt file itself that you can use"
Module-CoreList-1.4,2002-04-03T10:49:38,RCLAMP,backpan,released,1.4,,Module-CoreList,"what modules shipped with versions of perl"
File-Scan-0.18,2002-04-03T11:06:27,HDIAS,backpan,released,0.18,,File-Scan,"Perl extension for Scanning files for Viruses"
Class-Autouse-0.6,2002-04-03T13:25:54,ADAMK,backpan,released,0.6,,Class-Autouse,"Defer loading of one or more classes."
Ananke-Utils-1.0,2002-04-03T14:26:19,NATTIS,cpan,released,1.0,1,Ananke-Utils,"Utility functions"
WebTools-1.24,2002-04-03T14:32:57,JLISHEV,cpan,released,1.24,,WebTools,"Full featured WEB Development Tools (compare with Php language) in Perl syntax"
Net-SMPP-1.01,2002-04-03T17:34:44,SAMPO,cpan,released,1.01,,Net-SMPP,"pure Perl implementation of SMPP 3.4 over TCP"
CGI-FormMagick-0.77,2002-04-03T18:09:41,SKUD,backpan,released,0.77,,CGI-FormMagick,"easily create CGI form-based applications"
Term-StatusBar-1.03,2002-04-03T18:22:42,SHAYH,backpan,released,1.03,,Term-StatusBar,"Dynamic progress bar"
Term-Report-1.03,2002-04-03T18:24:33,SHAYH,backpan,released,1.03,,Term-Report,"Easy way to create dynamic 'reports' from within scripts."
LSF-0.2,2002-04-03T21:12:06,MSOUTHERN,cpan,released,0.2,,LSF,"load various LSF modules"
Device-Modem-1.08,2002-04-03T21:47:49,COSIMO,backpan,released,1.08,,Device-Modem,"Perl extension to talk to AT devices connected via serial port"
Device-Gsm-1.07,2002-04-03T21:48:04,COSIMO,backpan,released,1.07,1,Device-Gsm,"Perl extension to interface GSM cellular / modems"
HTML-Mason-1.09_01,2002-04-03T22:06:41,JSWARTZ,backpan,developer,1.09_01,,HTML-Mason,"A bundle to install the HTML::Mason package"
Module-CoreList-1.5,2002-04-03T22:08:33,RCLAMP,backpan,released,1.5,,Module-CoreList,"what modules shipped with versions of perl"
HTML-Macro.1-17,2002-04-03T22:59:07,SOKOLOV,backpan,released,17,,HTML-Macro.1,"generate dynamic HTML pages using templates"
HTML-FillInForm-0.25,2002-04-03T23:37:59,TJMATHER,backpan,released,0.25,,HTML-FillInForm,"Populates HTML Forms with CGI data."
Lingua-EN-Fathom-1.07,2002-04-03T23:54:24,KIMRYAN,backpan,released,1.07,,Lingua-EN-Fathom,"readability and general measurements of English text"
Net-MySQL-0.02,2002-04-04T07:18:43,OYAMA,backpan,released,0.02,1,Net-MySQL,"Pure Perl MySQL network protocol interface."
DBD-mysqlPP-0.02,2002-04-04T07:20:36,OYAMA,backpan,released,0.02,1,DBD-mysqlPP,"Pure Perl MySQL driver for the DBI"
File-Scan-0.19,2002-04-04T11:14:25,HDIAS,backpan,released,0.19,,File-Scan,"Perl extension for Scanning files for Viruses"
DBIx-MySQLSequence-0.1,2002-04-04T14:48:36,ADAMK,backpan,released,0.1,1,DBIx-MySQLSequence,"Emulate sequences in MySQL."
HTML-Macro.1-18,2002-04-04T15:21:23,SOKOLOV,backpan,released,18,,HTML-Macro.1,"generate dynamic HTML pages using templates"
LSF-0.21,2002-04-04T16:08:59,MSOUTHERN,cpan,released,0.21,,LSF,"load various LSF modules"
CGI-FormMagick-0.78,2002-04-04T17:28:15,SKUD,backpan,released,0.78,,CGI-FormMagick,"easily create CGI form-based applications"
Games-Jumble-0.01,2002-04-04T18:04:34,DSPARLING,backpan,released,0.01,1,Games-Jumble,"Create Jumble word puzzles."
Inline-Java-0.32,2002-04-04T19:24:04,PATL,backpan,released,0.32,,Inline-Java,"Write Perl classes in Java."
Encode-1.20,2002-04-04T20:02:40,DANKOGAI,backpan,released,1.20,,Encode,"character encodings"
Netscape-Bookmarks-1.5,2002-04-04T20:25:29,BDFOY,backpan,released,1.5,,Netscape-Bookmarks,"manipulate, or create Netscape Bookmarks files"
NexTrieve-0.33,2002-04-04T20:45:13,ELIZABETH,backpan,released,0.33,,NexTrieve,"Perl interface to NexTrieve search engine software"
Tie-File-0.93,2002-04-04T22:06:43,MJD,backpan,released,0.93,,Tie-File,"Access the lines of a disk file via a Perl array"
LSF-0.3,2002-04-04T22:44:14,MSOUTHERN,cpan,released,0.3,,LSF,"load various LSF modules"
CGI-FormMagick-0.79,2002-04-04T23:04:09,SKUD,backpan,released,0.79,,CGI-FormMagick,"easily create CGI form-based applications"
Chess-PGN-EPD-0.12,2002-04-04T23:20:22,HSMYERS,backpan,released,0.12,,Chess-PGN-EPD,"Perl extension to produce and manipulate EPD text."
XML-Beautify-0.03,2002-04-05T00:09:24,TBOLIOLI,backpan,released,0.03,,XML-Beautify,"Beautifies XML output from XML::Writer."
HTML-Template-XPath-0.10,2002-04-05T02:32:02,TJMATHER,backpan,released,0.10,,HTML-Template-XPath,"Easy access to XML files from HTML::Template using XPath"
ExtUtils-MakeMaker-5.55_01,2002-04-05T05:01:52,MSCHWERN,backpan,developer,5.55_01,,ExtUtils-MakeMaker,"utilities to write and check a MANIFEST file"
HTML-TableExtract-1.08,2002-04-05T05:29:21,MSISK,backpan,released,1.08,,HTML-TableExtract,"Perl extension for extracting the text contained in tables within an HTML document."
DBD-InterBase-0.30,2002-04-05T05:38:08,EDPRATOMO,backpan,released,0.30,,DBD-InterBase,"DBI driver for Firebird and InterBase RDBMS server"
Regexp-Network-1.3,2002-04-05T07:55:49,SPOON,backpan,released,1.3,1,Regexp-Network,"some useful routines for the DHCP bits and pieces."
Net-SMTP-Multipart-1.3,2002-04-05T11:07:15,DROBERTS,backpan,released,1.3,1,Net-SMTP-Multipart,
File-Scan-0.20,2002-04-05T11:31:25,HDIAS,backpan,released,0.20,,File-Scan,"Perl extension for Scanning files for Viruses"
Net-SMTP-Multipart-1.4,2002-04-05T11:43:18,DROBERTS,backpan,released,1.4,,Net-SMTP-Multipart,
Interpolation-0.67,2002-04-05T12:50:02,JENDA,cpan,released,0.67,,Interpolation,"Arbitrary string interpolation semantics"
Net-SCP-Expect-0.02,2002-04-05T12:55:15,DJBERG,cpan,released,0.02,,Net-SCP-Expect,"Wrapper for scp that allows passwords via Expect."
Mail-QmailQueue-0.03,2002-04-05T13:12:08,IKEBE,latest,released,0.03,,Mail-QmailQueue,"Perl extension to operate qmail-queue directly"
Ananke-Template-1.2,2002-04-05T13:30:00,NATTIS,cpan,released,1.2,,Ananke-Template,"Front-end module to the Ananke::Template"
Bio-Das-0.18,2002-04-05T13:40:15,LDS,cpan,released,0.18,,Bio-Das,"Interface to Distributed Annotation System"
Interpolation-0.68,2002-04-05T15:30:34,JENDA,cpan,released,0.68,1,Interpolation,"Arbitrary string interpolation semantics"
Apache-PSP-0.31,2002-04-05T18:24:46,RADCLIFF,backpan,released,0.31,1,Apache-PSP,"Process HTML-like files with custom tags and Perl code"
pastel-ttf2svg-0.04,2002-04-05T20:08:57,MALAY,cpan,released,0.04,1,pastel-ttf2svg,
HTML-DWT-Simple-1.02,2002-04-05T20:31:32,WHYTEWOLF,latest,released,1.02,,HTML-DWT-Simple,"DreamWeaver HTML Template Module (Simple)"
Convert-UUlib-0.211,2002-04-05T22:18:55,MLEHMANN,backpan,released,0.211,,Convert-UUlib,"Perl interface to the uulib library (a.k.a. uudeview/uuenview)."
Chess-PGN-Filter-0.10,2002-04-05T23:04:55,HSMYERS,backpan,released,0.10,,Chess-PGN-Filter,"Perl extension for converting PGN files to other formats."
HTML-GMUCK-1.02,2002-04-05T23:08:24,SCOP,backpan,released,1.02,1,HTML-GMUCK,"A command line interface to HTML::GMUCK"
Convert-UUlib-0.212,2002-04-06T02:39:32,MLEHMANN,backpan,released,0.212,,Convert-UUlib,"Perl interface to the uulib library (a.k.a. uudeview/uuenview)."
XML-Filter-Reindent-0.03,2002-04-06T04:21:45,TJMATHER,latest,released,0.03,,XML-Filter-Reindent,"Reformats whitespace for pretty printing XML"
XML-DOM-1.38,2002-04-06T04:22:00,TJMATHER,backpan,released,1.38,,XML-DOM,"A perl module for building DOM Level 1 compliant document structures"
CGI-EZForm-2002.0403,2002-04-06T07:09:44,STHOMAS,latest,released,2002.0403,1,CGI-EZForm,
ExtUtils-MakeMaker-5.55_02,2002-04-06T08:29:20,MSCHWERN,backpan,developer,5.55_02,,ExtUtils-MakeMaker,"utilities to write and check a MANIFEST file"
PHP-Session-0.07,2002-04-06T08:47:36,MIYAGAWA,backpan,released,0.07,,PHP-Session,"read / write PHP session files"
Games-Object-0.03,2002-04-06T13:54:11,PSTEWART,cpan,released,0.03,,Games-Object,"Provide a base class for game objects"
Games-Jumble-0.02,2002-04-06T14:49:25,DSPARLING,backpan,released,0.02,,Games-Jumble,"Create and solve Jumble word puzzles."
Mail-Graph-0.03,2002-04-06T23:29:08,TELS,backpan,released,0.03,1,Mail-Graph,
Cache-Cache-1.0,2002-04-07T00:16:43,DCLINTON,cpan,released,1.0,,Cache-Cache,"data about objects in the cache"
Gedcom-1.11,2002-04-07T00:20:11,PJCJ,backpan,released,1.11,,Gedcom,"a module to manipulate Gedcom genealogy files"
XML-Beautify-0.04,2002-04-07T01:07:42,TBOLIOLI,backpan,released,0.04,,XML-Beautify,"Beautifies XML output from XML::Writer."
ExtUtils-MakeMaker-5.55_03,2002-04-07T03:04:18,MSCHWERN,backpan,developer,5.55_03,,ExtUtils-MakeMaker,"utilities to write and check a MANIFEST file"
Mail-Graph-0.04,2002-04-07T03:30:23,TELS,backpan,released,0.04,,Mail-Graph,
mod_perl-1.99_01,2002-04-07T04:58:26,DOUGM,backpan,developer,1.99_01,,mod_perl,"Reload changed modules"
Net-DNAT-0.02,2002-04-07T05:05:19,BBB,backpan,released,0.02,1,Net-DNAT,"mod_perl Apache module"
Net-Ping-2.15,2002-04-07T07:06:57,BBB,backpan,released,2.15,,Net-Ping,"check a remote host for reachability"
XML-Xalan-0.43,2002-04-07T14:30:32,EDPRATOMO,backpan,released,0.43,,XML-Xalan,"Perl interface to Xalan C++"
gmuck-1.03,2002-04-07T14:30:48,SCOP,backpan,released,1.03,1,gmuck,"The Generated MarkUp Checker"
Mail-Graph-0.05,2002-04-07T14:43:59,TELS,backpan,released,0.05,,Mail-Graph,"draw graphical stats for mails/spams"
Encode-1.26,2002-04-07T15:36:48,DANKOGAI,backpan,released,1.26,,Encode,"character encodings"
Encode-1.27,2002-04-07T18:49:41,DANKOGAI,backpan,released,1.27,,Encode,"character encodings"
Encode-1.28,2002-04-07T19:05:34,DANKOGAI,backpan,released,1.28,,Encode,"character encodings"
Config-Simple-2.5,2002-04-07T19:23:25,SHERZODR,cpan,released,2.5,,Config-Simple,"Simple Configuration File Class"
Devel-AutoProfiler-1.100,2002-04-07T21:06:44,GSLONDON,cpan,released,1.100,1,Devel-AutoProfiler,"Automatically profile subroutine calls in a perl program."
Tk-DateEntry-1.33,2002-04-07T22:04:03,SREZIC,backpan,released,1.33,,Tk-DateEntry,"Drop down calendar widget for selecting dates."
Spreadsheet-ParseExcel-0.2406,2002-04-07T22:20:17,KWITKNR,backpan,released,0.2406,,Spreadsheet-ParseExcel,"Get information from Excel file"
dTemplate-2.2.2,2002-04-07T23:27:14,DLUX,backpan,released,v2.2.2,,dTemplate,"A powerful template handling logic with advanced features."
Sys-HostIP-1.1,2002-04-08T02:33:57,BLUELINES,cpan,released,1.1,,Sys-HostIP,"Try extra hard to get ip address related info"
Encode-1.30,2002-04-08T02:49:31,DANKOGAI,backpan,released,1.30,,Encode,"character encodings"
IPChains-0.6,2002-04-08T03:01:50,BLUELINES,cpan,released,0.6,1,IPChains,"Create and Manipulate ipchains via Perl"
Geo-IP-0.08,2002-04-08T03:42:44,TJMATHER,backpan,released,0.08,,Geo-IP,"Find closest Mirror"
Sys-HostIP-1.2,2002-04-08T04:09:24,BLUELINES,cpan,released,1.2,,Sys-HostIP,"Try extra hard to get ip address related info"
WordNet-QueryData-1.17,2002-04-08T04:44:48,JRENNIE,backpan,released,1.17,,WordNet-QueryData,"direct perl interface to WordNet database"
Net-DNSServer-0.07,2002-04-08T06:34:37,BBB,backpan,released,0.07,,Net-DNSServer,"Perl module to be used as a name server"
Archive-Rar-1.9,2002-04-08T06:47:45,JMBO,cpan,released,1.9,1,Archive-Rar,"Interface with the 'rar' command"
Term-Screen-Wizard-0.45,2002-04-08T09:59:58,OESTERHOL,backpan,released,0.45,,Term-Screen-Wizard,
DBD-DtfSQLmac-0.3201,2002-04-08T11:29:07,TWEGNER,latest,released,0.3201,,DBD-DtfSQLmac,"A Perl interface module to the dtF/SQL 2.01 database engine, Macintosh edition"
HTML-Macro.1-19,2002-04-08T13:35:20,SOKOLOV,cpan,released,19,,HTML-Macro.1,"generate dynamic HTML pages using templates"
IPC-Locker-1.300,2002-04-08T13:51:49,WSNYDER,backpan,released,1.300,,IPC-Locker,"Distributed lock handler"
ExtUtils-AutoInstall-0.27,2002-04-08T14:36:05,AUTRIJUS,backpan,released,0.27,,ExtUtils-AutoInstall,"Automatic install of dependencies via CPAN"
Astro-FITS-CFITSIO-1.00,2002-04-08T15:18:43,PRATZLAFF,cpan,released,1.00,1,Astro-FITS-CFITSIO,"Perl extension for using the cfitsio library"
CFITSIO-0.96,2002-04-08T15:20:34,PRATZLAFF,backpan,released,0.96,,CFITSIO,"obsolete module for FITS file manipulation"
Aw-0.14.0,2002-04-08T15:32:02,DYACOB,backpan,released,v0.14.0,,Aw,"Perl extension for the ActiveWorks C Application Development Kit"
Term-Screen-ReadLine-0.33,2002-04-08T17:14:35,OESTERHOL,backpan,released,0.33,,Term-Screen-ReadLine,
Term-Screen-Wizard-0.46,2002-04-08T17:14:50,OESTERHOL,backpan,released,0.46,,Term-Screen-Wizard,
Unicode-IMAPUtf7-1.03,2002-04-08T17:27:50,FABPOT,backpan,released,1.03,1,Unicode-IMAPUtf7,"Perl extension to deal with IMAP UTF7"
Unicode-IMAPUtf7-1.04,2002-04-08T17:34:33,FABPOT,backpan,released,1.04,,Unicode-IMAPUtf7,"Perl extension to deal with IMAP UTF7"
Pod-Constants-0.14,2002-04-08T17:43:09,SAMV,backpan,released,0.14,,Pod-Constants,"Include constants from POD"
Net-DNS-ZoneFile-1.00,2002-04-08T18:18:01,LUISMUNOZ,backpan,released,1.00,1,Net-DNS-ZoneFile,"Perl extension to convert a zone file to a collection of RRs"
Encode-1.31,2002-04-08T18:51:14,DANKOGAI,backpan,released,1.31,,Encode,"character encodings"
Pod-Constants-0.15,2002-04-08T18:53:11,SAMV,backpan,released,0.15,,Pod-Constants,"Include constants from POD"
Term-Report-1.04,2002-04-08T20:03:43,SHAYH,cpan,released,1.04,,Term-Report,"Easy way to create dynamic 'reports' from within scripts."
Term-StatusBar-1.04,2002-04-08T20:05:34,SHAYH,cpan,released,1.04,,Term-StatusBar,"Dynamic progress bar"
Mail-Graph-0.06,2002-04-08T22:04:28,TELS,backpan,released,0.06,,Mail-Graph,"draw graphical stats for mails/spams"
HTTP-WebTest-1.99_05,2002-04-08T22:04:45,ILYAM,backpan,developer,1.99_05,,HTTP-WebTest,"test one or more web pages, either remotely or locally"
Geo-IP-0.09,2002-04-08T23:53:12,TJMATHER,backpan,released,0.09,,Geo-IP,"Find closest Mirror"
DBIx-DWIW-0.24,2002-04-09T00:27:24,JZAWODNY,cpan,released,0.24,,DBIx-DWIW,"Robust and simple DBI wrapper to Do What I Want (DWIW)"
XML-Checker-0.11,2002-04-09T01:19:57,TJMATHER,backpan,released,0.11,,XML-Checker,"A perl module for validating XML"
XML-SemanticDiff-0.95,2002-04-09T08:24:00,KHAMPTON,cpan,released,0.95,,XML-SemanticDiff,"Perl extension for comparing XML documents."
Term-Screen-Wizard-0.47,2002-04-09T08:43:48,OESTERHOL,backpan,released,0.47,,Term-Screen-Wizard,
Business-ISBN-1.67,2002-04-09T09:37:34,BDFOY,backpan,released,1.67,,Business-ISBN,"work with International Standard Book Numbers"
VERSION-RCS-1.03,2002-04-09T10:01:17,DANPEDER,backpan,released,1.03,1,VERSION-RCS,
Net-EMI-0.9.1,2002-04-09T11:00:42,JOCHEN,backpan,released,v0.9.1,1,Net-EMI,"EMI/UCP GSM SMSC Protocol Class (BETA!!!!)"
Term-Screen-Wizard-0.48,2002-04-09T11:34:41,OESTERHOL,backpan,released,0.48,,Term-Screen-Wizard,
App-Control-1.00,2002-04-09T11:52:50,AWRIGLEY,backpan,released,1.00,,App-Control,"Perl module for apachectl style control of another script or executable"
HTML-StickyForms-0.06,2002-04-09T15:55:01,PMH,cpan,released,0.06,,HTML-StickyForms,"HTML form generation for CGI or mod_perl"
Net_SSLeay.pm-1.15,2002-04-09T16:33:59,SAMPO,backpan,released,1.15,,Net_SSLeay,"Perl extension for using OpenSSL or SSLeay"
Lingua-Translate-0.03,2002-04-09T16:57:19,SAMV,backpan,released,0.03,,Lingua-Translate,"Translate text from one language to another"
CPANPLUS-0.03,2002-04-09T18:36:27,KANE,backpan,released,0.03,,CPANPLUS,"Report test results of a package retrieved from CPAN"
ExtUtils-AutoInstall-0.28,2002-04-09T18:41:40,AUTRIJUS,backpan,released,0.28,,ExtUtils-AutoInstall,"Automatic install of dependencies via CPAN"
Convert-IBM390-0.15,2002-04-09T18:51:30,GROMMEL,backpan,released,0.15,,Convert-IBM390,"functions for manipulating mainframe data"
Term-Screen-Wizard-0.49,2002-04-09T19:37:40,OESTERHOL,backpan,released,0.49,,Term-Screen-Wizard,"A wizard on your terminal..."
gmuck-1.04,2002-04-09T20:06:41,SCOP,backpan,released,1.04,,gmuck,"The Generated MarkUp Checker"
Encode-1.32,2002-04-09T20:26:37,DANKOGAI,backpan,released,1.32,,Encode,"character encodings"
Search-InvertedIndex-1.12,2002-04-09T22:38:38,SNOWHARE,backpan,released,1.12,,Search-InvertedIndex,"A manager for inverted index maps"
CGI-Minimal-1.09,2002-04-09T22:42:11,SNOWHARE,backpan,released,1.09,,CGI-Minimal,"A lightweight CGI form processing pacakge"
Device-Modem-1.10,2002-04-09T22:57:10,COSIMO,backpan,released,1.10,,Device-Modem,"Perl extension to talk to AT devices connected via serial port"
Device-Gsm-1.09,2002-04-09T22:59:08,COSIMO,backpan,released,1.09,,Device-Gsm,"Perl extension to interface GSM cellular / modems"
Spreadsheet-WriteExcel-0.36,2002-04-09T23:05:59,JMCNAMARA,backpan,released,0.36,,Spreadsheet-WriteExcel,"Write to a cross-platform Excel binary file."
DBD-Pg-1.12,2002-04-10T02:03:57,JBAKER,cpan,released,1.12,,DBD-Pg,"PostgreSQL database driver for the DBI module"
Schedule-Depend-0.08,2002-04-10T03:23:36,LEMBARK,backpan,released,0.08,,Schedule-Depend,
Apache-AuthenNTLM-0.15,2002-04-10T03:42:00,GRICHTER,backpan,released,0.15,,Apache-AuthenNTLM,"Perform Microsoft NTLM and Basic User Authentication"
Net-ext-1.011,2002-04-10T11:34:56,SPIDB,latest,released,1.011,,Net-ext,"TCP sockets interface module"
Language-Befunge-0.01,2002-04-10T12:11:00,JQUELIN,backpan,released,0.01,1,Language-Befunge,"a Befunge-98 interpreter."
Language-Befunge-0.02,2002-04-10T12:24:02,JQUELIN,backpan,released,0.02,,Language-Befunge,"a Befunge-98 interpreter."
IO-Socket-SSL-0.81,2002-04-10T12:43:43,ASPA,cpan,released,0.81,,IO-Socket-SSL,"a SSL socket interface class"
Net-SCP-Expect-0.03,2002-04-10T13:19:21,DJBERG,cpan,released,0.03,,Net-SCP-Expect,"Wrapper for scp that allows passwords via Expect."
Compress-LZF-0.1041,2002-04-10T14:13:00,MLEHMANN,backpan,released,0.1041,,Compress-LZF,"extremely leight-weight Lev-Zimpel-Free compression"
CPANPLUS-0.031,2002-04-10T14:40:47,KANE,backpan,released,0.031,,CPANPLUS,"Report test results of a package retrieved from CPAN"
Term-Screen-Wizard-0.51,2002-04-10T18:45:34,OESTERHOL,backpan,released,0.51,,Term-Screen-Wizard,"A wizard on your terminal..."
Schedule-Depend-0.09,2002-04-10T19:31:14,LEMBARK,backpan,released,0.09,,Schedule-Depend,
CGI.pm-2.81,2002-04-10T19:39:49,LDS,backpan,released,2.81,,CGI,"Simple Common Gateway Interface Class"
PApp-SQL-0.131,2002-04-10T20:01:20,MLEHMANN,backpan,released,0.131,,PApp-SQL,"absolutely easy yet fast and powerful sql access."
Net-IP-Match-0.01,2002-04-10T21:54:47,MARCEL,backpan,released,0.01,1,Net-IP-Match,"Efficiently match IP addresses against IP ranges"
Aw-0.14.1,2002-04-10T22:19:19,DYACOB,cpan,released,v0.14.1,,Aw,"Perl extension for the ActiveWorks C Application Development Kit"
Encode-1.33,2002-04-10T22:44:19,DANKOGAI,backpan,released,1.33,,Encode,"character encodings"
Config-General-1.33,2002-04-10T22:52:35,TLINDEN,backpan,released,1.33,,Config-General,"Generic Config Module"
DBD-Chart-0.61,2002-04-10T23:44:59,DARNOLD,backpan,released,0.61,,DBD-Chart,"DBI driver abstraction for DBD::Chart::Plot and GD::Graph"
Tie-Cache-LRU-0.21,2002-04-11T03:27:10,MSCHWERN,backpan,released,0.21,,Tie-Cache-LRU,"A Least-Recently Used cache"
ExtUtils-MakeMaker-5.90_01,2002-04-11T05:32:04,MSCHWERN,backpan,developer,5.90_01,,ExtUtils-MakeMaker,"utilities to write and check a MANIFEST file"
Lingua-Zompist-Verdurian-0.04,2002-04-11T06:53:33,PNE,backpan,released,0.04,,Lingua-Zompist-Verdurian,"Inflect Verdurian nouns, verbs, and adjectives"
Language-Befunge-0.03,2002-04-11T08:02:18,JQUELIN,backpan,released,0.03,,Language-Befunge,"a Befunge-98 interpreter."
Language-Befunge-0.04,2002-04-11T10:06:06,JQUELIN,backpan,released,0.04,,Language-Befunge,"a Befunge-98 interpreter."
Win32-Autoglob-1.01,2002-04-11T11:06:15,SBURKE,latest,released,1.01,1,Win32-Autoglob,"expand globs in @ARGV when the shell doesn't"
Language-Befunge-0.05,2002-04-11T12:26:07,JQUELIN,backpan,released,0.05,,Language-Befunge,"a Befunge-98 interpreter."
ups-nut-0.01,2002-04-11T12:27:59,KPETERS,cpan,released,0.01,1,ups-nut,"a module to talk to a UPS via NUT (Network UPS Tools) upsd"
CtCmd-1.00,2002-04-11T12:49:45,RATL,backpan,released,1.00,1,CtCmd,"Perl extension for Rational ClearCase"
Image-OrgChart-0.10,2002-04-11T13:01:41,MZSANFORD,backpan,released,0.10,,Image-OrgChart,"Perl extension for writing org charts"
Language-Befunge-0.06,2002-04-11T13:08:19,JQUELIN,backpan,released,0.06,,Language-Befunge,"a Befunge-98 interpreter."
Term-Screen-Wizard-0.52,2002-04-11T13:42:31,OESTERHOL,backpan,released,0.52,,Term-Screen-Wizard,"A wizard on your terminal..."
Time-HR-0.02,2002-04-11T13:54:03,AGOLOMSH,latest,released,0.02,,Time-HR,"Perl interface to high-resolution timer."
Image-OrgChart-0.15,2002-04-11T13:56:00,MZSANFORD,backpan,released,0.15,,Image-OrgChart,"Perl extension for writing org charts"
Tie-Cfg-0.10,2002-04-11T14:17:32,OESTERHOL,backpan,released,0.10,1,Tie-Cfg,"Ties simple configuration files to hashes."
Apache-Admin-Config-0.16,2002-04-11T14:56:41,RSOLIV,cpan,released,0.16,,Apache-Admin-Config,"A common module to manipulate Apache configuration files"
Imager-0.40,2002-04-11T15:09:57,ADDI,cpan,released,0.40,,Imager,"Perl extension for Generating 24 bit Images"
Language-Befunge-0.07,2002-04-11T15:53:55,JQUELIN,backpan,released,0.07,,Language-Befunge,"a Befunge-98 interpreter."
Acme-Colour-0.17,2002-04-11T15:54:11,LBROCARD,backpan,released,0.17,,Acme-Colour,"additive and subtractive human-readable colours"
Language-Befunge-0.08,2002-04-11T17:34:45,JQUELIN,backpan,released,0.08,,Language-Befunge,"a Befunge-98 interpreter."
Log-Dispatch-2.00,2002-04-11T17:46:27,DROLSKY,backpan,released,2.00,,Log-Dispatch,"Dispatches messages to multiple Log::Dispatch::* objects"
Log-Dispatch-DBI-0.02,2002-04-11T18:25:44,MIYAGAWA,latest,released,0.02,,Log-Dispatch-DBI,"Class for logging to database via DBI interface"
Log-Dispatch-Config-1.00,2002-04-11T18:27:36,MIYAGAWA,backpan,released,1.00,,Log-Dispatch-Config,"Log4j for Perl"
Lingua-Zompist-Verdurian-0.05,2002-04-11T18:41:13,PNE,cpan,released,0.05,,Lingua-Zompist-Verdurian,"Inflect Verdurian nouns, verbs, and adjectives"
Unicode-Strng-2.06-bin56Mac,2002-04-11T18:44:43,TWEGNER,cpan,released,2.06,1,Unicode-Strng,"String of Unicode characters (UCS2/UTF16)"
DBD-Multiplex-1.8,2002-04-11T19:46:32,TKISHEL,backpan,released,1.8,,DBD-Multiplex,"A multiplexing driver for the DBI."
Test-Inline-0.15,2002-04-11T19:55:05,MSCHWERN,backpan,released,0.15,,Test-Inline,"Convert embedded tests and code examples to .t files"
LSF-0.4,2002-04-11T21:55:08,MSOUTHERN,cpan,released,0.4,,LSF,"load various LSF modules"
PDL-NetCDF-0.81,2002-04-11T22:18:07,DHUNT,backpan,released,0.81,,PDL-NetCDF,"Object-oriented interface between NetCDF files and PDL objects."
Net-Ping-2.16,2002-04-11T22:49:15,BBB,backpan,released,2.16,,Net-Ping,"check a remote host for reachability"
Net-DNS-0.19,2002-04-11T23:04:19,BBB,backpan,released,0.19,,Net-DNS,"Put DNS MX queries in a hash lookup format"
Schedule-Depend-0.10,2002-04-11T23:53:12,LEMBARK,backpan,released,0.10,,Schedule-Depend,
Aw-0.15.0-110402,2002-04-12T01:03:18,DYACOB,backpan,released,v0.15.0,,Aw,"Perl extension for the ActiveWorks C Application Development Kit"
Cgi-Simple-0.03,2002-04-12T01:08:21,JFREEMAN,backpan,released,0.03,1,Cgi-Simple,"provides a simple framework for writing test scripts"
Finance-YahooJapan-HistoricalQuotes-0.01,2002-04-12T02:57:18,HATA,backpan,released,0.01,1,Finance-YahooJapan-HistoricalQuotes,
Parallel-MPI-0.03,2002-04-12T02:57:35,JOSH,latest,released,0.03,,Parallel-MPI,"Perl interface to the MPI message passing system"
Test-Simple-0.43,2002-04-12T03:06:03,MSCHWERN,backpan,released,0.43,,Test-Simple,"yet another framework for writing test scripts"
Net-DNAT-0.03,2002-04-12T04:25:35,BBB,backpan,released,0.03,,Net-DNAT,"mod_perl Apache module to undo the side-effects of Net::DNAT"
DBD-mysql-2.1012,2002-04-12T07:21:06,JWIED,cpan,released,2.1012,,DBD-mysql,"A bundle to install Perl drivers for mSQL or MySQL"
Schedule-Depend-0.11,2002-04-12T08:29:45,LEMBARK,backpan,released,0.11,,Schedule-Depend,
Schedule-Depend-0.12,2002-04-12T08:38:38,LEMBARK,backpan,released,0.12,,Schedule-Depend,
